kodVVyk;nazovVVyk;skVVyk
5t63a.0;Kostná náhrada na chrbtici, použitie kostného materiálu z kolagénnych vlákien bez obohatenia rastovými bunkami kosti;S55-04
5t63a.1;Kostná náhrada na chrbtici, použitie kostného materiálu z kolagénnych vlákien s obohatením rastovými bunkami kosti;S55-04
5t63b.0;Kostná náhrada na chrbtici, použite keramického kostného materiálu bez obohatenia rastovými bunkami kosti;S55-04
5t63b.1;Kostná náhrada na chrbtici, použite keramického kostného materiálu s obohatením rastovými bunkami kosti;S55-04
5t63c;Kostná náhrada na chrbtici, použite humánnej demineralizovanej kostnej matrix;S55-04
5t63d;Kostná náhrada na chrbtici, použitie alogénneho kostného transplantátu;S55-04
5t63e;Kostná náhrada na chrbtici, použitie xenogénneho kostného transplantátu;S55-04
5t63x;Kostná náhrada na chrbtici, ostatné;S55-04
5t642.1;Ventrálna spondylodéza, 1 segment;S55-04
5t642.2;Ventrálna spondylodéza, 2 segmenty;S55-04
5t642.3;Ventrálna spondylodéza, 3 segmenty;S55-04
5t642.4;Ventrálna spondylodéza, 4 segmenty;S55-04
5t642.5;Ventrálna spondylodéza, 5 segmentov;S55-04
5t642.6;Ventrálna spondylodéza, 6 a viac segmentov;S55-04
5t643.1;Dorzálna a ventrálna kombinovaná spondylodéza medzi stavcami, 1 segment;S55-04
5t643.2;Dorzálna a ventrálna kombinovaná spondylodéza medzi stavcami, 2 segmenty;S55-04
5t643.3;Dorzálna a ventrálna kombinovaná spondylodéza medzi stavcami, 3 segmenty;S55-04
5t643.4;Dorzálna a ventrálna kombinovaná spondylodéza medzi stavcami, 4 segmenty;S55-04
5t643.5;Dorzálna a ventrálna kombinovaná spondylodéza medzi stavcami, 5 segmentov;S55-04
5t643.6;Dorzálna a ventrálna kombinovaná spondylodéza medzi stavcami, 6 a viac segmentov;S55-04
5t650.1;Náhrada tela stavca implantátom a komplexná rekonštrukcia na chrbtici, 1 stavec;S55-04
5t650.2;Náhrada tela stavca implantátom a komplexná rekonštrukcia na chrbtici, 2 stavce;S55-04
5t65c;Unilaterálna epifyzeodéza na chrbtici s dorzálnou fúziou stavca;S55-04
5t65d;Bilaterálna epifyzeodéza na chrbtici s dorzálnou fúziou stavca;S55-04
5t65e.1;Epifyzeodéza na chrbtici na usmernenie rastu skobami s pamäťovým efektom, 1 skoba;S55-04
5t65e.2;Epifyzeodéza na chrbtici na usmernenie rastu skobami s pamäťovým efektom, 2 skoby;S55-04
5t65e.3;Epifyzeodéza na chrbtici na usmernenie rastu skobami s pamäťovým efektom, 3 skoby;S55-04
5t65e.4;Epifyzeodéza na chrbtici na usmernenie rastu skobami s pamäťovým efektom, 4 skoby;S55-04
5t65e.5;Epifyzeodéza na chrbtici na usmernenie rastu skobami s pamäťovým efektom, 5 skôb;S55-04
5t65e.6;Epifyzeodéza na chrbtici na usmernenie rastu skobami s pamäťovým efektom, 6 skôb;S55-04
5t65e.7;Epifyzeodéza na chrbtici na usmernenie rastu skobami s pamäťovým efektom, 7 skôb;S55-04
5t65e.8;Epifyzeodéza na chrbtici na usmernenie rastu skobami s pamäťovým efektom, 8 skôb;S55-04
5t65e.9;Epifyzeodéza na chrbtici na usmernenie rastu skobami s pamäťovým efektom, 9 skôb;S55-04
5t65e.a;Epifyzeodéza na chrbtici na usmernenie rastu skobami s pamäťovým efektom, 10 skôb;S55-04
5t65e.b;Epifyzeodéza na chrbtici na usmernenie rastu skobami s pamäťovým efektom, 11 skôb;S55-04
5t65e.c;Epifyzeodéza na chrbtici na usmernenie rastu skobami s pamäťovým efektom, 12 skôb;S55-04
5t65e.d;Epifyzeodéza na chrbtici na usmernenie rastu skobami s pamäťovým efektom, 13 skôb;S55-04
5t65g.a1;Dorzálna (inštrumentovaná) korektívna spondylodéza, 3-6 segmentov primárne stabilné;S55-04
5t65g.b1;Dorzálna (inštrumentovaná) korektívna spondylodéza, 7 -10 segmentov primárne stabilné;S55-04
5t65g.c1;Dorzálna (inštrumentovaná) korektívna spondylodéza, 11 a viac segmentov primárne stabilné;S55-04
5t65h.a1;Predná (inštrumentovaná) korektívna spondylodéza, 3-6 segmentov primárne stabilné;S55-04
5t65h.b1;Predná (inštrumentovaná) korektívna spondylodéza, 7 -10 segmentov primárne stabilné;S55-04
5t65j.a0;Zadná a predná kombinovaná (inštrumentovaná) korektívna spondylodéza, 3-6 segmentov primárne nestabilné;S55-04
5t65j.a1;Zadná a predná kombinovaná (inštrumentovaná) korektívna spondylodéza, 3-6 segmentov primárne stabilné;S55-04
5t65j.b0;Zadná a predná kombinovaná (inštrumentovaná) korektívna spondylodéza, 7 -10 segmentov, primárne nestabilné;S55-04
5t65j.b1;Zadná a predná kombinovaná (inštrumentovaná) korektívna spondylodéza, 7 -10 segmentov primárne stabilné;S55-04
5t65j.c0;Zadná a predná kombinovaná (inštrumentovaná) korektívna spondylodéza, 11 a viac segmentov primárne nestabilné;S55-04
5t65j.c1;Zadná a predná kombinovaná (inštrumentovaná) korektívna spondylodéza, 11 a viac segmentov primárne stabilné;S55-04
5t690;Odstránenie osteosyntetického materiálu z chrbtice;S55-04
5t695;Revízia po operácii chrbtice;S55-04
5t69x.x;Iné operácie na chrbtici, ostatné;S55-04
5t06f.0;Osteosyntéza vnútorným predlžovacím alebo posuvným systémom, nemotorizovaná;S55-04
5t643.7;Kombinovaná dorzálna spondylodéza medzi stavcami, 11 a viac segmentov a ventrálna spondylodéza medzi stavcami, 1-4 segmentov;S55-04
5t65f.1;Epifyzeodéza na chrbtici na usmernenie rastu tethering - systém skrutiek a šnúrok, 1 segment;S55-04
5t65f.2;Epifyzeodéza na chrbtici na usmernenie rastu tethering - systém skrutiek a šnúrok, 2 segmenty;S55-04
5t65f.3;Epifyzeodéza na chrbtici na usmernenie rastu tethering - systém skrutiek a šnúrok, 3 segmenty;S55-04
5t65f.4;Epifyzeodéza na chrbtici na usmernenie rastu tethering - systém skrutiek a šnúrok, 4 segmenty;S55-04
5t65f.5;Epifyzeodéza na chrbtici na usmernenie rastu tethering - systém skrutiek a šnúrok, 5 segmentov;S55-04
5t65f.6;Epifyzeodéza na chrbtici na usmernenie rastu tethering - systém skrutiek a šnúrok, 6 segmentov;S55-04
5t65f.7;Epifyzeodéza na chrbtici na usmernenie rastu tethering - systém skrutiek a šnúrok, 7 a viac segmentov;S55-04
5t641.a1;Predĺženie zadnej spondylodézy s použitím konektora 1 segment ;S55-04
5t641.a2;Predĺženie zadnej spondylodézy s použitím konektora 2 segment ;S55-04
5t641.a3;Predĺženie zadnej spondylodézy s použitím konektora 3 segment ;S55-04
5t641.a4;Predĺženie zadnej spondylodézy s použitím konektora 4 segment ;S55-04
5t641.a5;Predĺženie zadnej spondylodézy s použitím konektora 5 segment ;S55-04
5t641.a6;Predĺženie zadnej spondylodézy s použitím konektora 6 segment ;S55-04
5t641.a7;Predĺženie zadnej spondylodézy s použitím konektora 7 a viac segmentov ;S55-04
5t65l.1;Osteotómia Smith-Petersen 1 segment;S55-04
5t65l.2;Osteotómia Smith-Petersen 2 segment;S55-04
5t65l.3;Osteotómia Smith-Petersen 3 a viac segment;S55-04
5t65l.4;Pedicle substrakčná osteotómia 1 segment;S55-04
5t65l.5;Pedicle substrakčná osteotómia 2 segment;S55-04
5t65l.6;Pedicle substrakčná osteotómia 3 a viac segmentov;S55-04
5t65l.7;Osteotómia nesegmentovanej kostnej lišty ;S55-04
5t668.5;Dynamický fixatór systém skrutiek a tyčí s potrebou opakovanej otvorenej redistrakcie  ;S55-04
5t668.6;Dynamický fixatór systém skrutiek a magnetických tyči s potrebou opakovanej zatvorenej magnetickej redistrakcie ;S55-04
5t600;Incízie pri chorobne zmenenom kostnom a kĺbovom tkanive chrbtice, debridement;S55-05
5t601;Incízie pri chorobne zmenenom kostnom a kĺbovom tkanive chrbtice, sekvestrotómia;S55-05
5t604;Incízie pri chorobne zmenenom kostnom a kĺbovom tkanive chrbtice, drenáž;S55-05
5t605;Incízie pri chorobne zmenenom kostnom a kĺbovom tkanive chrbtice, revízia fistuly;S55-05
5t606;Incízie pri chorobne zmenenom kostnom a kĺbovom tkanive chrbtice, revízia fistuly so sekvestrotómiou;S55-05
5t60x;Incízie pri chorobne zmenenom kostnom a kĺbovom tkanive chrbtice, ostatné;S55-05
5t620;Excízia spondylofytu (osteofytu);S55-05
5t621;Parciálna excízia tela stavca chrbtice;S55-05
5t641.1;Dorzálna spondylodéza, 1 segment;S55-05
5t641.2;Dorzálna spondylodéza, 2 segmenty;S55-05
5t641.3;Dorzálna spondylodéza, 3 segmenty;S55-05
5t641.4;Dorzálna spondylodéza, 4 segmenty;S55-05
5t641.5;Dorzálna spondylodéza, 5 segmentov;S55-05
5t641.6;Dorzálna spondylodéza, 6 a viac segmentov;S55-05
5t639;Transplantácie autológnej spongiózy (štepu) alebo kortikospongiózneho štepu na chrbtici;S55-05
5t63a.0;Kostná náhrada na chrbtici, použitie kostného materiálu z kolagénnych vlákien bez obohatenia rastovými bunkami kosti;S55-05
5t63a.1;Kostná náhrada na chrbtici, použitie kostného materiálu z kolagénnych vlákien s obohatením rastovými bunkami kosti;S55-05
5t63b.0;Kostná náhrada na chrbtici, použite keramického kostného materiálu bez obohatenia rastovými bunkami kosti;S55-05
5t63b.1;Kostná náhrada na chrbtici, použite keramického kostného materiálu s obohatením rastovými bunkami kosti;S55-05
5t63c;Kostná náhrada na chrbtici, použite humánnej demineralizovanej kostnej matrix;S55-05
5t63d;Kostná náhrada na chrbtici, použitie alogénneho kostného transplantátu;S55-05
5t63e;Kostná náhrada na chrbtici, použitie xenogénneho kostného transplantátu;S55-05
5t63x;Kostná náhrada na chrbtici, ostatné;S55-05
5t642.1;Ventrálna spondylodéza, 1 segment;S55-05
5t642.2;Ventrálna spondylodéza, 2 segmenty;S55-05
5t642.3;Ventrálna spondylodéza, 3 segmenty;S55-05
5t642.4;Ventrálna spondylodéza, 4 segmenty;S55-05
5t642.5;Ventrálna spondylodéza, 5 segmentov;S55-05
5t642.6;Ventrálna spondylodéza, 6 a viac segmentov;S55-05
5t643.1;Dorzálna a ventrálna kombinovaná spondylodéza medzi stavcami, 1 segment;S55-05
5t643.2;Dorzálna a ventrálna kombinovaná spondylodéza medzi stavcami, 2 segmenty;S55-05
5t643.3;Dorzálna a ventrálna kombinovaná spondylodéza medzi stavcami, 3 segmenty;S55-05
5t643.4;Dorzálna a ventrálna kombinovaná spondylodéza medzi stavcami, 4 segmenty;S55-05
5t643.5;Dorzálna a ventrálna kombinovaná spondylodéza medzi stavcami, 5 segmentov;S55-05
5t643.6;Dorzálna a ventrálna kombinovaná spondylodéza medzi stavcami, 6 a viac segmentov;S55-05
5t650.1;Náhrada tela stavca implantátom a komplexná rekonštrukcia na chrbtici, 1 stavec;S55-05
5t650.2;Náhrada tela stavca implantátom a komplexná rekonštrukcia na chrbtici, 2 stavce;S55-05
5t65c;Unilaterálna epifyzeodéza na chrbtici s dorzálnou fúziou stavca;S55-05
5t65d;Bilaterálna epifyzeodéza na chrbtici s dorzálnou fúziou stavca;S55-05
5t65e.1;Epifyzeodéza na chrbtici na usmernenie rastu skobami s pamäťovým efektom, 1 skoba;S55-05
5t65e.2;Epifyzeodéza na chrbtici na usmernenie rastu skobami s pamäťovým efektom, 2 skoby;S55-05
5t65e.3;Epifyzeodéza na chrbtici na usmernenie rastu skobami s pamäťovým efektom, 3 skoby;S55-05
5t65e.4;Epifyzeodéza na chrbtici na usmernenie rastu skobami s pamäťovým efektom, 4 skoby;S55-05
5t65e.5;Epifyzeodéza na chrbtici na usmernenie rastu skobami s pamäťovým efektom, 5 skôb;S55-05
5t65e.6;Epifyzeodéza na chrbtici na usmernenie rastu skobami s pamäťovým efektom, 6 skôb;S55-05
5t65e.7;Epifyzeodéza na chrbtici na usmernenie rastu skobami s pamäťovým efektom, 7 skôb;S55-05
5t65e.8;Epifyzeodéza na chrbtici na usmernenie rastu skobami s pamäťovým efektom, 8 skôb;S55-05
5t65e.9;Epifyzeodéza na chrbtici na usmernenie rastu skobami s pamäťovým efektom, 9 skôb;S55-05
5t65e.a;Epifyzeodéza na chrbtici na usmernenie rastu skobami s pamäťovým efektom, 10 skôb;S55-05
5t65e.b;Epifyzeodéza na chrbtici na usmernenie rastu skobami s pamäťovým efektom, 11 skôb;S55-05
5t65e.c;Epifyzeodéza na chrbtici na usmernenie rastu skobami s pamäťovým efektom, 12 skôb;S55-05
5t65e.d;Epifyzeodéza na chrbtici na usmernenie rastu skobami s pamäťovým efektom, 13 skôb;S55-05
5t65g.a1;Dorzálna (inštrumentovaná) korektívna spondylodéza, 3-6 segmentov primárne stabilné;S55-05
5t65g.b1;Dorzálna (inštrumentovaná) korektívna spondylodéza, 7 -10 segmentov primárne stabilné;S55-05
5t65g.c1;Dorzálna (inštrumentovaná) korektívna spondylodéza, 11 a viac segmentov primárne stabilné;S55-05
5t65h.a1;Predná (inštrumentovaná) korektívna spondylodéza, 3-6 segmentov primárne stabilné;S55-05
5t65h.b1;Predná (inštrumentovaná) korektívna spondylodéza, 7 -10 segmentov primárne stabilné;S55-05
5t65j.a0;Zadná a predná kombinovaná (inštrumentovaná) korektívna spondylodéza, 3-6 segmentov primárne nestabilné;S55-05
5t65j.a1;Zadná a predná kombinovaná (inštrumentovaná) korektívna spondylodéza, 3-6 segmentov primárne stabilné;S55-05
5t65j.b0;Zadná a predná kombinovaná (inštrumentovaná) korektívna spondylodéza, 7 -10 segmentov, primárne nestabilné;S55-05
5t65j.b1;Zadná a predná kombinovaná (inštrumentovaná) korektívna spondylodéza, 7 -10 segmentov primárne stabilné;S55-05
5t65j.c0;Zadná a predná kombinovaná (inštrumentovaná) korektívna spondylodéza, 11 a viac segmentov primárne nestabilné;S55-05
5t65j.c1;Zadná a predná kombinovaná (inštrumentovaná) korektívna spondylodéza, 11 a viac segmentov primárne stabilné;S55-05
5t690;Odstránenie osteosyntetického materiálu z chrbtice;S55-05
5t695;Revízia po operácii chrbtice;S55-05
5t69x.x;Iné operácie na chrbtici, ostatné;S55-05
5t06f.0;Osteosyntéza vnútorným predlžovacím alebo posuvným systémom, nemotorizovaná;S55-05
5t643.7;Kombinovaná dorzálna spondylodéza medzi stavcami, 11 a viac segmentov a ventrálna spondylodéza medzi stavcami, 1-4 segmentov;S55-05
5t65f.1;Epifyzeodéza na chrbtici na usmernenie rastu tethering - systém skrutiek a šnúrok, 1 segment;S55-05
5t65f.2;Epifyzeodéza na chrbtici na usmernenie rastu tethering - systém skrutiek a šnúrok, 2 segmenty;S55-05
5t65f.3;Epifyzeodéza na chrbtici na usmernenie rastu tethering - systém skrutiek a šnúrok, 3 segmenty;S55-05
5t65f.4;Epifyzeodéza na chrbtici na usmernenie rastu tethering - systém skrutiek a šnúrok, 4 segmenty;S55-05
5t65f.5;Epifyzeodéza na chrbtici na usmernenie rastu tethering - systém skrutiek a šnúrok, 5 segmentov;S55-05
5t65f.6;Epifyzeodéza na chrbtici na usmernenie rastu tethering - systém skrutiek a šnúrok, 6 segmentov;S55-05
5t65f.7;Epifyzeodéza na chrbtici na usmernenie rastu tethering - systém skrutiek a šnúrok, 7 a viac segmentov;S55-05
5t641.a1;Predĺženie zadnej spondylodézy s použitím konektora 1 segment ;S55-05
5t641.a2;Predĺženie zadnej spondylodézy s použitím konektora 2 segment ;S55-05
5t641.a3;Predĺženie zadnej spondylodézy s použitím konektora 3 segment ;S55-05
5t641.a4;Predĺženie zadnej spondylodézy s použitím konektora 4 segment ;S55-05
5t641.a5;Predĺženie zadnej spondylodézy s použitím konektora 5 segment ;S55-05
5t641.a6;Predĺženie zadnej spondylodézy s použitím konektora 6 segment ;S55-05
5t641.a7;Predĺženie zadnej spondylodézy s použitím konektora 7 a viac segmentov ;S55-05
5t65l.1;Osteotómia Smith-Petersen 1 segment;S55-05
5t65l.2;Osteotómia Smith-Petersen 2 segment;S55-05
5t65l.3;Osteotómia Smith-Petersen 3 a viac segment;S55-05
5t65l.4;Pedicle substrakčná osteotómia 1 segment;S55-05
5t65l.5;Pedicle substrakčná osteotómia 2 segment;S55-05
5t65l.6;Pedicle substrakčná osteotómia 3 a viac segmentov;S55-05
5t65l.7;Osteotómia nesegmentovanej kostnej lišty ;S55-05
5t668.5;Dynamický fixatór systém skrutiek a tyčí s potrebou opakovanej otvorenej redistrakcie  ;S55-05
5t668.6;Dynamický fixatór systém skrutiek a magnetických tyči s potrebou opakovanej zatvorenej magnetickej redistrakcie ;S55-05
5a902.11;Laminotómia krčnej chrbtice, 1 segment;S55-06
5a902.12;Laminotómia krčnej chrbtice, 2 segmenty;S55-06
5a902.13;Laminotómia krčnej chrbtice, viac ako 2 segmenty;S55-06
5a902.21;Hemilaminektómia krčnej chrbtice, 1 segment;S55-06
5a902.22;Hemilaminektómia krčnej chrbtice, 2 segmenty;S55-06
5a902.23;Hemilaminektómia krčnej chrbtice, viac ako 2 segmenty;S55-06
5a902.31;Laminektómia krčnej chrbtice, 1 segment;S55-06
5a902.32;Laminektómia krčnej chrbtice, 2 segmenty;S55-06
5a902.33;Laminektómia krčnej chrbtice, viac ako 2 segmenty;S55-06
5t696.1;Dekompresia miešneho kanála uvoľnením kosti, 1 segment;S55-06
5t696.2;Dekompresia miešneho kanála uvoľnením kosti, 2 segmenty;S55-06
5t696.3;Dekompresia miešneho kanála uvoľnením kosti, 3 segmenty;S55-06
5t696.4;Dekompresia miešneho kanála uvoľnením kosti, 4 a viac segmentov;S55-06
5t695;Revízia po operácii chrbtice;S55-06
5a901.b;Kraniocervikálny prechod, dorzálne;S55-06
5a902.01;Dorzálny prístup ku krčnej chrbtici, 1 segment;S55-06
5a902.02;Dorzálny prístup ku krčnej chrbtici, 2 segmenty;S55-06
5a902.03;Dorzálny prístup ku krčnej chrbtici, viac ako 2 segmenty;S55-06
5t624;Parciálna artrektómia;S55-06
5t625;Totálna artrektómia;S55-06
5t626;Foraminektómia;S55-06
5t627;Excízia z poškodeného kostného a kĺbneho tkaniva viacerých segmentov stavcov a naliehajúcich štruktúr;S55-06
5t628;Excízia z poškodeného kostného a kĺbneho tkaniva stavcového oblúka;S55-06
5t629;Excízia z poškodeného kostného a kĺbneho tkaniva chrbtice stavcového oblúka a naliehajúcich štruktúr;S55-06
5t62x;Excízia z poškodeného kostného a kĺbneho tkaniva chrbtice, ostatné;S55-06
5t621;Parciálna excízia tela stavca chrbtice;S55-06
5t660.1;Otvorená repozícia chrbtice (dynamická stabilizácia) drôtovou serklážou, 1 segment;S55-06
5t660.2;Otvorená repozícia chrbtice (dynamická stabilizácia) drôtovou serklážou, 2 segmenty;S55-06
5t660.3;Otvorená repozícia chrbtice (dynamická stabilizácia) drôtovou serklážou, 3 segmenty;S55-06
5t660.4;Otvorená repozícia chrbtice (dynamická stabilizácia) drôtovou serklážou, 4 a viac segmentov;S55-06
5t661.1;Otvorená repozícia chrbtice (dynamická stabilizácia) skrutkou, 1 segment;S55-06
5t661.2;Otvorená repozícia chrbtice (dynamická stabilizácia) skrutkou, 2 segmenty;S55-06
5t661.3;Otvorená repozícia chrbtice (dynamická stabilizácia) skrutkou, 3 segmenty;S55-06
5t661.4;Otvorená repozícia chrbtice (dynamická stabilizácia) skrutkou, 4 a viac segmentov;S55-06
5t663.1;Otvorená repozícia chrbtice (dynamická stabilizácia) ventrálnym systémom skrutiek a dláh, 1 segment;S55-06
5t663.2;Otvorená repozícia chrbtice (dynamická stabilizácia) ventrálnym systémom skrutiek a dláh, 2 segmenty;S55-06
5t663.3;Otvorená repozícia chrbtice (dynamická stabilizácia) ventrálnym systémom skrutiek a dláh, 3 segmenty;S55-06
5t663.4;Otvorená repozícia chrbtice (dynamická stabilizácia) ventrálnym systémom skrutiek a dláh, 4 a viac segmentov;S55-06
