SkDg;typDg;kodDg;nazovDg
Trauma a poúrazové stavy ;akákoľvek;M2157;Získaná pazúrovitá noha a konská noha [talipes]
Trauma a poúrazové stavy ;akákoľvek;M2160;Iná získaná deformita členka a nohy na viacerých miestach
Trauma a poúrazové stavy ;akákoľvek;M2167;Iná získaná deformita členka a nohy (predpriehlavok, priehlavok, prsty nohy, členkový kĺb, iné kĺby nohy)
Trauma a poúrazové stavy ;akákoľvek;M2170;Nerovnaká dĺžka končatín (získaná) na viacerých miestach
Trauma a poúrazové stavy ;akákoľvek;M2171;Nerovnaká dĺžka končatín (získaná) v oblasti pleca (kľúčna kosť, lopatka, akromioklavikulárny, ramenný, sternoklavikulárny kĺb)
Trauma a poúrazové stavy ;akákoľvek;M2172;Nerovnaká dĺžka končatín (získaná) v oblasti nadlaktia (ramenná kosť, lakťový kĺb)
Trauma a poúrazové stavy ;akákoľvek;M2173;Nerovnaká dĺžka končatín (získaná) v oblasti predlaktia (lakťová kosť, vretenná kosť, zápästný kĺb)
Trauma a poúrazové stavy ;akákoľvek;M2174;Nerovnaká dĺžka končatín (získaná) v oblasti ruky (zápästie, záprstie, prsty, kĺby medzi týmito kosťami)
Trauma a poúrazové stavy ;akákoľvek;M2175;Nerovnaká dĺžka končatín (získaná) v oblasti panvy a stehna (panva, stehnová kosť, zadok, bedro, bedrový kĺb, sakroiliakálny kĺb)
Trauma a poúrazové stavy ;akákoľvek;M2176;Nerovnaká dĺžka končatín (získaná) v oblasti predkolenia (ihlica, píšťala, kolenný kĺb)
Trauma a poúrazové stavy ;akákoľvek;M2177;Nerovnaká dĺžka končatín (získaná) v oblasti členka a nohy (predpriehlavok, priehlavok, prsty nohy, členkový kĺb, iné kĺby nohy)
Trauma a poúrazové stavy ;akákoľvek;M2179;Nerovnaká dĺžka končatín (získaná), miesto bližšie neurčené
Trauma a poúrazové stavy ;akákoľvek;M2180;Iná získaná deformita končatiny, bližšie určená, na viacerých miestach
Trauma a poúrazové stavy ;akákoľvek;M2181;Iná získaná deformita končatiny, bližšie určená, v oblasti pleca (kľúčna kosť, lopatka, akromioklavikulárny, ramenný, sternoklavikulárny kĺb)
Trauma a poúrazové stavy ;akákoľvek;M2182;Iná získaná deformita končatiny, bližšie určená: v oblasti nadlaktia (ramenná kosť, lakťový kĺb)
Trauma a poúrazové stavy ;akákoľvek;M2183;Iná získaná deformita končatiny, bližšie určená: v oblasti predlaktia (lakťová kosť, vretenná kosť, zápästný kĺb)
Trauma a poúrazové stavy ;akákoľvek;M2184;Iná získaná deformita končatiny, bližšie určená: v oblasti ruky (zápästie, záprstie, prsty, kĺby medzi týmito kosťami)
Trauma a poúrazové stavy ;akákoľvek;M2185;Iná získaná deformita končatiny, bližšie určená: v oblasti panvy a stehna (panva, stehnová kosť, zadok, bedro, bedrový kĺb, sakroiliakálny kĺb)
Trauma a poúrazové stavy ;akákoľvek;M2186;Iná získaná deformita končatiny, bližšie určená: v oblasti predkolenia (ihlica, píšťala, kolenný kĺb)
Trauma a poúrazové stavy ;akákoľvek;M2187;Iná získaná deformita končatiny, bližšie určená, v oblasti členka a nohy (predpriehlavok, priehlavok, prsty nohy, členkový kĺb, iné kĺby nohy)
Trauma a poúrazové stavy ;akákoľvek;M2189;Iná získaná deformita končatiny, bližšie určená: miesto bližšie neurčené
Trauma a poúrazové stavy ;akákoľvek;M2190;Získaná deformita končatiny, bližšie neurčená, na viacerých miestach
Trauma a poúrazové stavy ;akákoľvek;M2191;Získaná deformita končatiny, bližšie neurčená, v oblasti pleca (kľúčna kosť, lopatka, akromioklavikulárny, ramenný, sternoklavikulárny kĺb)
Trauma a poúrazové stavy ;akákoľvek;M2192;Získaná deformita končatiny, bližšie neurčená, v oblasti nadlaktia (ramenná kosť, lakťový kĺb)
Trauma a poúrazové stavy ;akákoľvek;M2193;Získaná deformita končatiny, bližšie neurčená, v oblasti predlaktia (lakťová kosť, vretenná kosť, zápästný kĺb)
Trauma a poúrazové stavy ;akákoľvek;M2194;Získaná deformita končatiny, bližšie neurčená, v oblasti ruky (zápästie, záprstie, prsty, kĺby medzi týmito kosťami)
Trauma a poúrazové stavy ;akákoľvek;M2195;Získaná deformita končatiny, bližšie neurčená, v oblasti panvy a stehna (panva, stehnová kosť, zadok, bedro, bedrový kĺb, sakroiliakálny kĺb)
Trauma a poúrazové stavy ;akákoľvek;M2196;Získaná deformita končatiny, bližšie neurčená, v oblasti predkolenia (ihlica, píšťala, kolenný kĺb)
Trauma a poúrazové stavy ;akákoľvek;M2197;Získaná deformita končatiny, bližšie neurčená, v oblasti členka a nohy (predpriehlavok, priehlavok, prsty nohy, členkový kĺb, iné kĺby nohy)
Trauma a poúrazové stavy ;akákoľvek;M2199;Získaná deformita končatiny, bližšie neurčená, miesto bližšie neurčené
Trauma a poúrazové stavy ;akákoľvek;M220;Habituálna luxácia pately
Trauma a poúrazové stavy ;akákoľvek;M221;Habituálna subluxácia pately
Trauma a poúrazové stavy ;akákoľvek;M222;Patelofemorálna porucha
Trauma a poúrazové stavy ;akákoľvek;M223;Iné poškodenie pately
Trauma a poúrazové stavy ;akákoľvek;M224;Chondromalácia pately
Trauma a poúrazové stavy ;akákoľvek;M228;Iná porucha pately
Trauma a poúrazové stavy ;akákoľvek;M229;Choroba pately, bližšie neurčená
Trauma a poúrazové stavy ;akákoľvek;M2300;Ganglion menisku: postihnutie na viacerých miestach
Trauma a poúrazové stavy ;akákoľvek;M2301;Ganglion menisku: postihnutie predného rohu vnútorného menisku
Trauma a poúrazové stavy ;akákoľvek;M2302;Ganglion menisku: postihnutie zadného rohu vnútorného menisku
Trauma a poúrazové stavy ;akákoľvek;M2303;Ganglion menisku: postihnutie inej a bližšie neurčenej časti vnútorného menisku
Trauma a poúrazové stavy ;akákoľvek;M2304;Ganglion menisku: postihnutie predného rohu vonkajšieho menisku
Trauma a poúrazové stavy ;akákoľvek;M2305;Ganglion menisku: postihnutie zadného rohu vonkajšieho menisku
Trauma a poúrazové stavy ;akákoľvek;M2306;Ganglion menisku: postihnutie inej a bližšie neurčenej časti vonkajšieho menisku
Trauma a poúrazové stavy ;akákoľvek;M2309;Ganglion menisku: meniskus bližšie neurčený
Trauma a poúrazové stavy ;akákoľvek;M2320;Poškodenie menisku po starej trhline alebo poranení, na viacerých miestach
Trauma a poúrazové stavy ;akákoľvek;M2321;Poškodenie menisku po starej trhline alebo poranení: postihnutie predného rohu vnútorného menisku
Trauma a poúrazové stavy ;akákoľvek;M2322;Poškodenie menisku po starej trhline alebo poranení: postihnutie zadného rohu vnútorného menisku
Trauma a poúrazové stavy ;akákoľvek;M2323;Poškodenie menisku po starej trhline alebo poranení: postihnutie inej a bližšie neurčenej časti vnútorného menisku
Trauma a poúrazové stavy ;akákoľvek;M2324;Poškodenie menisku po starej trhline alebo poranení: postihnutie predného rohu vonkajšieho menisku
Trauma a poúrazové stavy ;akákoľvek;M2325;Poškodenie menisku po starej trhline alebo poranení: postihnutie zadného rohu vonkajšieho menisku
Trauma a poúrazové stavy ;akákoľvek;M2326;Poškodenie menisku po starej trhline alebo poranení: postihnutie inej a bližšie neurčenej časti vonkajšieho menisku
Trauma a poúrazové stavy ;akákoľvek;M2329;Poškodenie menisku po starej trhline alebo poranení: meniskus bližšie neurčený
Trauma a poúrazové stavy ;akákoľvek;M2330;Iné poškodenie menisku na viacerých miestach
Trauma a poúrazové stavy ;akákoľvek;M2331;Iné poškodenie menisku: postihnutie predného rohu vnútorného menisku
Trauma a poúrazové stavy ;akákoľvek;M2332;Iné poškodenie menisku: postihnutie zadného rohu vnútorného menisku
Trauma a poúrazové stavy ;akákoľvek;M2333;Iné poškodenie menisku: postihnutie inej a bližšie neurčenej časti vnútorného menisku
Trauma a poúrazové stavy ;akákoľvek;M2334;Iné poškodenie menisku: postihnutie predného rohu vonkajšieho menisku
Trauma a poúrazové stavy ;akákoľvek;M2335;Iné poškodenie menisku: postihnutie zadného rohu vonkajšieho menisku
Trauma a poúrazové stavy ;akákoľvek;M2336;Iné poškodenie menisku: postihnutie inej a bližšie neurčenej časti vonkajšieho menisku
Trauma a poúrazové stavy ;akákoľvek;M2339;Iné poškodenie menisku: meniskus bližšie neurčený
Trauma a poúrazové stavy ;akákoľvek;M2340;Voľné teleso v kolennom kĺbe na viacerých miestach
Trauma a poúrazové stavy ;akákoľvek;M2341;Voľné teleso v kolennom kĺbe, v oblasti predného skríženého väzu alebo predného rohu vnútorného menisku
Trauma a poúrazové stavy ;akákoľvek;M2342;Voľné teleso v kolennom kĺbe, v oblasti zadného skríženého väzu alebo zadného rohu vnútorného menisku
Trauma a poúrazové stavy ;akákoľvek;M2343;Voľné teleso v kolennom kĺbe, v oblasti tibiálneho kolaterálneho väzu alebo inej a bližšie neurčenej časti vnútorného menisku
Trauma a poúrazové stavy ;akákoľvek;M2344;Voľné teleso v kolennom kĺbe, v oblasti fibulárneho kolaterálneho väzu alebo predného rohu vonkajšieho menisku
Trauma a poúrazové stavy ;akákoľvek;M2345;Voľné teleso v kolennom kĺbe, v oblasti zadného rohu vonkajšieho menisku
Trauma a poúrazové stavy ;akákoľvek;M2346;Voľné teleso v kolennom kĺbe, v inej a bližšie neurčenej časti vonkajšieho menisku
Trauma a poúrazové stavy ;akákoľvek;M2347;Voľné teleso v kolennom kĺbe, v kĺbovom puzdre
Trauma a poúrazové stavy ;akákoľvek;M2349;Voľné teleso v kolennom kĺbe, väz alebo meniskus bližšie neurčený
Trauma a poúrazové stavy ;akákoľvek;M2350;Chronická instabilita kolena na viacerých miestach
Trauma a poúrazové stavy ;akákoľvek;M2351;Chronická instabilita kolena v oblasti predného skríženého väzu alebo predného rohu vnútorného menisku
Trauma a poúrazové stavy ;akákoľvek;M2352;Chronická instabilita kolena v oblasti zadného skríženého väzu alebo zadného rohu vnútorného menisku
Trauma a poúrazové stavy ;akákoľvek;M2353;Chronická instabilita kolena v oblasti tibiálneho kolaterálneho väzu alebo inej a bližšie neurčenej časti vnútorného menisku
Trauma a poúrazové stavy ;akákoľvek;M2354;Chronická instabilita kolena v oblasti fibulárneho kolaterálneho väzu alebo predného rohu vonkajšieho menisku
Trauma a poúrazové stavy ;akákoľvek;M2355;Chronická instabilita kolena v oblasti zadného rohu vonkajšieho menisku
Trauma a poúrazové stavy ;akákoľvek;M2356;Chronická instabilita kolena v inej a bližšie neurčenej časti vonkajšieho menisku
Trauma a poúrazové stavy ;akákoľvek;M2357;Chronická instabilita kolena v kĺbovom puzdre
Trauma a poúrazové stavy ;akákoľvek;M2359;Chronická instabilita kolena: väz alebo meniskus bližšie neurčený
Trauma a poúrazové stavy ;akákoľvek;M2360;Iné spontánne natrhnutie jedného alebo viacerých väzov kolenného kĺbu na viacerých miestach
Trauma a poúrazové stavy ;akákoľvek;M2361;Iné spontánne natrhnutie jedného alebo viacerých väzov kolenného kĺbu: predný skrížený väz
Trauma a poúrazové stavy ;akákoľvek;M2362;Iné spontánne natrhnutie jedného alebo viacerých väzov kolenného kĺbu: zadný skrížený väz
Trauma a poúrazové stavy ;akákoľvek;M2363;Iné spontánne natrhnutie jedného alebo viacerých väzov kolenného kĺbu: tibiálny kolaterálny väz
Trauma a poúrazové stavy ;akákoľvek;M2364;Iné spontánne natrhnutie jedného alebo viacerých väzov kolenného kĺbu: fibulárny kolaterálny väz
Trauma a poúrazové stavy ;akákoľvek;M2367;Iné spontánne natrhnutie jedného alebo viacerých väzov kolenného kĺbu: kĺbové puzdro
Trauma a poúrazové stavy ;akákoľvek;M2369;Iné spontánne natrhnutie jedného alebo viacerých väzov kolenného kĺbu: väz bližšie neurčený
Trauma a poúrazové stavy ;akákoľvek;M2380;Iné vnútorné poškodenie kolenného kĺbu na viacerých miestach
Trauma a poúrazové stavy ;akákoľvek;M2381;Iné vnútorné poškodenie kolenného kĺbu: predný skrížený väz alebo predný roh vnútorného menisku
Trauma a poúrazové stavy ;akákoľvek;M2382;Iné vnútorné poškodenie kolenného kĺbu: zadný skrížený väz alebo zadný roh vnútorného menisku
Trauma a poúrazové stavy ;akákoľvek;M2383;Iné vnútorné poškodenie kolenného kĺbu: tibiálny kolaterálny väz alebo iná a bližšie neurčená časť vnútorného menisku
Trauma a poúrazové stavy ;akákoľvek;M2384;Iné vnútorné poškodenie kolenného kĺbu: fibulárny kolaterálny väz alebo predný roh vonkajšieho menisku
Trauma a poúrazové stavy ;akákoľvek;M2385;Iné vnútorné poškodenie kolenného kĺbu: zadný roh vonkajšieho menisku
Trauma a poúrazové stavy ;akákoľvek;M2386;Iné vnútorné poškodenie kolenného kĺbu: iná a bližšie neurčená časť vonkajšieho menisku
Trauma a poúrazové stavy ;akákoľvek;M2387;Iné vnútorné poškodenie kolenného kĺbu: kĺbové puzdro
Trauma a poúrazové stavy ;akákoľvek;M2389;Iné vnútorné poškodenie kolenného kĺbu: väz alebo meniskus bližšie neurčený
Trauma a poúrazové stavy ;akákoľvek;M2390;Vnútorné poškodenie kolenného kĺbu, bližšie neurčené, na viacerých miestach
Trauma a poúrazové stavy ;akákoľvek;M2391;Vnútorné poškodenie kolenného kĺbu, bližšie neurčené: predný skrížený väz alebo predný roh vnútorného menisku
Trauma a poúrazové stavy ;akákoľvek;M2392;Vnútorné poškodenie kolenného kĺbu, bližšie neurčené: zadný skrížený väz alebo zadný roh vnútorného menisku
Trauma a poúrazové stavy ;akákoľvek;M2393;Vnútorné poškodenie kolenného kĺbu, bližšie neurčené: tibiálny kolaterálny väz alebo iná a bližšie neurčená časť vnútorného menisku
Trauma a poúrazové stavy ;akákoľvek;M2394;Vnútorné poškodenie kolenného kĺbu, bližšie neurčené: fibulárny kolaterálny väz alebo predný roh vonkajšieho menisku
Trauma a poúrazové stavy ;akákoľvek;M2395;Vnútorné poškodenie kolenného kĺbu, bližšie neurčené: zadný roh vonkajšieho menisku
Trauma a poúrazové stavy ;akákoľvek;M2396;Vnútorné poškodenie kolenného kĺbu, bližšie neurčené: iná a bližšie neurčená časť vonkajšieho menisku
Trauma a poúrazové stavy ;akákoľvek;M2397;Vnútorné poškodenie kolenného kĺbu, bližšie neurčené: kĺbové puzdro
Trauma a poúrazové stavy ;akákoľvek;M2399;Vnútorné poškodenie kolenného kĺbu, bližšie neurčené: väz alebo meniskus bližšie neurčený
Trauma a poúrazové stavy ;akákoľvek;M2400;Voľné teleso v kĺbe na viacerých miestach
Trauma a poúrazové stavy ;akákoľvek;M2401;Voľné teleso v kĺbe v oblasti pleca (kľúčna kosť, lopatka, akromioklavikulárny, ramenný, sternoklavikulárny kĺb)
Trauma a poúrazové stavy ;akákoľvek;M2402;Voľné teleso v kĺbe nadlaktia (ramenná kosť, lakťový kĺb)
Trauma a poúrazové stavy ;akákoľvek;M2403;Voľné teleso v kĺbe predlaktia (lakťová kosť, vretenná kosť, zápästný kĺb)
Trauma a poúrazové stavy ;akákoľvek;M2404;Voľné teleso v kĺbe ruky (zápästie, záprstie, prsty, kĺby medzi týmito kosťami)
Trauma a poúrazové stavy ;akákoľvek;M2405;Voľné teleso v kĺbe panvovej oblasti a stehna (panva, stehnová kosť, zadok, bedro, bedrový kĺb, sakroiliakálny kĺb)
Trauma a poúrazové stavy ;akákoľvek;M2407;Voľné teleso v kĺbe členka a nohy (predpriehlavok, priehlavok, prsty nohy, členkový kĺb, iné kĺby nohy)
Trauma a poúrazové stavy ;akákoľvek;M2408;Voľné teleso v kĺbe na inom mieste (hlava, krk, rebrá, lebka, trup, chrbtica)
Trauma a poúrazové stavy ;akákoľvek;M2409;Voľné teleso v kĺbe, miesto bližšie neurčené
Trauma a poúrazové stavy ;akákoľvek;M2410;Iné poškodenie kĺbovej chrupky na viacerých miestach
Trauma a poúrazové stavy ;akákoľvek;M2411;Iné poškodenie kĺbovej chrupky v oblasti pleca (kľúčna kosť, lopatka, akromioklavikulárny, ramenný, sternoklavikulárny kĺb)
Trauma a poúrazové stavy ;akákoľvek;M2412;Iné poškodenie kĺbovej chrupky nadlaktia (ramenná kosť, lakťový kĺb)
Trauma a poúrazové stavy ;akákoľvek;M2413;Iné poškodenie kĺbovej chrupky predlaktia (lakťová kosť, vretenná kosť, zápästný kĺb)
Trauma a poúrazové stavy ;akákoľvek;M2414;Iné poškodenie kĺbovej chrupky ruky (zápästie, záprstie, prsty, kĺby medzi týmito kosťami)
Trauma a poúrazové stavy ;akákoľvek;M2415;Iné poškodenie kĺbovej chrupky panvovej oblasti a stehna (panva, stehnová kosť, zadok, bedro, bedrový kĺb, sakroiliakálny kĺb)
Trauma a poúrazové stavy ;akákoľvek;M2417;Iné poškodenie kĺbovej chrupky členka a nohy (predpriehlavok, priehlavok, prsty nohy, členkový kĺb, iné kĺby nohy)
Trauma a poúrazové stavy ;akákoľvek;M2418;Iné poškodenie kĺbovej chrupky na inom mieste (hlava, krk, rebrá, lebka, trup, chrbtica)
Trauma a poúrazové stavy ;akákoľvek;M2419;Iné poškodenie kĺbovej chrupky, miesto bližšie neurčené
Trauma a poúrazové stavy ;akákoľvek;M2420;Choroby väzov na viacerých miestach
Trauma a poúrazové stavy ;akákoľvek;M2421;Choroby väzov v oblasti pleca (kľúčna kosť, lopatka, akromioklavikulárny, ramenný, sternoklavikulárny kĺb)
Trauma a poúrazové stavy ;akákoľvek;M2422;Choroby väzov nadlaktia (ramenná kosť, lakťový kĺb)
Trauma a poúrazové stavy ;akákoľvek;M2423;Choroby väzov predlaktia (lakťová kosť, vretenná kosť, zápästný kĺb)
