kodHDg;nazovHDg;kodMS;nazovMS
A791;Riketsiové kiahne zapríčinené Rickettsia akari;S71-08;Iné infekčné ochorenia
A798;Iná riketsióza, bližšie určená;S71-08;Iné infekčné ochorenia
A799;Riketsióza, bližšie neurčená;S71-08;Iné infekčné ochorenia
A800;Akútna paralytická poliomyelitída spojená s očkovaním;S73-32;Infekcia nervového systému
A801;Akútna paralytická poliomyelitída zapríčinená importovaným divým vírusom;S73-32;Infekcia nervového systému
A802;Akútna paralytická poliomyelitída zapríčinená domácim divým vírusom;S73-32;Infekcia nervového systému
A803;Iná akútna paralytická poliomyelitída, bližšie neurčená;S73-32;Infekcia nervového systému
A804;Akútna neparalytická poliomyelitída;S71-04;Raritné vírusové ochorenia
A809;Akútna poliomyelitída, bližšie neurčená;S73-32;Infekcia nervového systému
A810;Creutzfeldtova-Jakobova choroba;S73-33;Degeneratívne ochorenia nervového systému
A811;Subakútna sklerotizujúca panencefalitída;S73-33;Degeneratívne ochorenia nervového systému
A812;Progresívna multifokálna leukoencefalopatia;S73-33;Degeneratívne ochorenia nervového systému
A818;Iná pomalá vírusová infekcia centrálnej nervovej sústavy;S73-33;Degeneratívne ochorenia nervového systému
A819;Pomalá vírusová infekcia centrálnej nervovej sústavy, bližšie neurčená;S73-33;Degeneratívne ochorenia nervového systému
A820;Besnota, lesný typ;S73-32;Infekcia nervového systému
A821;Besnota, mestský typ;S73-32;Infekcia nervového systému
A829;Besnota, bližšie neurčená;S73-32;Infekcia nervového systému
A830;Japonská encefalitída;S73-32;Infekcia nervového systému
A831;Západná encefalitída koní;S73-32;Infekcia nervového systému
A832;Východná encefalitída koní;S73-32;Infekcia nervového systému
A833;Saintlouiská encefalitída;S73-32;Infekcia nervového systému
A834;Austrálska encefalitída;S73-32;Infekcia nervového systému
A835;Kalifornská encefalitída;S73-32;Infekcia nervového systému
A836;Encefalitída zapríčinená vírusom Rocio;S73-32;Infekcia nervového systému
A838;Iná vírusová encefalitída prenášaná komármi;S73-32;Infekcia nervového systému
A839;Vírusová encefalitída prenášaná komármi, bližšie neurčená;S73-32;Infekcia nervového systému
A840;Kliešťová encefalitída Ďalekého východu [ruská jarno-letná encefalitída];S73-32;Infekcia nervového systému
A841;Stredoeurópska kliešťová encefalitída;S73-32;Infekcia nervového systému
A848;Iná vírusová encefalitída prenášaná kliešťami;S73-32;Infekcia nervového systému
A849;Vírusová encefalitída prenášaná kliešťami, bližšie neurčená;S73-32;Infekcia nervového systému
A850;Enterovírusová encefalitída (G05.1*);S73-32;Infekcia nervového systému
A851;Adenovírusová encefalitída (G05.1*);S73-32;Infekcia nervového systému
A852;Vírusová encefalitída prenášaná článkonožcami, bližšie neurčená;S73-32;Infekcia nervového systému
A858;Iná vírusová encefalitída, bližšie určená;S73-32;Infekcia nervového systému
A86;Vírusová encefalitída, bližšie neurčená;S73-32;Infekcia nervového systému
A870;Enterovírusová meningitída (G02.0*);S73-32;Infekcia nervového systému
A871;Adenovírusová meningitída (G02.0*);S73-32;Infekcia nervového systému
A872;Lymfocytová choriomeningitída;S73-32;Infekcia nervového systému
A878;Iná vírusová meningitída;S73-32;Infekcia nervového systému
A879;Vírusová meningitída, bližšie neurčená;S73-32;Infekcia nervového systému
A880;Enterovírusová exantémová horúčka [Bostonský exantém];S73-32;Infekcia nervového systému
A881;Epidemické vertigo;S73-30;Vertigo
A888;Iná vírusová infekcia centrálnej nervovej sústavy, bližšie určená;S73-32;Infekcia nervového systému
A89;Vírusová infekcia centrálnej nervovej sústavy, bližšie neurčená;S73-32;Infekcia nervového systému
A90;Horúčka dengue [klasická dengue];S71-04;Raritné vírusové ochorenia
A91;Hemoragická horúčka dengue;S71-04;Raritné vírusové ochorenia
A920;Vírusová choroba Chikungunya;S71-04;Raritné vírusové ochorenia
A921;Horúčka O'nyong-nyong;S71-04;Raritné vírusové ochorenia
A922;Venezuelská horúčka koní;S73-32;Infekcia nervového systému
A923;Horúčka Západného Nílu;S71-04;Raritné vírusové ochorenia
A924;Horúčka Riftského údolia;S71-04;Raritné vírusové ochorenia
A928;Iná vírusová horúčka prenášaná komármi, bližšie určená;S71-04;Raritné vírusové ochorenia
A929;Vírusová horúčka prenášaná komármi, bližšie neurčená;S71-04;Raritné vírusové ochorenia
A930;Choroba zapríčinená vírusom Oropouche;S71-04;Raritné vírusové ochorenia
A931;Horúčka papatači (prenášaná piesočnými muchami) [sandfly fever];S71-04;Raritné vírusové ochorenia
A932;Koloradská kliešťová horúčka;S71-04;Raritné vírusové ochorenia
A938;Iná vírusová horúčka prenášaná článkonožcami, bližšie určená;S71-04;Raritné vírusové ochorenia
A94;Vírusová horúčka prenášaná článkonožcami, bližšie neurčená;S71-04;Raritné vírusové ochorenia
A950;Žltá zimnica, lesný typ;S71-04;Raritné vírusové ochorenia
A951;Žltá zimnica, mestský typ;S71-04;Raritné vírusové ochorenia
A959;Žltá zimnica, bližšie neurčená;S71-04;Raritné vírusové ochorenia
A960;Hemoragická horúčka zapríčinená vírusom Junin;S71-01;Vysokonákazlivé ochorenia BSL03-04
A961;Hemoragická horúčka zapríčinená vírusom Machupo;S71-01;Vysokonákazlivé ochorenia BSL03-04
A962;Horúčka Lassa;S71-01;Vysokonákazlivé ochorenia BSL03-04
A968;Iná arenavírusová hemoragická horúčka;S71-01;Vysokonákazlivé ochorenia BSL03-04
A969;Arenavírusová hemoragická horúčka, bližšie neurčená;S71-01;Vysokonákazlivé ochorenia BSL03-04
A980;Krymsko-konžská hemoragická horúčka;S71-04;Raritné vírusové ochorenia
A981;Omská hemoragická horúčka;S71-04;Raritné vírusové ochorenia
A982;Horúčka Kyasanurského lesa;S71-04;Raritné vírusové ochorenia
A983;Choroba zapríčinená vírusom Marburg;S71-01;Vysokonákazlivé ochorenia BSL03-04
A984;Choroba zapríčinená vírusom Ebola;S71-01;Vysokonákazlivé ochorenia BSL03-04
A985;Hemoragická horúčka s renálnym syndrómom;S68-32;Infekcie močových orgánov III
A988;Iná vírusová hemoragická horúčka, bližšie určená;S71-01;Vysokonákazlivé ochorenia BSL03-04
A99;Vírusová hemoragická horúčka, bližšie neurčená;S71-01;Vysokonákazlivé ochorenia BSL03-04
B000;Herpetický ekzém;S61-01;Závažné ochorenia kože
B001;Herpetická vezikulárna dermatitída;S61-02;Infekcia/zápal kože a podkožia
B002;Herpetická gingivostomatitída a tonzilofaryngitída;S54-06;Ochorenia zubov a dutiny ústnej
B003;Herpetická meningitída (G02.0*);S73-32;Infekcia nervového systému
B004;Herpetická encefalitída (G05.1*);S73-32;Infekcia nervového systému
B005;Očná infekcia herpetickým vírusom;S62-43;Infekcie a zápaly oka a očných adnexov
B007;Diseminovaná herpetická choroba;S71-07;Sepsa
B008;Iná forma herpetickej infekcie;S71-09;Iné vírusové ochorenia
B009;Herpetická infekcia, bližšie neurčená;S61-01;Závažné ochorenia kože
B010;Varicelová meningitída (G02.0*);S73-32;Infekcia nervového systému
B011;Varicelová encefalitída (G05.1*);S73-32;Infekcia nervového systému
B012;Varicelový zápal pľúc (J17.1*);S65-20;Iné infekcie a zápaly dýchacích orgánov II 
B018;Varicela s inými komplikáciami;S71-09;Iné vírusové ochorenia
B019;Varicela bez komplikácií;S71-09;Iné vírusové ochorenia
B020;Zosterová encefalitída (G05.1*);S73-32;Infekcia nervového systému
B021;Zosterová meningitída (G02.0*);S73-32;Infekcia nervového systému
B022;Zoster s postihnutím iných častí nervovej sústavy;S73-32;Infekcia nervového systému
B023;Zosterová choroba oka;S62-43;Infekcie a zápaly oka a očných adnexov
B027;Diseminovaný zoster;S71-09;Iné vírusové ochorenia
B028;Zoster s inými komplikáciami;S61-02;Infekcia/zápal kože a podkožia
B029;Zoster bez komplikácií;S61-02;Infekcia/zápal kože a podkožia
B03;Kiahne [Variola];S71-09;Iné vírusové ochorenia
B04;Opičie kiahne;S71-09;Iné vírusové ochorenia
B050;Osýpky komplikované encefalitídou (G05.1*);S73-32;Infekcia nervového systému
B051;Osýpky komplikované meningitídou (G05.1*);S73-32;Infekcia nervového systému
B052;Osýpky komplikované pneumóniou (J17.1*);S65-20;Iné infekcie a zápaly dýchacích orgánov II 
B053;Osýpky komplikované zápalom stredného ucha (H67.1*);S63-40;Zápal stredného ucha alebo infekcia horných dýchacích ciest
B054;Osýpky s črevnými komplikáciami;S71-09;Iné vírusové ochorenia
B058;Osýpky s inými komplikáciami;S71-09;Iné vírusové ochorenia
B059;Osýpky bez komplikácií;S71-09;Iné vírusové ochorenia
B060;Ružienka s nervovými komplikáciami;S73-32;Infekcia nervového systému
B068;Ružienka s inými komplikáciami;S71-09;Iné vírusové ochorenia
B069;Ružienka bez komplikácií;S71-09;Iné vírusové ochorenia
B07;Vírusové bradavice [Verrucae];S61-04;Iné ochorenia kože, podkožia a slizníc
B080;Iné ortopoxvírusové infekcie;S71-09;Iné vírusové ochorenia
B081;Kontagiózne bradavice [Molluscum contagiosum];S61-04;Iné ochorenia kože, podkožia a slizníc
B082;Exanthema subitum [Šiesta choroba];S71-09;Iné vírusové ochorenia
B083;Erythema infectiosum [Piata choroba];S71-09;Iné vírusové ochorenia
B084;Enterovírusová vezikulárna stomatitída s exantémom;S61-02;Infekcia/zápal kože a podkožia
B085;Enterovírusová vezikulárna faryngitída;S63-40;Zápal stredného ucha alebo infekcia horných dýchacích ciest
B088;Iná vírusová infekcia charakterizovaná postihnutím kože a slizníc, bližšie určená;S61-02;Infekcia/zápal kože a podkožia
B09;Vírusová infekcia charakterizovaná postihnutím kože a slizníc, bližšie neurčená;S61-02;Infekcia/zápal kože a podkožia
B150;Akútna hepatitída A s pečeňovou kómou;S66-11;Ochorenia pečene III
B159;Akútna hepatitída A bez pečeňovej kómy;S66-36;Ochorenia pečene II
B160;Akútna hepatitída B s Delta vírusom (koinfekcia), s pečeňovou kómou;S66-11;Ochorenia pečene III
B161;Akútna hepatitída B s Delta vírusom (koinfekcia), bez pečeňovej kómy;S66-11;Ochorenia pečene III
B162;Akútna hepatitída B bez Delta vírusu, s pečeňovou kómou;S66-11;Ochorenia pečene III
B169;Akútna hepatitída B bez Delta vírusu, bez pečeňovej kómy;S66-11;Ochorenia pečene III
B170;Akútna Delta-vírusová (super)infekcia nosiča vírusu hepatitídy B;S66-11;Ochorenia pečene III
B171;Akútna hepatitída C;S66-11;Ochorenia pečene III
B172;Akútna hepatitída E;S66-11;Ochorenia pečene III
B178;Iná akútna vírusová hepatitída, bližšie určená;S66-11;Ochorenia pečene III
B179;Akútna vírusová hepatitída, bližšie neurčená;S66-11;Ochorenia pečene III
B180;Chronická hepatitída B s Delta vírusom;S66-11;Ochorenia pečene III
B181;Chronická hepatitída B bez Delta vírusu;S66-11;Ochorenia pečene III
B182;Chronická hepatitída C;S66-11;Ochorenia pečene III
B188;Iná chronická vírusová hepatitída;S66-11;Ochorenia pečene III
B189;Chronická vírusová hepatitída, bližšie neurčená;S66-11;Ochorenia pečene III
B190;Vírusová hepatitída s pečeňovou kómou, bližšie neurčená;S66-11;Ochorenia pečene III
B199;Vírusová hepatitída bez pečeňovej kómy, bližšie neurčená;S66-11;Ochorenia pečene III
B200;Choroba HIV s následnými mykobakteriovými infekciami;S71-05;HIV choroba
B201;Choroba HIV s následnými inými bakteriovými infekciami;S71-05;HIV choroba
B202;Choroba HIV s následnou cytomegalovírusovou chorobou;S71-05;HIV choroba
B203;Choroba HIV s následnými inými vírusovými infekciami;S71-05;HIV choroba
B204;Choroba HIV s následnými kandidózami;S71-05;HIV choroba
B205;Choroba HIV s následnými inými mykózami;S71-05;HIV choroba
B206;Choroba HIV s následnou pneumocystovou pneumóniou;S71-05;HIV choroba
B207;Choroba HIV s následnými viacpočetnými infekciami;S71-05;HIV choroba
B208;Choroba HIV s následnými inými infekčnými a parazitovými chorobami bližšie určenými;S71-05;HIV choroba
B209;Choroba HIV s následnými infekčnými alebo parazitovými chorobami bližšie neurčenými;S71-05;HIV choroba
B210;Choroba HIV s následným Kaposiho sarkómom;S71-05;HIV choroba
B211;Choroba HIV s následným Burkittovým lymfómom;S71-05;HIV choroba
B212;Choroba HIV s následnými inými typmi nehodgkinovho lymfómu;S71-05;HIV choroba
B213;Choroba HIV s následnými inými zhubnými nádormi lymfatického krvotvorného a príbuzného tkaniva;S71-05;HIV choroba
B217;Choroba HIV s následnými viacpočetnými zhubnými nádormi;S71-05;HIV choroba
B218;Choroba HIV s následnými inými zhubnými nádormi;S71-05;HIV choroba
B219;Choroba HIV s následnými zhubných nádormi, bližšie neurčenými;S71-05;HIV choroba
B220;Choroba HIV s následnou encefalopatiou;S71-05;HIV choroba
B221;Choroba HIV s následnou lymfoidnou intersticiálnou pneumonitídou;S71-05;HIV choroba
B222;Choroba HIV s následným syndrómom celkového upadania;S71-05;HIV choroba
B227;Choroba HIV s následnými rozličnými chorobami zatriedenými inde;S71-05;HIV choroba
B231;Choroba HIV s následnou (pretrvávajúcou) generalizovanou lymfadenopatiou;S71-05;HIV choroba
B232;Choroba HIV s následnými hematologickými a imunologickými abnormalitami nezatriedenými inde;S71-05;HIV choroba
B238;Choroba HIV s inými následnými, bližšie určenými stavmi;S71-05;HIV choroba
B24;Choroba HIV, bližšie neurčená;S71-05;HIV choroba
B250;Cytomegalovírusová pneumónia (J17.1*);S65-20;Iné infekcie a zápaly dýchacích orgánov II 
B251;Cytomegalovírusová hepatitída (K77.0*);S71-09;Iné vírusové ochorenia
B252;Cytomegalovírusová pankreatitída (K87.1*);S71-09;Iné vírusové ochorenia
B2580;Cytomegalovírusová infekcia tráviacej trubice;S71-04;Raritné vírusové ochorenia
B2588;Iná cytomegalovírusová choroba;S71-09;Iné vírusové ochorenia
B259;Cytomegalovírusová choroba, bližšie neurčená;S71-09;Iné vírusové ochorenia
B260;Parotitická orchitída (N51.1*);S59-55;Iné ochorenia mužských pohlavných orgánov
B261;Parotitická meningitída (G02.0*);S73-32;Infekcia nervového systému
B262;Parotitická encefalitída (G05.1*);S73-32;Infekcia nervového systému
B263;Parotitická pankreatitída (K87.1*);S66-10;Ochorenia pankreasu III
B268;Parotitída s inými komplikáciami;S71-09;Iné vírusové ochorenia
B269;Parotitída bez komplikácií;S71-09;Iné vírusové ochorenia
B270;Mononukleóza zapríčinená gamma - Herpes vírusom;S71-09;Iné vírusové ochorenia
B271;Cytomegalovírusová mononukleóza;S71-09;Iné vírusové ochorenia
B278;Iná infekčná mononukleóza;S71-09;Iné vírusové ochorenia
B279;Infekčná mononukleóza, bližšie neurčená;S71-09;Iné vírusové ochorenia
B300;Keratokonjunktivitída zapríčinená adenovírusom (H19.2*);S62-43;Infekcie a zápaly oka a očných adnexov
B301;Konjunktivitída zapríčinená adenovírusom (H13.1*);S62-43;Infekcie a zápaly oka a očných adnexov
B302;Vírusová faryngokonjunktivitída (vírusová);S62-43;Infekcie a zápaly oka a očných adnexov
B303;Akútna epidemická hemoragická konjunktivitída (enterovírusová) (H13.1*);S62-43;Infekcie a zápaly oka a očných adnexov
B308;Iná vírusová konjunktivitída (H13.1*);S62-43;Infekcie a zápaly oka a očných adnexov
B309;Vírusová konjunktivitída, bližšie neurčená;S62-43;Infekcie a zápaly oka a očných adnexov
B330;Epidemická pleurodýnia;S65-20;Iné infekcie a zápaly dýchacích orgánov II 
B331;Choroba Ross River;S71-09;Iné vírusové ochorenia
B332;Vírusová karditída;S64-28;Iné ochorenia obehového systému
B333;Retrovírusová infekcia, nezatriedená inde;S71-09;Iné vírusové ochorenia
B334;Hantavírusový pulmonálny (kardiopulmonálny) syndróm (J17.1*);S71-01;Vysokonákazlivé ochorenia BSL03-04
B338;Iná vírusová choroba, bližšie určená;S71-09;Iné vírusové ochorenia
B340;Adenovírusová infekcia bez bližšieho určenia miesta;S71-09;Iné vírusové ochorenia
B341;Enterovírusová infekcia bez bližšieho určenia miesta;S71-09;Iné vírusové ochorenia
B342;Koronavírusová infekcia bez bližšieho určenia miesta;S71-09;Iné vírusové ochorenia
B343;Parvovírusová infekcia bez bližšieho určenia miesta;S71-09;Iné vírusové ochorenia
B344;Papovavírusová infekcia bez bližšieho určenia miesta;S71-09;Iné vírusové ochorenia
B348;Iná vírusová infekcia bez bližšieho určenia miesta;S71-09;Iné vírusové ochorenia
B349;Bližšie neurčená vírusová infekcia, bez bližšieho určenia miesta;S71-09;Iné vírusové ochorenia
B350;Tinea barbae a tinea capitis;S61-04;Iné ochorenia kože, podkožia a slizníc
B351;Tinea unguium;S61-04;Iné ochorenia kože, podkožia a slizníc
B352;Tinea manuum;S61-04;Iné ochorenia kože, podkožia a slizníc
B353;Tinea pedis;S61-04;Iné ochorenia kože, podkožia a slizníc
B354;Tinea corporis;S61-04;Iné ochorenia kože, podkožia a slizníc
B355;Tinea imbricata;S61-04;Iné ochorenia kože, podkožia a slizníc
B356;Tinea cruris;S61-04;Iné ochorenia kože, podkožia a slizníc
B358;Iná dermatofytóza;S61-04;Iné ochorenia kože, podkožia a slizníc
