kodHVyk;nazovHVyk;kodMS;nazovMS;Dgs
5o1175;Nefrektómia s ureterektómiou, roboticky;S44-37;Nefrektómia - onko;C64, C65, C74, C791, 
5o117x;Nefrektómia s ureterektómiou, ostatné;S44-37;Nefrektómia - onko;C64, C65, C74, C791, 
5o11x1;Iná nefrektómia, laparotomicky;S44-37;Nefrektómia - onko;C64, C65, C74, C791, 
5o11x2;Iná nefrektómia, lumbotomicky;S44-37;Nefrektómia - onko;C64, C65, C74, C791, 
5o11x3;Iná nefrektómia, torakoabdominálne;S44-37;Nefrektómia - onko;C64, C65, C74, C791, 
5o11x4;Iná nefrektómia, laparoskopicky;S44-37;Nefrektómia - onko;C64, C65, C74, C791, 
5o11x5;Iná nefrektómia, roboticky;S44-37;Nefrektómia - onko;C64, C65, C74, C791, 
5o11xx;Iná nefrektómia, ostatné;S44-37;Nefrektómia - onko;C64, C65, C74, C791, 
5o1201;Parciálna resekcia obličky, laparotomicky;S44-37;Nefrektómia - onko;C64, C65, D300-1
5o1202;Parciálna resekcia obličky, lumbotomicky;S44-37;Nefrektómia - onko;C64, C65, D300-1
5o1204;Parciálna resekcia obličky, laparoskopicky;S44-37;Nefrektómia - onko;C64, C65, D300-1
5o1205;Parciálna resekcia obličky, roboticky;S44-37;Nefrektómia - onko;C64, C65, D300-1
5o120x;Parciálna resekcia obličky, ostatné;S44-37;Nefrektómia - onko;C64, C65, D300-1
5o1211;Parciálna resekcia obličky s ureterektómiou, laparotomicky;S44-37;Nefrektómia - onko;C64, C65, D300-1
5o1212;Parciálna resekcia obličky s ureterektómiou, lumbotomicky;S44-37;Nefrektómia - onko;C64, C65, D300-1
5o1214;Parciálna resekcia obličky s ureterektómiou, laparoskopicky;S44-37;Nefrektómia - onko;C64, C65, D300-1
5o1215;Parciálna resekcia obličky s ureterektómiou, roboticky;S44-37;Nefrektómia - onko;C64, C65, D300-1
5o121x;Parciálna resekcia obličky s ureterektómiou, ostatné;S44-37;Nefrektómia - onko;C64, C65, D300-1
5o1221;Parciálna resekcia obličky s chladiacou perfúziou, laparotomicky;S44-37;Nefrektómia - onko;C64, C65, D300-1
5o1222;Parciálna resekcia obličky s chladiacou perfúziou, lumbotomicky;S44-37;Nefrektómia - onko;C64, C65, D300-1
5o1224;Parciálna resekcia obličky s chladiacou perfúziou, laparoskopicky;S44-37;Nefrektómia - onko;C64, C65, D300-1
5o122x;Parciálna resekcia obličky s chladiacou perfúziou, ostatné;S44-37;Nefrektómia - onko;C64, C65, D300-1
5o12x1;Iná parciálna resekcia obličky, laparotomicky;S44-37;Nefrektómia - onko;C64, C65, D300-1
5o12x2;Iná parciálna resekcia obličky, lumbotomicky;S44-37;Nefrektómia - onko;C64, C65, D300-1
5o12x4;Iná parciálna resekcia obličky, laparoskopicky;S44-37;Nefrektómia - onko;C64, C65, D300-1
5o12x5;Iná parciálna resekcia obličky, roboticky;S44-37;Nefrektómia - onko;C64, C65, D300-1
5o12xx;Iná parciálna resekcia obličky, ostatné;S44-37;Nefrektómia - onko;C64, C65, D300-1
5o1311;Nefrostómia laparotomicky;S44-49;Ostatné komplexné výkony na obličke - onko;D304, D302, D302, D301, D300, C66, C67, C67, C20, C187,, C19, C48, C493-4, 
5o1621;Excízia chorého tkaniva obličky, laparotomicky;S44-49;Ostatné komplexné výkony na obličke - onko;C64, C65, D300-1
5o1624;Excízia chorého tkaniva obličky, laparoskopicky;S44-49;Ostatné komplexné výkony na obličke - onko;C64, C65, D300-1
5o1631;Deštrukcia chorého tkaniva obličky, laparotomicky;S44-49;Ostatné komplexné výkony na obličke - onko;C64, C65, D300-1
5o1634;Deštrukcia chorého tkaniva obličky, laparoskopicky;S44-49;Ostatné komplexné výkony na obličke - onko;C64, C65, D300-1
5o16x;Excízia a deštrukcia chorého tkaniva obličky, ostatné;S44-49;Ostatné komplexné výkony na obličke - onko;C64, C65, D300-1
5o190;Operácie na obličkových cievach;S44-49;Ostatné komplexné výkony na obličke - onko;C250-2, C64, C65, C74, 
5o1911;Obnaženie obličky, laparotomicky;S44-49;Ostatné komplexné výkony na obličke - onko;C250-2, C74, 
5o1914;Obnaženie obličky, laparoskopicky;S44-49;Ostatné komplexné výkony na obličke - onko;C252, C74, 
5o191x;Obnaženie obličky, ostatné;S44-49;Ostatné komplexné výkony na obličke - onko;C252, C74, 
5o1921;Dekapsulácia obličky, laparotomicky;S44-49;Ostatné komplexné výkony na obličke - onko;C252, C74, 
5o1922;Dekapsulácia obličky, lumbotomicky;S44-49;Ostatné komplexné výkony na obličke - onko;C252, C74, 
5o1924;Dekapsulácia obličky, laparoskopicky;S44-49;Ostatné komplexné výkony na obličke - onko;C252, C74, 
5o192x;Dekapsulácia obličky, ostatné;S44-49;Ostatné komplexné výkony na obličke - onko;C252, C74, 
5o1941;Operačná revízia obličky, laparotomicky;S44-49;Ostatné komplexné výkony na obličke - onko;D304, D302, D302, D301, D300, C66, C67, C67, 
5o1942;Operačná revízia obličky, lumbotomicky;S44-49;Ostatné komplexné výkony na obličke - onko;D304, D302, D302, D301, D300, C66, C67, C67, 
5o1943;Operačná revízia obličky, torakoabdominálne;S44-49;Ostatné komplexné výkony na obličke - onko;D304, D302, D302, D301, D300, C66, C67, C67, 
5o1944;Operačná revízia obličky, laparoskopicky;S44-49;Ostatné komplexné výkony na obličke - onko;D304, D302, D302, D301, D300, C66, C67, C67, 
5o194x;Operačná revízia obličky, ostatné;S44-49;Ostatné komplexné výkony na obličke - onko;D304, D302, D302, D301, D300, C66, C67, C67, 
5o19x1;Iné operácie na obličke, laparotomicky;S44-49;Ostatné komplexné výkony na obličke - onko;D304, D302, D302, D301, D300, C66, C67, C67, 
5o19x2;Iné operácie na obličke, lumbotomicky;S44-49;Ostatné komplexné výkony na obličke - onko;D304, D302, D302, D301, D300, C66, C67, C67, 
5o19x3;Iné operácie na obličke, torakoabdominálne;S44-49;Ostatné komplexné výkony na obličke - onko;D304, D302, D302, D301, D300, C66, C67, C67, 
5o19x4;Iné operácie na obličke, laparoskopicky;S44-49;Ostatné komplexné výkony na obličke - onko;D304, D302, D302, D301, D300, C66, C67, C67, 
5o19xx;Iné operácie na obličke, ostatné;S44-49;Ostatné komplexné výkony na obličke - onko;D304, D302, D302, D301, D300, C66, C67, C67, 
5o2000;Sutúra močovodu po poranení, otvorene chirurgicky;S44-04;Komplexné výkony na močovode - onko;C18, C19, C678, C48, C494-5
5o2004;Sutúra močovodu po poranení, laparoskopicky;S44-04;Komplexné výkony na močovode - onko;C18, C19, C678, C48, C494-5
5o200x;Sutúra močovodu po poranení, ostatné;S44-04;Komplexné výkony na močovode - onko;C18, C19, C678, C48, C494-5
5o2010;Reanastomóza močovodu, otvorene chirurgicky;S44-04;Komplexné výkony na močovode - onko;C18, C19, C678, C48, C494-5, C66, 
5o2014;Reanastomóza močovodu, laparoskopicky;S44-04;Komplexné výkony na močovode - onko;C18, C19, C678, C48, C494-5, C66, 
5o201x;Reanastomóza močovodu, ostatné;S44-04;Komplexné výkony na močovode - onko;C18, C19, C678, C48, C494-5, C66, 
5o2020;Uzavretie ureterokutánnej fistuly, otvorene chirurgicky;S44-04;Komplexné výkony na močovode - onko;C18, C19, C678, C48, C494-5, C66, 
5o2024;Uzavretie ureterokutánnej fistuly, laparoskopicky;S44-04;Komplexné výkony na močovode - onko;C18, C19, C678, C48, C494-5, C66, 
5o202x;Uzavretie ureterokutánnej fistuly, ostatné;S44-04;Komplexné výkony na močovode - onko;C18, C19, C678, C48, C494-5, C66, 
5o2030;Uzavretie ureteroenterálnej fistuly, otvorene chirurgicky;S44-04;Komplexné výkony na močovode - onko;C18, C19, C678, C48, C494-5, C66, 
5o2034;Uzavretie ureteroenterálnej fistuly,  laparoskopicky;S44-04;Komplexné výkony na močovode - onko;C18, C19, C678, C48, C494-5, C66, 
5o203x;Uzavretie ureteroenterálnej fistuly,  ostatné;S44-04;Komplexné výkony na močovode - onko;C18, C19, C678, C48, C494-5, C66, 
5o2040;Ureterovezikoneoimplantácia s modelážou močovodu, otvorene chirurgicky;S44-04;Komplexné výkony na močovode - onko;C18, C19, C678, C48, C494-5, C66, C791, C678
5o2044;Ureterovezikoneoimplantácia s modelážou močovodu, laparoskopicky;S44-04;Komplexné výkony na močovode - onko;C18, C19, C678, C48, C494-5, C66, C791, C678
5o204x;Ureterovezikoneoimplantácia s modelážou močovodu, ostatné;S44-04;Komplexné výkony na močovode - onko;C18, C19, C678, C48, C494-5, C66, C791, C678
5o2050;Protirefluxová plastika močovodu, otvorene chirurgicky;S44-04;Komplexné výkony na močovode - onko;C18, C19, C678, C48, C494-5, C66, C791, C678
5o2054;Protirefluxová plastika močovodu, laparoskopicky;S44-04;Komplexné výkony na močovode - onko;C18, C19, C678, C48, C494-5, C66, C791, C678
5o205x;Protirefluxová plastika močovodu, ostatné;S44-04;Komplexné výkony na močovode - onko;C18, C19, C678, C48, C494-5, C66, C791, C678
5o2060;Trans-ureteroureterostómia, otvorene chirurgicky;S44-04;Komplexné výkony na močovode - onko;C18, C19, C678, C48, C494-5, C66, C791, C678
5o2064;Trans-ureteroureterostómia, laparoskopicky;S44-04;Komplexné výkony na močovode - onko;C18, C19, C678, C48, C494-5, C66, C791, C678
5o206x;Trans-ureteroureterostómia, ostatné;S44-04;Komplexné výkony na močovode - onko;C18, C19, C678, C48, C494-5, C66, C791, C678
5o2070;Čiastočná náhrada močovodu, otvorene chirurgicky;S44-04;Komplexné výkony na močovode - onko;C18, C19, C678, C48, C494-5, C66, C791, C678
5o2074;Čiastočná náhrada močovodu, laparoskopicky;S44-04;Komplexné výkony na močovode - onko;C18, C19, C678, C48, C494-5, C66, C791, C678
5o207x;Čiastočná náhrada močovodu, ostatné;S44-04;Komplexné výkony na močovode - onko;C18, C19, C678, C48, C494-5, C66, C791, C678
5o208;Náhrada časti močovodu lalokom z močového mechúra;S44-04;Komplexné výkony na močovode - onko;C18, C19, C678, C48, C494-5, C66, C791, C678
5o2090;Totálna náhrada močovodu, otvorene chirurgicky;S44-04;Komplexné výkony na močovode - onko;C18, C19, C678, C48, C494-5, C66, C791, C678
5o2094;Totálna náhrada močovodu, laparoskopicky;S44-04;Komplexné výkony na močovode - onko;C18, C19, C678, C48, C494-5, C66, C791, C678
5o209x;Totálna náhrada močovodu, ostatné;S44-04;Komplexné výkony na močovode - onko;C18, C19, C678, C48, C494-5, C66, C791, C678
5o20a0;Ureterovezikoneoimplantácia vrátane antirefluxnej plastiky močovodu, otvorene chirurgicky;S44-04;Komplexné výkony na močovode - onko;C18, C19, C678, C48, C494-5, C66, C791, C678, C538, C54
5o20a4;Ureterovezikoneoimplantácia vrátane antirefluxnej plastiky močovodu, laparoskopicky;S44-04;Komplexné výkony na močovode - onko;C18, C19, C678, C48, C494-5, C66, C791, C678, C538, C54
5o20ax;Ureterovezikoneoimplantácia vrátane antirefluxnej plastiky močovodu, ostatné;S44-04;Komplexné výkony na močovode - onko;C18, C19, C678, C48, C494-5, C66, C791, C678, C538, C54
5o20b0;Ureterovezikoneoimplantácia pri zdvojenom močovode vrátane antirefluxnej plastiky močovodu, otvorene chirurgicky;S44-04;Komplexné výkony na močovode - onko;C18, C19, C678, C48, C494-5, C66, C791, C678, C538, C54
5o20b4;Ureterovezikoneoimplantácia pri zdvojenom močovode vrátane antirefluxnej plastiky močovodu, laparoskopicky;S44-04;Komplexné výkony na močovode - onko;C18, C19, C678, C48, C494-5, C66, C791, C678, C538, C54
5o20bx;Ureterovezikoneoimplantácia pri zdvojenom močovode vrátane antirefluxnej plastiky močovodu, ostatné;S44-04;Komplexné výkony na močovode - onko;C18, C19, C678, C48, C494-5, C66, C791, C678, C538, C54
5o20c0;Transpozícia vlastného močovodu na transplantovanú obličku, otvorene chirurgicky;S44-04;Komplexné výkony na močovode - onko;C18, C19, C678, C48, C494-5, C66, C791, C678, C538, C54
5o20d0;Totálna alebo čiastočná náhrada močovodu s použitím črevného segmentu, otvorene chirurgicky;S44-04;Komplexné výkony na močovode - onko;C18, C19, C678, C48, C494-5, C66, C791, C678, C538, C54
5o20d4;Totálna alebo čiastočná náhrada močovodu s použitím črevného segmentu, laparoskopicky;S44-04;Komplexné výkony na močovode - onko;C18, C19, C678, C48, C494-5, C66, C791, C678, C538, C54
5o20dx;Totálna alebo čiastočná náhrada močovodu s použitím črevného segmentu, ostatné;S44-04;Komplexné výkony na močovode - onko;C18, C19, C678, C48, C494-5, C66, C791, C678, C538, C54
5o20x0;Iná rekonštrukcia močovodu, otvorene chirurgicky;S44-04;Komplexné výkony na močovode - onko;C18, C19, C678, C48, C494-5, C66, C791, C678, C538, C54
5o20x4;Iná rekonštrukcia močovodu, laparoskopicky;S44-04;Komplexné výkony na močovode - onko;C18, C19, C678, C48, C494-5, C66, C791, C678, C538, C54
5o20xx;Iná rekonštrukcia močovodu, ostatné;S44-04;Komplexné výkony na močovode - onko;C18, C19, C678, C48, C494-5, C66, C791, C678, C538, C54
5o2100;Vytvorenie ileálneho rezervoáru, otvorene chirurgicky;S44-04;Komplexné výkony na močovode - onko;C18, C19, C678, C48, C494-5, C66, C791, C678, C538, C54
5o2104;Vytvorenie ileálneho rezervoáru, laparoskopicky;S44-04;Komplexné výkony na močovode - onko;C18, C19, C678, C48, C494-5, C66, C791, C678, C538, C54
5o210x;Vytvorenie ileálneho rezervoáru, ostatné;S44-04;Komplexné výkony na močovode - onko;C18, C19, C678, C48, C494-5, C66, C791, C678, C538, C54
5o2110;Vytvorenie ileocekálneho rezervoáru, otvorene chirurgicky;S44-04;Komplexné výkony na močovode - onko;C18, C19, C678, C48, C494-5, C66, C791, C678, C538, C54
5o2114;Vytvorenie ileocekálneho rezervoáru, laparoskopicky;S44-04;Komplexné výkony na močovode - onko;C18, C19, C678, C48, C494-5, C66, C791, C678, C538, C54
5o211x;Vytvorenie ileocekálneho rezervoáru, ostatné;S44-04;Komplexné výkony na močovode - onko;C18, C19, C678, C48, C494-5, C66, C791, C678, C538, C54
5o2120;Vytvorenie rezervoáru z hrubého čreva, otvorene chirurgicky;S44-04;Komplexné výkony na močovode - onko;C18, C19, C678, C48, C494-5, C66, C791, C678, C538, C54
5o2124;Vytvorenie rezervoáru z hrubého čreva, laparoskopicky;S44-04;Komplexné výkony na močovode - onko;C18, C19, C678, C48, C494-5, C66, C791, C678, C538, C54
5o212x;Vytvorenie rezervoáru z hrubého čreva, ostatné;S44-04;Komplexné výkony na močovode - onko;C18, C19, C678, C48, C494-5, C66, C791, C678, C538, C54
5o2170;Konverzia inej supravezikálnej derivácie moču na deriváciu s vytvorením črevného rezervoáru, otvorene chirurgicky;S44-04;Komplexné výkony na močovode - onko;C18, C19, C678, C48, C494-5, C66, C791, C678, C538, C54
5o2174;Konverzia inej supravezikálnej derivácie moču na deriváciu s vytvorením črevného rezervoáru, laparoskopicky;S44-04;Komplexné výkony na močovode - onko;C18, C19, C678, C48, C494-5, C66, C791, C678, C538, C54
5o217x;Konverzia inej supravezikálnej derivácie moču na deriváciu s vytvorením črevného rezervoáru, ostatné;S44-04;Komplexné výkony na močovode - onko;C18, C19, C678, C48, C494-5, C66, C791, C678, C538, C54
5o21a0;Revízia ureteroenterálnej anastomózy kontinentného črevného rezervoáru s vyústením na kožu, otvorene chirurgicky;S44-04;Komplexné výkony na močovode - onko;C18, C19, C678, C48, C494-5, C66, C791, C678, C538, C54
5o21a4;Revízia ureteroenterálnej anastomózy kontinentného črevného rezervoáru s vyústením na kožu, laparoskopicky;S44-04;Komplexné výkony na močovode - onko;C18, C19, C678, C48, C494-5, C66, C791, C678, C538, C54
5o21ax;Revízia ureteroenterálnej anastomózy kontinentného črevného rezervoáru s vyústením na kožu, ostatné;S44-04;Komplexné výkony na močovode - onko;C18, C19, C678, C48, C494-5, C66, C791, C678, C538, C54
5o21c0;Kontinentná derivácia moču prostredníctvom detubulizovaného segmentu tenkého čreva, otvorene chirurgicky;S44-04;Komplexné výkony na močovode - onko;C18, C19, C678, C48, C494-5, C66, C791, C678, C538, C54
5o21c4;Kontinentná derivácia moču prostredníctvom detubulizovaného segmentu tenkého čreva, laparoskopicky;S44-04;Komplexné výkony na močovode - onko;C18, C19, C678, C48, C494-5, C66, C791, C678, C538, C54
5o21cx;Kontinentná derivácia moču prostredníctvom detubulizovaného segmentu tenkého čreva, ostatné;S44-04;Komplexné výkony na močovode - onko;C18, C19, C678, C48, C494-5, C66, C791, C678, C538, C54
5o21x0;Kontinentný črevný rezervoár s vyústením na kožu [kontinentná stómia], iné otvorene chirurgicky;S44-04;Komplexné výkony na močovode - onko;C18, C19, C678, C48, C494-5, C66, C791, C678, C538, C54
5o21x4;Kontinentný črevný rezervoár s vyústením na kožu [kontinentná stómia], iné laparoskopicky;S44-04;Komplexné výkony na močovode - onko;C18, C19, C678, C48, C494-5, C66, C791, C678, C538, C54
5o21xx;Kontinentný črevný rezervoár s vyústením na kožu [kontinentná stómia], iné ostatné;S44-04;Komplexné výkony na močovode - onko;C18, C19, C678, C48, C494-5, C66, C791, C678, C538, C54
5o2200;Inkontinentná ureteroileokutaneostómia [ileálny konduit], otvorene chirurgicky;S44-04;Komplexné výkony na močovode - onko;C18, C19, C678, C48, C494-5, C66, C791, C678, C538, C54
5o2204;Inkontinentná ureteroileokutaneostómia [ileálny konduit], laparoskopicky;S44-04;Komplexné výkony na močovode - onko;C18, C19, C678, C48, C494-5, C66, C791, C678, C538, C54
5o220x;Inkontinentná ureteroileokutaneostómia [ileálny konduit], ostatné;S44-04;Komplexné výkony na močovode - onko;C18, C19, C678, C48, C494-5, C66, C791, C678, C538, C54
