kod_vykonu;nazov_vykonu
5a1989;Trepanopunkcia mozgovej cysty alebo abscesu supratentoriálne, viac ložísk
5a1991;Trepanopunkcia mozgovej cysty alebo abscesu infratentoriálne, jedno ložisko
5a1999;Trepanopunkcia mozgovej cysty alebo abscesu infratentoriálne, viac ložísk
5a19a7;Rekonštrukčné operácie n.VII. intrakraniálne sutúrou
5a19ab;Rekonštrukčné operácie n. XI. intrakraniálne sutúrou
5a19ac;Rekonštrukčné operácie n. XII. intrakraniálne sutúrou
5a19b7;Rekonštrukčné operácie n. VII. intrakraniálne štepom
5a19bb;Rekonštrukčné operácie n. XI. intrakraniálne štepom
5a19bc;Rekonštrukčné operácie  n. XII. intrakraniálne štepom
5a19c81;Exstirpácia neurinómu n. VIII. cez labyrint
5a19c82;Exstirpácia neurinómu n. VIII. retrosigmoidálne
5a19e;Disekcia n. VIII. cez strednú jamu
5a19f8;Exstirpácia neurinómu n. VIII. strednou jamou
5a19g;Disekcia n. VIII. s labyrintektómiou
5a19h;Perkutánny výkon na Gasserskom gangliu alebo koreňoch n. V.
5a19k0;Kraniektómia pri kraniostenóze, sagitálny šev
5a19k1;Kraniektómia pri kraniostenóze, koronárny šev
5a19k2;Kraniektómia pri kraniostenóze, metopický šev
5a19k3;Kraniektómia pri kraniostenóze, kombinácia viacerých švov
5a19m4;Rekraniotómia pre hematóm
5a19m5;Rekraniotómia pre infekciu
5a19m6;Rekraniotómia pre hygróm
5a19n7;Neuroendoskopická extrakcia cudzieho telesa z mozgovej komory, ako súčasti ventilu
5a19n8;Neuroendoskopická extrakcia cudzieho telesa z mozgovej komory, iné cudzie telesá
5a19o1;Exstirpácia mozgovej cysty, mikroskopicky
5a19o3;Exstirpácia mozgovej cysty, endoskopicky
5a19p1;Fenestrácia mozgovej cysty, mikroskopicky
5a19p3;Fenestrácia mozgovej cysty, endoskopicky
5a19r1;Intrakraniálna drenáž mozgovej cysty, mikroskopicky
5a19r3;Intrakraniálna drenáž mozgovej cysty, endoskopicky
5a19s;Operácie mozgu pri epilepsii
5a19t;Stereotaktická implantácia rádioaktívneho izotopu
5a200;Ventrikulárna punkcia s meraním intraventrikulárneho tlaku
5a202;Extra - intrakraniálna tepenná anastomóza
5a203;Implantácia antisyfonu
5a2040;Ventrikuloperitoneálna drenáž, programovateľný shunt bez protisifonovej jednotky
5a2041;Ventrikuloperitoneálna drenáž, programovateľný shunt s protisifonovou jednotkou
5a2042;Ventrikuloperitoneálna drenáž, neprogramovateľný shunt bez protisifonovej jednotky
5a2043;Ventrikuloperitoneálna drenáž neprogramovateľný shunt s protisifonovou jednotkou
5a2044;Ventrikuloatriálna drenáž programovateľného shuntu bez protisifonovej jednotky
5a2045;Ventrikuloatriálna drenáž programovateľný shunt s protisifonovou jednotkou
5a2046;Ventrikuloatriálna drenáž neprogramovateľného shuntu bez protisifonovej jednotky
5a2047;Ventrikuloatriálna drenáž neprogramovateľný shunt s protisifonovou jednotkou
5a2050;Zavedenie V-P shuntu
5a2051;Zavedenie V-A shuntu
5a206;Zavedenie dočasného intraluminálneho shuntu
5a208;Implantácia kmeňová
5a2090;Pripojenie vonkajšieho testovacieho prístroja pri kortikálnej mozgovej stimulácii v liečbe chronicky neutíšiteľných bolestí
5a2091;Definitívna implantácia neurostimulačného zariadenia (systému) do podkožia pri kortikálnej mozgovej stimulácii
5a20a;Endoskopická ventrikulostómia III
5a20b0;Implantácia ventrikulárnej komôrky, frontálne
5a20b1;Implantácia ventrikulárnej komôrky, okcipitálne
5a20b2;Implantácia ventrikulárnej komôrky, temporálne
5a20b3;Implantácia ventrikulárnej komôrky, zavedenie Ommayovho rezervoáru
5a20c;Revízna operácia bázy lebky pre likvoreu
5a20d;Ventrikulo - cisternoanastomóza podľa Torkildsena
5a20e0;Primárna exstirpácia kavernóznej malformácie mozgu supratentoriálne s neuronavigáciou
5a20e1;Primárna exstirpácia kavernóznej malformácie mozgu supratentoriálne bez neuronavigácie
5a20e2;Primárna exstirpácia kavernóznej malformácie mozgu infratentoriálne s neuronavigáciou
5a20e3;Primárna exstirpácia kavernóznej malformácie mozgu infratentoriálne bez neuronavigácie
5a20e4;Primárna exstirpácia kavernóznej malformácie v oblasti mozgového kmeňa s neuronavigáciou
5a20e5;Primárna exstirpácia kavernóznej malformácie v oblasti mozgového kmeňa bez neuronavigácie
5a20e6;Exstirpácia kavernóznej malformácie mozgu pri recidíve supratentoriálne s neuronavigáciou
5a20e7;Exstirpácia kavernóznej malformácie mozgu pri recidíve supratentoriálne bez neuronavigácie
5a20e8;Exstirpácia kavernóznej malformácie mozgu pri recidíve infratentoriálne s neuronavigáciou
5a20e9;Exstirpácia kavernóznej malformácie mozgu pri recidíve infratentoriálne bez neuronavigácie
5a20ea;Exstirpácia kavernóznej malformácie v oblasti mozgového kmeňa pri recidíve  s neuronavigáciou
5a20eb;Exstirpácia kavernóznej malformácie v oblasti mozgového kmeňa pri recidíve bez neuronavigácie
5a20f0;Ošetrenie aneuryzmy mozgovej tepny s krvácaním, jeden klip
5a20f1;Ošetrenie aneuryzmy mozgovej tepny s krvácaním, viac klipov
5a20f2;Ošetrenie aneuryzmy mozgovej tepny bez krvácania, jeden klip
5a20f3;Ošetrenie aneuryzmy mozgovej tepny bez krvácania, viac klipov
5a20g4;Resekcia arteriovenóznej malformácie mozgu s krvácaním s použitím klipov
5a20g5;Resekcia arteriovenóznej malformácie mozgu s krvácaním bez použitia klipov
5a20g6;Resekcia arteriovenóznej malformácie mozgu bez krvácania bez použitia klipov
5a20g7;Resekcia arteriovenóznej malformácie mozgu bez krvácania s použitím klipov
5a20h0;Dekompresívna operácia v oblasti kraniocervikálneho prechodu pri Arnold Chiari malformácii s duroplastikou
5a20h1;Dekompresívna operácia v oblasti kraniocervikálneho prechodu pri Arnold Chiari malformácii s duroplastikou a použitím implantátu
5a20h2;Dekompresívna operácia v oblasti kraniocervikálneho prechodu, pri inej ako Arnold Chiari malformácii s duroplastikou
5a20h3;Dekompresívna operácia v oblasti kraniocervikálneho prechodu, pri inej ako Arnold Chiari malformácii s duroplastikou s použitím implantátu
5a20j0;Intrakraniálna rekonštrukčná operácia bez použitia biologického lepidla s použitím alotransplantátu
5a20j1;Intrakraniálna rekonštrukčná operácia bez použitia biologického lepidla s použitím autológneho transplantátu
5a20j2;Intrakraniálna rekonštrukčná operácia bez použitia biologického lepidla s použitím umelého implantátu
5a20k0;Intrakraniálna rekonštrukčná operácia s použitím biologického lepidla s použitím alotransplantátu
5a20k1;Intrakraniálna rekonštrukčná operácia s použitím biologického lepidla s použitím autológneho transplantátu
5a20k2;Intrakraniálna rekonštrukčná operácia s použitím biologického lepidla s použitím umelého implantátu
5a20m0;Uzáver tvrdej pleny mozgu a/alebo miechy bez použitia biologického lepidla s použitím alotransplantátu
5a20m1;Uzáver tvrdej pleny mozgu a/alebo miechy bez použitia biologického lepidla s použitím autológneho transplantátu
5a20m2;Uzáver tvrdej pleny mozgu a/alebo miechy bez použitia biologického lepidla s použitím umelého implantátu
5a20n0;Uzáver tvrdej pleny mozgu a/alebo miechy s použitím biologického lepidla s použitím alotransplantátu
5a20n1;Uzáver tvrdej pleny mozgu a/alebo miechy s použitím biologického lepidla s použitím autológneho transplantátu
5a20n2;Uzáver tvrdej pleny mozgu a/alebo miechy s použitím biologického lepidla s použitím umelého implantátu
5a20o;Chirurgické ošetrenie dury
5a20p;Intrakraniálna endarterektómia a. vertebralis alebo a. carotis alebo ich hlavných vetiev
5a20s;Extrakcia ventrikulárnej komôrky
5a20t;Výmena cerebrálneho katétra
5a20u;Výmena jednocestného likvorového ventilu
5a20v;Extrakcia likvorového shuntu
5a2100;Dekompresívna kraniektómia, odstránenie časti klenby lebky k dosiahnutiu dostatočnej dekompresie mozgového tkaniva s uložením kosti do kostnej banky
5a2101;Dekompresívna kraniektómia, odstránenie časti klenby lebky k dosiahnutiu dostatočnej dekompresie mozgového tkaniva s uložením kosti do brucha
5a2112;Elevácia impresívnej jednoduchej zlomeniny lebky v oblasti klenby s návrtom bez použitia kranioplastiky
5a2113;Elevácia impresívnej jednoduchej zlomeniny lebky v oblasti klenby s návrtom s použitím kranioplastiky
5a2114;Elevácia impresívnej jednoduchej zlomeniny lebky v oblasti spodiny s návrtom bez použitia kranioplastiky
5a2115;Elevácia impresívnej jednoduchej zlomeniny lebky v oblasti spodiny s návrtom s použitím kranioplastiky
5a2116;Elevácia impresívnej jednoduchej zlomeniny lebky v oblasti zadnej jamy s návrtom bez použitia kranioplastiky
5a2117;Elevácia impresívnej jednoduchej zlomeniny lebky v oblasti zadnej jamy s návrtom s použitím kranioplastiky
5a2122;Elevácia impresívnej komplikovanej zlomeniny lebky v oblasti klenby bez použitia kranioplastiky
5a2123;Elevácia impresívnej komplikovanej zlomeniny lebky v oblasti klenby s použitím kranioplastiky
5a2124;Elevácia impresívnej komplikovanej zlomeniny lebky v oblasti spodiny bez použitia kranioplastiky
5a2125;Elevácia impresívnej komplikovanej zlomeniny lebky v oblasti spodiny s použitím kranioplastiky
5a2126;Elevácia impresívnej komplikovanej zlomeniny lebky v oblasti zadnej jamy bez použitia kranioplastiky
5a2127;Elevácia impresívnej komplikovanej zlomeniny lebky v oblasti zadnej jamy s použitím kranioplastiky
5a213;Kraniektómia a rekonštrukcia lebky pri zložitých diskrániách
5a21410;Rekonštrukcia tvárového skeletu bez účasti lebky (od 3 regiónov) pomocou počítačom predpripraveného implantátu [CAD-implantát]
5a21411;Rekonštrukcia mozgovej časti lebky s účasťou orbity, temporálnych oblastí alebo frontálnych sínusov (do 2 regiónov) pomocou počítačom predpripraveného implantátu [CAD-implantát]
5a21412;Rekonštrukcia mozgovej časti lebky s účasťou viacerých oblastí tvárového skeletu (od 3 regiónov)  pomocou počítačom predpripraveného implantátu [CAD-implantát]
5a21420;Rekonštrukcia lebky bez účasti tvárového skeletu s aloplastickým materiálom, jednoduchý implantát
5a21421;Rekonštrukcia lebky bez účasti tvárového skeletu s aloplastickým materiálom pomocou počítačom predpripraveného implantátu [CAD-implantát]: jednoduchý defekt
5a21422;Rekonštrukcia lebky bez účasti tvárového skeletu s aloplastickým materiálom pomocou počítačom predpripraveného implantátu [CAD-implantát]: veľký alebo komplexný defekt
5a2148;Kranioplastika vlastnou kosťou
5a2149;Kranioplastika kostným cementom
5a214a;Kranioplastika biokeramikou
5a214b;Kranioplastika titanovou sieťkou
5a214c;Kranioplastika inými materiálmi
5a2152;Kraniotómia a elevácia impresívnej zlomeniny lebky v oblasti klenby bez použitia kranioplastiky
5a2153;Kraniotómia a elevácia impresívnej zlomeniny lebky v oblasti klenby s použitím kranioplastiky
5a2154;Kraniotómia a elevácia impresívnej zlomeniny lebky v oblasti spodiny bez použitia kranioplastiky
5a2155;Kraniotómia a elevácia impresívnej zlomeniny lebky v oblasti spodiny s použitím kranioplastiky
5a2156;Kraniotómia a elevácia impresívnej zlomeniny lebky v oblati zadnej jamy bez použitia kranioplastiky
5a2157;Kraniotómia a elevácia impresívnej zlomeniny lebky v oblati zadnej jamy s použitím kranioplastiky
5a2158a;Implantácia alebo výmena liekovej pumpy pre intraventrikulárnu infúziu pri funkčných operáciách lebky, mozgu a mozgových blán: plne implantovateľná lieková pumpa s konštantným prietokom
5a2158b;Implantácia alebo výmena liekovej pumpy pre intraventrikulárnu infúziu pri funkčných operáciách lebky, mozgu a mozgových blán: plne implantovateľná lieková pumpa s programovateľným variabilným denným profilom
5a2158x;Implantácia alebo výmena liekovej pumpy pre intraventrikulárnu infúziu pri funkčných operáciách lebky, mozgu a mozgových blán, iná
5a21591;Implantácia neurostimulátora pre hlbokú mozgovú stimuláciu s implantáciou neurostimulačných elektród: nedobíjateľný systém
5a21592;Implantácia neurostimulátora pre hlbokú mozgovú stimuláciu s implantáciou neurostimulačných elektród: dobíjateľný systém
5a215a1;Výmena neurostimulátora pre hlbokú mozgovú stimuláciu s výmenou alebo bez výmeny neurostimulačných elektród: nedobíjateľný systém
5a215a2;Výmena neurostimulátora pre hlbokú mozgovú stimuláciu s výmenou alebo bez výmeny neurostimulačnej elektródy: dobíjateľný systém
5a215b;Iné operácie lebky, mozgu a mozgových blán, implantácia alebo výmena neuroprotézy
5a300;Perkutánna chordotómia a traktotómia
5a301;Trigeminová miechová traktotómia
5a302;Iné protibolestivé operačné výkony na mieche
5a3040;Exstirpácia intramedulárneho nádoru miechy
5a3041;Exstirpácia extradurálneho nádoru miechy
5a3042;Exstirpácia subdurálnych lézií a nádorov miechy
5a3043;Exstirpácia epidurálnych lézií a nádorov miechy
5a307;Dekompresia intramedulárneho nádoru miechy
5a308;Evakuácia spontánneho hematómu miechového kanála
5a309;Evakuácia epidurálneho hematómu miechového kanála
5a30a;Predná alebo zadná rizotómia miechových koreňov alebo drez miechovej lézie pre bolesť
5a30b;Dorzálna rizotómia pre neurogénny močový mechúr
5a30c;Deliberácia miechy a miechových nervov
5a30d;Deliberácia miechy a miechových nervov endoskopicky
5a30e4;Deliberácia pripútanej miechy exstirpáciou lipómu z miešneho kónusu
5a30e5;Deliberácia pripútanej miechy uvoľnením jazvy jazvovitého tkaniva
5a30e6;Deliberácia pripútanej miechy znesením kostného výrastku
5a30e7;Deliberácia pripútanej miechy discíziou filum terminale
5a30f;Implantácia liekovej pumpy na intratekálnu aplikáciu liečiva do miechového kanála
5a30g;Excízia A-V malformácie miechy
5a30h;Mikrochirurgická exstirpácia cievnej malformácie miechy
5a30j;Použitie stabilizačného osteosyntetického materiálu po plastike defektu neurálnej rúry
5a30k;Syringomyélia s terminálnou ventrikulostómiou
5a30m;Operácia meningokély, meningomyelokély, lipomeningokély
5a30n;Uvoľnenie filum terminale
5a30o9;Plastika otvoreného defektu proximálnej neurálnej rúry
5a30ob;Plastika otvoreného defektu distálnej neurálnej rúry
5a30p8;Plastika krytého defektu proximálnej neurálnej rúry
5a30pa;Plastika krytého defektu distálnej neurálnej rúry
5a30r;Implantácia expanderu pred plastikou rozsiahleho defektu
5a31010;Implantácia liekovej pumpy na intratekálne a/alebo epidurálne podávanie liekov:lieková pumpa s konštantným prietokom
5a31011;Implantácia liekovej pumpy na intratekálne a/alebo epidurálne podávanie liekov: programovateľná lieková pumpa
5a3101x;Implantácia liekovej pumpy na intratekálne a/alebo epidurálne podávanie liekov, ostatné
5a3102;Vytvorenie podkožného rezervoára
5a3103;Revízia implantovaného intratekálneho a/alebo epidurálneho katétra
5a3104;Revízia implantovanej liekovej pumpy na intratekálne a/alebo epidurálne podávanie liekov
5a3105;Revízia implantovaného podkožného rezervoára
5a3107;Odstránenie implantovanej liekovej pumpy na intratekálne a epidurálne podávanie liekov
5a3108;Odstránenie implantovaného podkožného rezervoára
5a31100;Implantácia jednej dočasnej stimulačnej epidurálnej elektródy za účelom testovania
5a31101;Implantácia viacerých stimulačných epidurálnych elektród za účelom testovania
5a31102;Implantácia alebo výmena jednej perkutánnej epidurálnej elektródy na trvalú stimuláciu miechy
5a31103;Implantácia alebo výmena viacerých perkutánnych epidurálnych elektród na trvalú stimuláciu miechy
5a31104;Implantácia alebo výmena jednej chirurgickej epidurálnej elektródy na trvalú stimuláciu miechy
5a31105;Implantácia alebo výmena viacerých epidurálnych elektród na trvalú stimuláciu miechy
5a31106;Implantácia multifunkčnej elektródy do epidurálneho alebo subarachnoideálneho priestoru perkutánne, pulzné rádiofrekvenčné ošetrenie
5a3111;Implantácia alebo výmena subarachnoideálnej elektródy na stimuláciu predných koreňov miechy
5a31120;Odstránenie jednej perkutánnej stimulačnej epidurálnej elektródy
5a31121;Odstránenie viacerých perkutánnych stimulačných epidurálnych elektód 
5a31122;Odstránenie jednej chirurgickej stimulačnej epidurálnej elektródy
5a31123;Odstránenie viacerých chirurgických stimulačných epidurálnych elektród
5a31124;Odstránenie jednej stimulačnej subarachnoideálnej elektródy
5a31125;Odstránenie viacerých stimulačných subarachnoideálnych elektród
5a31131;Revízia jednej perkutánnej stimulačnej epidurálnej elektródy
5a31132;Revízia viacerých perkutánnych stimulačných epidurálnych elektód 
5a31133;Revízia jednej chirurgickej stimulačnej epidurálnej elektródy
5a31134;Revízia viacerých chirurgických stimulačných epidurálnych elektród
5a31135;Revízia jednej stimulačnej subarachnoideálnej elektródy
5a31136;Revízia viacerých stimulačných subarachnoideálnych elektród
5a31140;Implantácia alebo výmena neurostimulátora pre epidurálnu stimuláciu miechy s implantáciou alebo výmenou neurostimulačných elektród: jednokanálový plne implantovateľný systém bez dobíjania
