kod_diagnozy;nazov_diagnozy
P591;Syndróm hustej žlče
P592;Novorod.žltačka z iného a bliž.neurč.pošk.pečeňových buniek
P60;Diseminovaná intravaskulárna koagul.plodu a novorod.
P610;Prechodná novorodenecká trombocytopénia
P700;Syndróm dieťaťa matky s gestačným diabetes mellitus
P701;Syndróm dieťaťa matky s diabetes mellitus
P702;Diabetes mellitus u novorodenca
P721;Prechodná hypertyreóza u novorodenca
P77;Nekrotizujúca enterokolitída plodu a novorodenca
P780;Perinatálna perforácia čreva
P781;Iná novorodenecká peritonitída
P830;Sclerema neonatorum
P832;Hydrops plodu, nezapríčinený hemolytickou chorobou
P90;Kŕče [konvulzie] u novorodenca
P940;Prechodná myasthenia gravis u novorodenca
P942;Vrodená svalová hypotónia
P960;Vrodené zlyhávanie obličiek
P961;Abstin.synd.u novorod.matky užív.návyk.látky a drogy
P962;Abstin.synd.novorod.pri lieč.podávaní liečiv
Q000;Anencefália
Q001;Kraniorachischíza
Q002;Iniencefália
Q010;Čelová encefalokéla
Q011;Nosovočelová encefalokéla
Q012;Okcipitálna encefalokéla
Q018;Encefalokéla na inom mieste
Q019;Encefalokéla,bližšie neurčená
Q030;Chyby mozgového mokovodu
Q031;Atrézia pristredného a boč.otvoru štvrtej komory
Q038;Iný vrodený hydrocefalus
Q039;Vrodený hydrocefalus, bližšie neurčený
Q040;Vrodená chyba corpus callosum
Q041;Arinencefália
Q042;Holoprozencefália
Q043;Iná redukčná deformita mozgu
Q044;Septooptická dysplázia
Q045;Megalencefália
Q046;Vrodená cysta mozgu
Q048;Iná vrodená chyba mozgu,bližšie určená
Q050;Krčná spina bifida s hydrocefalom
Q051;Hrudníková spina bifida s hydrocefalom
Q052;Drieková spina bifida s hydrocefalom
Q053;Krížová spina bifida s hydrocefalom
Q054;Spina bifida s hydrocefalom,b.n.
Q055;Krčná spina bifida bez hydrocefalu
Q056;Hrudníková spina bifida bez hydrocefalu
Q057;Drieková spina bifida bez hydrocefalu
Q058;Krížová spina bifida bez hydrocefalu
Q059;Spina bifida (rázštep chrbtice),bližšie neurčená
Q060;Amyélia
Q061;Hypoplázia a dysplázia miechy
Q062;Diastematomyélia
Q063;Iná vrodená chyba konského chvosta (cauda equina)
Q064;Hydromyélia
Q068;Iná vrodená chyba miechy,bližšie určená
Q070;Arnoldov-Chiariho syndróm
Q150;Vrodený glaukóm
Q200;Spoločný tepnový kmeň [truncus arteriosus communis]
Q201;Dvojvýtoková pravá komora
Q202;Dvojvýtoková ľavá komora
Q203;Nezhodné [diskordantné] komorovotepnové spojenie
Q204;Dvojvtoková komora
Q205;Nezhodné (diskordantné) predsieňovokomorové spojenie
Q211;Defekt predsieňovej priehradky
Q212;Defekt predsieňovo-komorovej priehradky
Q213;Fallotova tetralógia
Q214;Defekt aortopulmonálneho septa
Q2180;Fallotova pentalógia
Q220;Atrézia pulmonálnej chlopne
Q221;Vrodené zúženie pulmonálnej chlopne
Q224;Vrodená trikuspidálna stenóza
Q225;Ebsteinova anomália
Q226;Hypoplastický pravokomorový syndróm
Q228;Iná vrodená chyba trikuspidálnej chlopne
Q229;Vrod.chyba trikuspidálnej chlopne,b.n.
Q230;Vrodená aortálna stenóza
Q231;Vrodená aortálna insuficiencia
Q232;Vrodená mitrálna stenóza
Q233;Vrodená mitrálna insuficiencia
Q234;Hypoplastický ľavokomorový syndróm
Q238;Iná vrodená chyba aortálnej a mitrálnej chlopne
Q239;Vrod.hyba aortálnej a mitrálnej chlopne,b.n.
Q242;Cor triatriatum (trojpredsieňové srdce)
Q243;Infundibulárna stenóza pľúcnice
Q244;Vrodená subaortálna stenóza
Q245;Chyba koronárnych ciev
Q246;Vrodená srdcová blokáda
Q248;Iná vrodená chyba srdca,bližšie určená
Q251;Koarktácia aorty
Q252;Atrézia aorty
Q253;Stenóza aorty
Q262;Kompletný anomálny návrat pľúcnych žíl
Q263;Čiastočný anomálny návrat pľúcnych žíl
Q2800;Vrod.artériovenózna aneuryzma precerebrálnych ciev
Q2801;Vrodená artériovenózna fistula precerebrálnych ciev
Q2808;Iná vrod.artériovenózna chyba precerebrálnych ciev
Q2809;Vrod.artériovenózna chyba precerebrálnych ciev,b.n.
Q2810;Vrodená aneuryzma precerebrálnch ciev
Q2811;Vrodená fistula precerebrálnych ciev
Q2818;Iná vrodená chyba precerebrálnych ciev
Q2819;Vrod.chyba precerebrálnych ciev,b.n.
Q2820;Vrodená artériovenózna aneuryzma cerebrálnych ciev
Q2821;Vrodená artériovenózna fistula cerebrálnych ciev
Q2828;Iná vrodená artériovenózna chyba cerebrálnych ciev
Q2829;Vrod.artériovenózna malformácia cerebrálnych ciev,b.n.
Q2830;Vrodená aneuryzma cerebrálnych ciev
Q2831;Vrodená fistula cerebrálnych ciev
Q2838;Iná vrodená chyba cerebrálnych ciev
Q2839;Vrodená chyba cerebrálnych ciev, bližšie neurčená
Q300;Atrézia choán
Q310;Diafragma hrtana
Q311;Vrodená subglotická stenóza
Q312;Hypoplázia hrtana
Q313;Laryngokéla
Q315;Vrodená laryngomalácia
Q318;Iná vrodená chyba hrtana
Q319;Vrodená chyba hrtana,bližšie neurčená
Q320;Vrodená tracheomalácia
Q321;Iná vrodená chyba priedušnice
Q322;Vrodená malácia priedušky
Q323;Vrodené zúženie priedušky
Q324;Iná vrodená chyba priedušiek
Q330;Vrodené cystické pľúca
Q332;Sekvestrácia pľúc
Q333;Nevyvinutie pľúc
Q334;Vrodené bronchiektázie
Q336;Hypoplázia a dysplázia pľúc
Q370;Rázštep tvrd.podnebia s obojstr.rázštep.pery
Q371;Rázštep tvrd.podnebia s jednostr.rázštep.pery
Q372;Rázštep mäkk.podnebia s obojstr.rázštep.pery
Q373;Rázštep mäkk.podnebia s jednostr.rázštep.pery
Q374;Rázštep tvrd.a mäk.podnebia s obojstr.rázštep.pery
Q375;Rázštep tvrd.a mäk.podnebia s jednostr.rázštep.pery
Q378;Rázštep podnebia s obojstr.rázštep.pery,b.n.
Q379;Rázštep podnebia s jednostr.rázštep.pery,b.n.
Q387;Vačok hltana (faryngový pouch)
Q390;Atrézia pažeráka bez fistuly
Q391;Atrézia pažeráka s fistulou medzi priedušn.a pažerákom
Q392;Vrod.fistula m.priedušn.a pažerákom bez atrézie
Q393;Vrodené zúženie (stenóza alebo striktúra) pažeráka
Q394;Pažeráková membrána
Q410;Vrodené chýbanie,atrézia a stenóza dvanástnika
Q411;Vrodené chýbanie,atrézia a stenóza jejúna
Q412;Vrodené chýbanie,atrézia a stenóza ilea
Q418;Vrod.chýbanie,atrézia a stenóza bliž.urč.častí ten.čreva
Q419;Vrod.chýbanie,atrézia a stenóza ten.čreva b.n.č.
Q420;Vrod.chýbanie,atrézia a stenóza konečníka s fistulou
Q421;Vrod.chýbanie,atrézia a stenóza konečníka bez fistuly
Q422;Vrod.chýbanie,atrézia a stenóza anusu s fistulou
Q423;Vrod.chýbanie,atrézia a stenóza anusu bez fistuly
Q428;Vrod.chýbanie,atrézia a stenóza č.hrub.čreva
Q429;Vrod.chýbanie,atrézia a stenóza bliž.neurč.č.hrub.čreva
Q430;Meckelov divertikul
Q431;Hirschprungova choroba
Q432;Iná vrodená porucha funkcie hrubého čreva
Q433;Vrodená chyba fixácie čriev
Q442;Atrézia žlčových ciest
Q443;Vrodené stenóza alebo striktúra žlčových ciest
Q446;Cystická choroba pečene
Q447;Iná vrodená chyba pečene
Q450;Agenéza,aplázia a hypoplázia podžalúdkovej žľazy
Q451;Prstencová podžalúdková žľaza[pancreas anulare]
Q452;Vrodená cysta podžalúdkovej žľazy
Q453;Iná vrodená chyba podžalúdkovej žľazy a jej vývodu
Q560;Hermafroditizmus,nezatriedený inde
Q561;Mužský pseudohermafroditizmus,nezatriedený inde
Q562;Ženský pseudohermafroditizmus,nezatriedený inde
Q563;Pseudohermafroditizmus,bližšie neurčený
Q564;Neurčité pohlavie,bližšie neurčené
Q600;Jednostranná agenéza obličky
Q601;Obojstranná agenéza obličky
Q602;Agenéza obličky,bližšie neurčená
Q603;Jednostranná hypoplázia obličky
Q604;Obojstranná hypoplázia obličky
Q605;Hypoplázia obličky,bližšie neurčená
Q606;Potterovej syndróm
Q611;Polycystické obličky,autozomálne recesívne
Q641;Exstrofia močového mechúra
Q642;Vrodená zadná chlopňa močovej rúry
Q643;Iná atrézia a stenóza močovej rúry a krčka moč.mech.
Q743;Arthrogryposis multiplex congenita
Q750;Kraniosynostóza
Q751;Kranofaciálna dyzostóza
Q752;Hypertelorizmus
Q753;Makrocefália
Q754;Mandibulofaciálna dyzostóza
Q755;Okulomandibulárna dyzostóza
Q758;Iná vrod.chyba kostí lebky a tvárových kostí,b.u.
Q759;Vrod.chyba kostí lebky a tvárových kostí,b.n.
Q761;Klippelov-Feilov syndróm
Q770;Achondrogenéza
Q771;Letálny nanizmus
Q772;Syndróm krátkeho rebra
Q773;Chondrodysplasia punctata
Q774;Achondroplázia
Q775;Diastrofická dysplázia
Q776;Chondroektodermálna dysplázia
Q777;Spondyloepifýzová dysplázia
Q778;Iná osteochondrodyspl.s por.rastu dlhých kostí a chrbt.
Q779;Osteochondrodyspl.s por.rastu dlhých kostí a chrbt.,b.n.
Q780;Osteogenesis imperfecta
Q781;Polyostotická fibrózna dysplázia
Q782;Osteopetróza
Q783;Progresívna diafýzová dysplázia
Q784;Enchondromatóza
Q786;Mnohopočetné vrodené exostózy
Q789;Osteochondrodysplázia,bližšie neurčená
Q790;Vrodená diafragmatická hernia (bránicová prietrž)
Q791;Iná vrodená chyba bránice
Q792;Exomfalus
Q793;Gastroschíza
Q794;Agenéza brušných svalov [Prune belly syndróm]
Q795;Iná vrodená chyba brušnej steny
Q796;Ehlersov-Danlosov syndróm
Q800;Ichthyosis vulgaris
Q801;Ichtyóza viazaná na chromozóm X
Q802;Lamelárna ichtyóza
Q803;Vrodená bulózne ichtyoziformná erytrodermia
Q804;Ichtyosis congenita gravis [Harlekinfetus]
Q808;Iná vrodená ichtyóza
Q809;Vrodená ichtyóza,bližšie neurčená
Q824;Ektodermálna dysplázia (anhidrotická)
Q850;Neurofibromatóza (benígna)
Q851;Tuberózna skleróza
Q858;Iná fakomatóza,nezatriedená inde
Q859;Fakomatóza,bližšie neurčená
Q861;Hydantoínový syndróm plodu
Q862;Dysmorfizmus, zapríčinený warfarínom
Q868;Iný syndróm vrod.chýb zapríč.známymi vonk.príčinami
Q870;Syndróm vrod.chýb postih.najmä výzor tváre
Q871;Syndróm vrod.chýb spojený najmä s nízkym vzrastom
Q872;Syndrómy vrodených chýb zahŕňajúce najmä končatiny
Q873;Syndróm vrod.chýb zahŕňajúci skorý nadmerný rast
Q874;Marfanov syndróm
Q875;Iné syndrómy vrodených chýb s inými zmenami kostí
Q878;Iné syndróm vrodených chýb,nezat.inde.,b.u.
Q891;Vrodená chyba nadobličiek
Q894;Spojené (zrastené) dvojčatá
Q897;Mnohopočetné vrodené chyby, nezatriedené inde
Q898;Iná vrodená chyba,bližšie určená
Q900;Trizómia 21,meiotická nondisjunkcia
Q901;Trizómia 21,mozaicizmus (mitotická nondisjunkcia)
Q902;Trizómia 21,translokácia
Q909;Downov syndróm,bližšie neurčený
Q910;Trizómia 18,meiotická nondisjunkcia
Q911;Trizómia 18,mozaicizmus (mitotická nondisjunkcia)
Q912;Trizómia 18,translokácia
Q913;Edwardsov syndróm,bližšie neurčený
Q914;Trizómia 13,meiotická nondisjunkcia
Q915;Trizómia 13,mozaicizmus (mitotická nondisjunkcia)
Q916;Trizómia 13,translokácia
Q917;Patauov syndróm,bližšie neurčený
Q920;Kompletná chromoz.trizómia,meiotická nondisjunkcia
Q921;Kompletná chromoz.trizómia,mozaicizmus
Q922;Veľká čiastočná trizómia
Q923;Malá čiastočná trizómia
Q924;Duplikácie viditeľné iba v prometafáze
Q925;Duplikácie s inou komplexnou prestavbou
Q926;Nadpočetné (marker) chromozómy
Q927;Triploidia a polyploidia
Q928;Iná trizómia a čiast.trizómia autozómov,n.i.
Q929;Trizómia a čiastočná trizómia autozómov,b.n.
Q930;Kompletná chromoz. monozómia,meiotická nondisjunkcia
Q931;Kompletná chromoz.monozómia,mozaicizmus
Q932;Prsteňovitý alebo dicentrický chromozóm
Q933;Delécia krátkeho ramena chromozómu 4
Q934;Delécia krátkeho ramena chromozómu 5
Q935;Iná delécia časti chromozómu
Q936;Delécia viditeľná iba v prometafáze
Q937;Delécia s inou komplexnou prestavbou
Q938;Iná delécia autozómov
Q939;Delécia autozómov,bližšie neurčená
Q952;Vyváž.autozóm.prestavba u abnmormál.jednotlivca
Q953;Vyváž.prest.medzi pohlav.a autozóm.chromoz.u abn.jednotlivca
Q954;Jednotlivec s nadpočetným (marker) heterochromatínom
Q955;Jednotlivec s fragilnými miestami na autozómoch
Q958;Iné vyváž.prestavba a štrukt.markery (abn.chromozómy)
Q959;Vyváž.prestavba a štrukt.marker (abn.gén),b.n.
Q990;Chiméra 46,XX/46,XY
Q991;Pravý hermafrodit 46,XX
Q992;Fragilný chromozóm X
R02;Gangréna, nezatriedená inde
R162;Hepatomegália so splenomegáliou,nezatriedená inde
R291;Meningizmus
R402;Kóma, bližšie neurčená
R568;Iné kŕče,bližšie neurčené
S0135;Otvorená rana ucha: sluchová trubica
S0136;Otvorená rana ucha: sluchové kostičky
S0137;Otvorená rana ucha: bubienok
S0138;Otvorená rana: vnútorné ucho
S0139;Otvorená rana ucha:iné a viaceré časti ucha a sluch.štruktúr
S0150;Otvorená rana pery a ústnej dutiny:ústa,bl.neurč.časti
S0152;Otvorená rana pery a ústnej dutiny: sliznica líca
S0153;Otvorená rana pery a ústnej dutiny:ďasná
S0154;Otvorená rana pery a ústnej dutiny:jazyk a ústna spodina
S0155;Otvorená rana pery a ústnej dutiny: podnebie
S0159;Otvorená rana pery a úst.dut.:iné,viaceré časti pier,úst.dut.
S020;Zlomenina lebkovej klenby
S021;Zlomenina spodiny lebky
S022;Zlomenina nosových kostí
S023;Zlomenina spodiny očnice
S024;Zlomenina jarmovej kosti a hornej čeľuste
S0260;Zlomenina sánky: bližšie neurčená časť
S0261;Zlomenina sánky: processus condylaris
S0262;Zlomenina sánky: subkondylová
S0263;Zlomenina sánky: processus coronoideus
S0264;Zlomenina sánky: ramus mandibulae, bližšie neurčený
S0265;Zlomenina sánky: angulus mandibulae
S0266;Zlomenina sánky: symphysis mandibulae
S0267;Zlomenina sánky: pars alveolaris
S0268;Zlom.sánky:corpus mandibulae,iné a bližšie neurčené časti
S0269;Zlomenina sánky: viaceré časti
S052;Tržná rana,roztrhnutie oka s prolapsom/stratou vnútrooč.tk.
S053;Tržná rana oka bez prolapsu al.straty vnútroočného tkaniva
S054;Penetrujúca rana očnice s cudzím telesom/bez cudzieh.telesa
S055;Penetrujúca rana očnej gule s cudzím telesom
S056;Penetrujúca rana očnej gule bez cudzieho telesa
S057;Avulzia (vytrhnutie) oka
S058;Iné poranenie oka a očnice
S060;Otras mozgu
S061;Poúrazový opuch mozgu
S0620;Difúzne poranenie mozgu a mozočka,bližšie neurčené
S0621;Difúzne pomliaždenie mozgu
S0622;Difúzne pomliaždenie mozočka
S0623;Viaceré vnútromozgové a mozočkové hematómy
S0628;Iné difúzne poranenie mozgu a mozočka
S0630;Ložiskové poranenie mozgu a mozočkabližšie neurčené
S0631;Ložiskové pomliaždenie mozgu
S0632;Ložiskové pomliaždenie mozočka
S0633;Ložiskový hematóm mozgu
S0634;Ložiskový hematóm mozočka
S0638;Iné ložiskové poranenie mozgu a mozočka
S064;Epidurálne krvácanie
S065;Subdurálne krvácanie po úraze
S066;Subarachnoidálne krvácanie po úraze
S0670;Bezvedomie pri poranení lebky a mozgu,menej.ako 30 min.
S0671;Bezvedomie pri poranení lebky a mozgu,30 min.až 24hod.
S0672;Bezvedom.s poran.lebky a mozgu,viac ako24 h,návrat pôv.st.v.
S0679;Bezvedomie pri poranení lebky a mozgu bliž.neurčeného trvania
S068;Iné vnútrolebkové poranenie
S069;Vnútrolebkové poranenie, bližšie neurčené
S070;Drvivé poranenie tváre
S071;Drvivé poranenie lebky
S078;Drvivé poranenie iných častí hlavy
S079;Drvivé poranenie hlavy,časť bližšie neurčená
S092;Úrazové roztrhnutie ušného bubienka
S099;Poranenie hlavy,bližšie neurčené
S1101;Otvorená rana hrtana
S1102;Otvorená rana krčnej časti priedušnice
S111;Otvorená rana postihujúca štítnu žľazu
S1121;Otvorená rana hltana
S1122;Otvorená rana krčnej časti pažeráka
S120;Zlomenina 1.krčného stavca
S121;Zlomenina 2.krčného stavca
S1221;Zlomenina 3.krčného stavca
S1222;Zlomenina 4. krčného stavca
S1223;Zlomenina 5. krčného stavca
S1224;Zlomenina 6. krčného stavca
S1225;Zlomenina 7. krčného stavca
S127;Viaceré zlomeniny krčnej chrbtice
S128;Zlomenina iných častí krku
S129;Zlomenina krku, bližšie neurčenej časti
S130;Úrazové natrhnutie krčnej medzistavcovej platničky
S1310;Vykĺbenie krčného stavca v bližšie neurčenej úrovni
S1311;Vykĺbenie krčného stavca v úrovni C1/C2
S1312;Vykĺbenie krčného stavca v úrovni C2/C3
S1313;Vykĺbenie krčného stavca v úrovni C3/C4
S1314;Vykĺbenie krčného stavca v úrovni C4/C5
S1315;Vykĺbenie krčného stavca v úrovni C5/C6
S1316;Vykĺbenie krčného stavca v úrovni C6/C7
S1317;Vykĺbenie krčného stavca v úrovni C7/Th1
S1318;Vykĺbenie krčného stavca v inej úrovni
S132;Vykĺbenie inej a bližšie neurčenej časti krku
S133;Viaceré vykĺbenia v oblasti krku
S140;Otras a opuch krčnej miechy
S1410;Poranenie krčnej miechy, bližšie neurčené
S1411;Kompletné priečne poranenie krčnej miechy
S1412;Poranenie centr.časti krč.miechy(nekompletné prieč.poranenie)
S1413;Iné nekompletné priečne poranenie krčnej miechy
S142;Poranenie krčného nervového koreňa
S143;Poranenie plexus brachialis
S145;Poranenie nervov krčného sympatika
S1470;Funkčná úroveň pri poranení krčnej miechy:bližšie neurčená
S1471;Funkčná úroveň pri poranení krčnej miechy: C1
S1472;Funkčná úroveň pri poranení krčnej miechy: C2
S1473;Funkčná úroveň pri poranení krčnej miechy: C3
S1474;Funkčná úroveň pri poranení krčnej miechy: C4
S1475;Funkčná úroveň pri poranení krčnej miechy: C5
S1476;Funkčná úroveň pri poranení krčnej miechy: C6
S1477;Funkčná úroveň pri poranení krčnej miechy: C7
S1478;Funkčná úroveň pri poranení krčnej miechy: C8
S1500;Poranenie a.carotis, časť bližšie neurčená
S1501;Poranenie a.carotis communis
S1502;Poranenie a.carotis externa
S1503;Poranenie a.carotis interna
S153;Poranenie v.jugularis interna
S170;Drvivé poranenie hrtana a priedušnice
S178;Drvivé poranenie inej časti krku
S179;Drvivé poranenie bližšie neurčenej časti krku
S211;Otvorená rana prednej steny hrudníka
S212;Otvorená rana zadnej steny hrudníka
S217;Viaceré otvorené rany steny hrudníka
S2180;Otvor.rana i.časti hrudníka,b.n.
S2183;Otvor.rana každej č.hrud.v spojení s vnútrohrud.por.
S2187;Poškodenie mäk.č.I.st.pri otvor.zlomeninách,vykĺben.na hrud.
S2188;Poškodenie mäk.č.II.st.pri otvor.zlomeninách,vykĺben.na hrud.
S2189;Poškodenie mäk.č.III.st.pri otvor.zlomeninách,vykĺben.na hrud.
S219;Otvorená rana hrudníka, bližšie neurčenej časti
S2200;Zlomenina hrudníkového stavca,úroveň bližšie neurčená
S2201;Zlomenina hrudníkového stavca Th1 a Th2
S2202;Zlomenina hrudníkového stavca Th3 a Th4
S2203;Zlomenina hrudníkového stavca Th5 a Th6
S2204;Zlomenina hrudníkového stavca Th7 a Th8
S2205;Zlomenina hrudníkového stavca Th9 a Th10
S2206;Zlomenina hrudníkového stavca Th11 a Th12
S221;Viaceré zlomeniny hrudníkovej chrbtice
S222;Zlomenina mostíka (sterna)
S2240;Sériová zlomenina rebier,bližšie neurčená
S2241;Sériová zlomenina rebier s postihnutím prvého rebra
S2244;Sériová zlomen.rebier s postih.štyroch a viac.rebier
S225;Instabilný(vlajúci)hrudník
S230;Úrazové natrhnutie hrudníkovej medzistavcovej platničky
S2310;Vykĺbenie hrudníkového stavca v bližšie neurčenej úrovni
S2311;Vykĺbenie hrudníkového stavca v úrovni Th1/Th2 a Th2/Th3
S2312;Vykĺbenie hrudníkového stavca v úrovni Th3/Th4 a Th4/Th5
S2313;Vykĺbenie hrudníkového stavca v úrovni Th5/Th6 a Th6/Th7
S2314;Vykĺbenie hrudníkového stavca v úrovni Th7/Th8 a Th8/Th9
S2315;Vykĺbenie hrudníkového stavca v úrovni Th9/Th10 a Th10/Th11
S2316;Vykĺbenie hrudníkového stavca v úrovni Th11/Th12
S2317;Vykĺbenie hrudníkového stavca v úrovni Th12/L1
S240;Otras a opuch hrudníkovej miechy
S2410;Poranenie hrudníkovej miechy,bližšie neurčené
S2411;Kompletné priečne poranenie hrudníkovej miechy
S2412;Nekompletné priečne poranenie hrudníkovej miechy
S242;Poranenie hrudníkového nervového koreňa
S244;Poranenie nervov hrudníkového sympatika
S2470;Funkčná výška pri poranení hrudíkovej miechy: úroveň b.n.
S2471;Funkčná výška pri poranení hrudníkovej miechy:Th1
S2472;Funkčná výška pri poranení hrudíkovej miechy:Th2/Th3
S2473;Funkčná výška pri poranení hrudíkovej miechy:Th4/Th5
S2474;Funkčná výška pri poranení hrudíkovej miechy:Th6/Th7
S2475;Funkčná výška pri poranení hrudíkovej miechy:Th8/Th9
S2476;Funkčná výška pri poranení hrudíkovej miechy:Th10/Th11
S2477;Funkčná výška pri poranení hrudníkovej miechy:Th12
S250;Poranenie hrudníkovej aorty
S251;Poranenie truncus brachiocephalicus alebo a.subclavia
S252;Poranenie hornej dutej žily
S253;Poran.v.innominata(v.brachiocephalica)alebo v.subclavia
S260;Poran.srdca so zakrvác.do osrdcovník.vaku
S2681;Pomliaždenie srdca
S2682;Tržné poranenie srdca bez otvorenia srdcovej dutiny
S2683;Tržné poranenie srdca s otvorením srdcovej dutiny
S2688;Iné poranenia srdca
S269;Poranenie srdca,bližšie neurčené
S270;Úrazový pneumotorax
S271;Úrazový hemotorax
S272;Úrazový hemopneumotorax
S2732;Tržné poranenie pľúc
S2738;Iné a bližšie neurčené poranenie pľúc
S274;Poranenie priedušky
S275;Poranenie priedušnice v oblasti hrudníka
S276;Poranenie pohrudnice
S277;Viaceré poranenia vnútrohrudníkových orgánov
S2781;Poranenie bránice
S2782;Poranenie ductus thoracicus
S2783;Poranenie hrudnej časti pažeráka
S2784;Poranenie dojčenskej žľazy [týmusu]
S2788;Poran.iných b.u.vnútrohrud.org.a štruktúr
S279;Poran.vnútrohrudníkového orgánu,b.n.
S280;Rozdrvený hrudník
S281;Úrazová amputácia časti hrudníka
S310;Otvorená rana drieku a panvy
S311;Otvorená rana brušnej steny
S313;Otvorená rana skróta a semenníkov
S317;Viaceré otvorené rany brucha, drieku a panvy
S3180;Otvorená rana inej a bližšie neurčenej časti brucha
S3183;Otvor.rana(kaž.č.brucha,drieku,panvy)spoj.s vnútrobruš.poran.
S3187;Poškodenie mäk.č.I.st.pri otv.zlom.,vykĺb.driek.chrbtice,panvy
S3188;Poškoden.mäk.č.II.st.pri otv.zlom.,vykĺb.driek.chrbtice,panvy
S3189;Poškoden.mäk.č.III.st.pri otv.zlom.,vykĺb.driek.chrbtice,panvy
S3200;Zlomenenina driekového stavca,úroveň bližšie neurčená
S3201;Zlomenina driekového stavca L1
S3202;Zlomenina driekového stavca L2
S3203;Zlomenina driekového stavca L3
S3204;Zlomenina driekového stavca L4
S3205;Zlomenina driekového stavca L5
S321;Zlomenina krížovej kosti
S322;Zlomenina kostrče
S3282;Zlomenina driekovej chrbtice a krížovej kosti,bl.neurč.časť
S3289;Zlomenina iných a viacerých častí panvy
S330;Úrazové natrhnutie driekovej medzistavcovej platničky
S3310;Vykĺb.driek.stavca,úroveň b.n.
S3311;Vykĺbenie driekového stavca L1/L2
S3312;Vykĺbenie driekového stavca L2/L3
S3313;Vykĺbenie driekového stavca L3/L4
S3314;Vykĺbenie driekového stavca L4/L5
S3315;Vykĺbenie driekového stavca L5/S1
S340;Otras a opuch driekovej časti miechy
S3410;Kompletné priečne poranenie driekovej časti miechy
S3411;Nekompletné priečne poranenie driekovej časti miechy
S3418;Iné poranenie driekovej časti miechy
S342;Poranenie driekového a krížového nervového koreňa
S3430;Kompletný úrazový syndróm cauda equina
S3431;Nekompletný úrazový syndróm cauda equina
S3438;Iné a bližšie neurčené poranenie cauda equina
S344;Poranenie plexus lumbosacralis
S345;Poranenie nervov driek.a kríž.sympatika.a panvov.sympat.n.
S3470;Funkčná úroveň pri poranení driekovokrížovej miechy: b.ne.
S3471;Funkčná úroveň pri poranení driekovokrížovej miechy: L1
S3472;Funkčná úroveň pri poranení driekovokrížovej miechy: L2
S3473;Funkčná úroveň pri poranení driekovokrížovej miechy: L3
S3474;Funkčná úroveň pri poranení driekovokrížovej miechy: L4
S3475;Funkčná úroveň pri poranení driekovokrížovej miechy: L5
S3476;Funkčná úroveň pri poranení driekovokrížovej miechy: S1
S3477;Funkčná úroveň pri poranení driekovokrížovej miechy: S2 – S5
S350;Poranenie brušnej aorty
S351;Poranenie dolnej dutej žily
S352;Poranenie truncus coeliacus alebo a.mesenterica
S353;Poranenie v. portae alebo v. lienalis
S354;Poranenie krvných ciev obličky
S355;Poranenie iliakálnych krvných ciev
S357;Poranenie viacerých krvných ciev brucha,drieku a panvy
S358;Poranenie iných krvných ciev brucha,drieku a panvy
S359;Poranenie bl.neurč.krvnej cievy v úrovni brucha,drieku a panvy
S3601;Hematóm sleziny
S3602;Roztrhnutie puzdra sleziny,bez väčších trhlín parenchýmu
S3603;Tržné poranenie sleziny vrátane parenchýmu
S3610;Poranenie pečene,bližšie neurčené
S3611;Pomliaždenie a hematóm pečene
S3612;Tržné poranenie pečene,bližšie neurčené
S3613;Ľahké tržné poranenie pečene
S3614;Stredne ťažké poranenie pečene
S3615;Ťažké tržné poranenie pečene
S3616;Iné poranenie pečene
S3617;Poranenie žlčníka
S3618;Poranenie žlčových ciest
S3640;Poranenie tenkého čreva,časť bližšie neurčená
S3650;Poranenie hrubého čreva,časť bližšie neurčená
S3652;Poranenie colon transversum
S3653;Poranenie colon descendens
S3659;Poranenie iných a viacerých častí hrubého čreva
S366;Poranenie konečníka
S367;Poranenie viacerých vnútrobrušných orgánov
S3681;Poranenie pobrušnice
S3683;Poranenie retroperitonea
S3702;Tržné poranenie obličky
S371;Poranenie močovodu
S380;Drvivé poranenie vonkajších pohlavných orgánov
S381;Drvivé poranenie iných a bl.neurč.častí brucha,drieku a panvy
S383;Úrazová amputácia iných a bl.neurč.častí brucha,drieku a panvy
S4221;Zlomenina horného konca ramennej kosti,hlava
S4229;Zlomenina hor.konca ramennej kosti,iné a mnohopoč.časti
S423;Zlomenina diafýzy ramennej kosti
S450;Poranenie a.axillaris
S451;Poranenie a.brachialis
S452;Poranenie v.axillaris a v.brachialis
S453;Poranenie povrchovej žily v úrovni pleca a ramena
S457;Poranenie viacerých krvných ciev v úrovni pleca a ramena
S458;Poranenie iných krvných ciev v úrovni pleca a ramena
S459;Poranenie bliž.neurč.krvnej cievy v úrovni pleca a ramena
S47;Drvivé poranenie pleca a ramena
S550;Poranenie a.ulnaris v úrovni predlaktia
S551;Poranenie a.radialis v úrovni predlaktia
S552;Poranenie žily v úrovni predlaktia
S557;Poranenie viac.krvných ciev v úrovni predlak.
S558;Poranenie iných krvných ciev v úrovni predlaktia
S559;Poranenie bliž.neurč.krvnej cievy v úrovni predlak.
S570;Drvivé poranenie lakťa
S578;Drvivé poranenie iných častí predlaktia
S579;Drvivé poranenie predlaktia,bliž.neurč.časti
S628;Zlomenina iných.a bliž.neurč.častí zápäs.a ruky
