kod_hlavneho_vykonu;nazov_hlavneho_vykonu;kod_ms;nazov_ms
5l1733;Ligatúra abdominálnej aorty;S02-30;Výkony pre poranenia artérií a vén
5l1734;Ligatúra aorty s použitím stentu;S02-30;Výkony pre poranenia artérií a vén
5l173x;Ligatúra aorty, ostatné;S02-30;Výkony pre poranenia artérií a vén
5l1740;Ligatúra a. subclavia;S02-30;Výkony pre poranenia artérií a vén
5l1741;Ligatúra truncus brachiocephalicus;S02-30;Výkony pre poranenia artérií a vén
5l1742;Ligatúra a. pulmonalis;S02-30;Výkony pre poranenia artérií a vén
5l174x;Ligatúra tepien hrudníka, ostatné;S02-30;Výkony pre poranenia artérií a vén
5l1750;Ligatúra aa. lumbales;S02-30;Výkony pre poranenia artérií a vén
5l1751;Ligatúra bližšie neurčenej časti a. iliaca ;S02-30;Výkony pre poranenia artérií a vén
5l1752;Ligatúra a. iliaca communis;S02-30;Výkony pre poranenia artérií a vén
5l1753;Ligatúra a. iliaca externa;S02-30;Výkony pre poranenia artérií a vén
5l1754;Ligatúra a. iliaca interna;S02-30;Výkony pre poranenia artérií a vén
5l175x;Ligatúra tepien panvy a trupu, ostatné;S02-30;Výkony pre poranenia artérií a vén
5l1760;Ligatúra truncus coeliacus;S02-30;Výkony pre poranenia artérií a vén
5l1761;Ligatúra a. hepatica;S02-30;Výkony pre poranenia artérií a vén
5l1762;Ligatúra a. gastrica;S02-30;Výkony pre poranenia artérií a vén
5l1763;Ligatúra a. lienalis;S02-30;Výkony pre poranenia artérií a vén
5l1764;Ligatúra a. renalis;S02-30;Výkony pre poranenia artérií a vén
5l1765;Ligatúra a. mesenterica superior;S02-30;Výkony pre poranenia artérií a vén
5l1766;Ligatúra a. mesenterica inferior;S02-30;Výkony pre poranenia artérií a vén
5l176x;Ligatúra viscerálnych tepien, ostatné;S02-30;Výkony pre poranenia artérií a vén
5l1770;Ligatúra a. femoralis;S02-30;Výkony pre poranenia artérií a vén
5l1771;Ligatúra a. profunda femoris;S02-30;Výkony pre poranenia artérií a vén
5l1772;Ligatúra a. poplitea;S02-30;Výkony pre poranenia artérií a vén
5l177x;Ligatúra tepien stehna, ostatné;S02-30;Výkony pre poranenia artérií a vén
5l1780;Ligatúra a. tibialis anterior;S02-30;Výkony pre poranenia artérií a vén
5l1781;Ligatúra aa. recurrentes;S02-30;Výkony pre poranenia artérií a vén
5l1782;Ligatúra a. dorsalis pedis;S02-30;Výkony pre poranenia artérií a vén
5l1783;Ligatúra a. tibialis posterior;S02-30;Výkony pre poranenia artérií a vén
5l1784;Ligatúra a. fibularis;S02-30;Výkony pre poranenia artérií a vén
5l1785;Ligatúra a. plantaris medialis;S02-30;Výkony pre poranenia artérií a vén
5l1786;Ligatúra a. plantaris lateralis;S02-30;Výkony pre poranenia artérií a vén
5l178x;Ligatúra tepien predkolenia a nohy, ostatné;S02-30;Výkony pre poranenia artérií a vén
5l1790;Ligatúra v. femoralis;S02-30;Výkony pre poranenia artérií a vén
5l1791;Ligatúra v. poplitea;S02-30;Výkony pre poranenia artérií a vén
5l1792;Ligatúra v. portae;S02-30;Výkony pre poranenia artérií a vén
5l1793;Ligatúra v. gastrica;S02-30;Výkony pre poranenia artérií a vén
5l1794;Ligatúra v. lienalis;S02-30;Výkony pre poranenia artérií a vén
5l1795;Ligatúra v. mesenterica superior;S02-30;Výkony pre poranenia artérií a vén
5l1796;Ligatúra v. mesenterica inferior;S02-30;Výkony pre poranenia artérií a vén
5l1797;Ligatúra vv. hepaticae;S02-30;Výkony pre poranenia artérií a vén
5l1798;Ligatúra v. renalis;S02-30;Výkony pre poranenia artérií a vén
5l1799;Ligatúra v. jugularis;S02-30;Výkony pre poranenia artérií a vén
5l179a;Ligatúra v. pulmonalis;S02-30;Výkony pre poranenia artérií a vén
5l179b;Ligatúra v. subclavia;S02-30;Výkony pre poranenia artérií a vén
5l179c;Ligatúra v. axillaris;S02-30;Výkony pre poranenia artérií a vén
5l179d;Ligatúra v. brachiocephalica;S02-30;Výkony pre poranenia artérií a vén
5l179e;Ligatúra v. cava superior;S02-30;Výkony pre poranenia artérií a vén
5l179f;Ligatúra v. cava inferior;S02-30;Výkony pre poranenia artérií a vén
5l179g;Ligatúra v. iliaca communis;S02-30;Výkony pre poranenia artérií a vén
5l179h;Ligatúra v. iliaca externa;S02-30;Výkony pre poranenia artérií a vén
5l179i;Ligatúra  v. iliaca interna;S02-30;Výkony pre poranenia artérií a vén
5l179x;Ligatúra hĺbkových žíl, ostatné;S02-30;Výkony pre poranenia artérií a vén
5l1800;Ligatúra alebo parciálny uzáver v. cava inferior;S02-30;Výkony pre poranenia artérií a vén
5l1801;Klipovanie v. cava inferior;S02-30;Výkony pre poranenia artérií a vén
5l1802;Chirurgické výkony na v. cava inferior na zabránenie embolizácie;S02-30;Výkony pre poranenia artérií a vén
5l180x;Ligatúra alebo parciálny uzáver v. cava inferior, ostatné;S02-30;Výkony pre poranenia artérií a vén
5t1002;Otvorená repozícia jednoduchej zlomeniny v diafyzárnej oblasti humeru bez osteosyntézy ;S02-31;Chirurgické ošetrenie zlomeniny bez osteosyntézy
5t1005;Otvorená repozícia jednoduchej zlomeniny v diafyzárnej oblasti radia bez osteosyntézy ;S02-31;Chirurgické ošetrenie zlomeniny bez osteosyntézy
5t1008;Otvorená repozícia jednoduchej zlomeniny v diafyzárnej oblasti ulny bez osteosyntézy  ;S02-31;Chirurgické ošetrenie zlomeniny bez osteosyntézy
5t100g;Otvorená repozícia jednoduchej zlomeniny v diafyzárnej oblasti femuru bez osteosyntézy  ;S02-31;Chirurgické ošetrenie zlomeniny bez osteosyntézy
5t100m;Otvorená repozícia jednoduchej zlomeniny v diafyzárnej oblasti tibie bez osteosyntézy  ;S02-31;Chirurgické ošetrenie zlomeniny bez osteosyntézy
5t100q;Otvorená repozícia jednoduchej zlomeniny v diafyzárnej oblasti fibuly bez osteosyntézy ;S02-31;Chirurgické ošetrenie zlomeniny bez osteosyntézy
5t100x;Otvorená repozícia jednoduchej zlomeniny v diafyzárnej oblasti ostatných dlhých kostí bez osteosyntézy ;S02-31;Chirurgické ošetrenie zlomeniny bez osteosyntézy
5t1102;Otvorená repozícia trieštivej zlomeniny v diafyzárnej oblasti humeru bez osteosyntézy;S02-31;Chirurgické ošetrenie zlomeniny bez osteosyntézy
5t1105;Otvorená repozícia trieštivej zlomeniny v diafyzárnej oblasti radia bez osteosyntézy;S02-31;Chirurgické ošetrenie zlomeniny bez osteosyntézy
5t1108;Otvorená repozícia trieštivej zlomeniny v diafyzárnej oblasti ulny bez osteosyntézy;S02-31;Chirurgické ošetrenie zlomeniny bez osteosyntézy
5t110g;Otvorená repozícia trieštivej zlomeniny v diafyzárnej oblasti femuru bez osteosyntézy;S02-31;Chirurgické ošetrenie zlomeniny bez osteosyntézy
5t110m;Otvorená repozícia trieštivej zlomeniny v diafyzárnej oblasti tibie bez osteosyntézy;S02-31;Chirurgické ošetrenie zlomeniny bez osteosyntézy
5t110q;Otvorená repozícia trieštivej zlomeniny v diafyzárnej oblasti fibuly bez osteosyntézy;S02-31;Chirurgické ošetrenie zlomeniny bez osteosyntézy
5t110x;Otvorená repozícia trieštivej zlomeniny v diafyzárnej oblasti ostatných dlhých kostí bez osteosyntézy;S02-31;Chirurgické ošetrenie zlomeniny bez osteosyntézy
5t1201;Otvorená repozícia jednoduchej zlomeniny v kĺbnej oblasti proximálneho humeru bez osteosyntézy ;S02-31;Chirurgické ošetrenie zlomeniny bez osteosyntézy
5t1203;Otvorená repozícia jednoduchej zlomeniny v kĺbnej oblasti distálneho humeru bez osteosyntézy ;S02-31;Chirurgické ošetrenie zlomeniny bez osteosyntézy
5t1204;Otvorená repozícia jednoduchej zlomeniny v kĺbnej oblasti proximálneho radia bez osteosyntézy;S02-31;Chirurgické ošetrenie zlomeniny bez osteosyntézy
5t1206;Otvorená repozícia jednoduchej zlomeniny v kĺbnej oblasti distálneho radia bez osteosyntézy ;S02-31;Chirurgické ošetrenie zlomeniny bez osteosyntézy
5t1207;Otvorená repozícia jednoduchej zlomeniny v kĺbnej oblasti proximálnej ulny bez osteosyntézy ;S02-31;Chirurgické ošetrenie zlomeniny bez osteosyntézy
5t1209;Otvorená repozícia jednoduchej zlomeniny v kĺbnej oblasti distálnej ulny bez osteosyntézy ;S02-31;Chirurgické ošetrenie zlomeniny bez osteosyntézy
5t120e;Otvorená repozícia jednoduchej zlomeniny v kĺbnej oblasti krčka stehennej kosti bez osteosyntézy ;S02-31;Chirurgické ošetrenie zlomeniny bez osteosyntézy
5t120f;Otvorená repozícia jednoduchej zlomeniny v kĺbnej oblasti proximálneho femuru bez osteosyntézy ;S02-31;Chirurgické ošetrenie zlomeniny bez osteosyntézy
5t120h;Otvorená repozícia jednoduchej zlomeniny v kĺbnej oblasti distálneho femuru bez osteosyntézy ;S02-31;Chirurgické ošetrenie zlomeniny bez osteosyntézy
5t120j;Otvorená repozícia jednoduchej zlomeniny v kĺbnej oblasti pately bez osteosyntézy ;S02-31;Chirurgické ošetrenie zlomeniny bez osteosyntézy
5t120k;Otvorená repozícia jednoduchej zlomeniny v kĺbnej oblasti proximálnej tibie bez osteosyntézy ;S02-31;Chirurgické ošetrenie zlomeniny bez osteosyntézy
5t120n;Otvorená repozícia jednoduchej zlomeniny v kĺbnej oblasti distálnej tibie bez osteosyntézy ;S02-31;Chirurgické ošetrenie zlomeniny bez osteosyntézy
5t120p;Otvorená repozícia jednoduchej zlomeniny v kĺbnej oblasti proximálnej fibuly bez osteosyntézy ;S02-31;Chirurgické ošetrenie zlomeniny bez osteosyntézy
5t120r;Otvorená repozícia jednoduchej zlomeniny v kĺbnej oblasti distálnej fibuly bez osteosyntézy ;S02-31;Chirurgické ošetrenie zlomeniny bez osteosyntézy
5t120x;Otvorená repozícia jednoduchej zlomeniny v kĺbnej oblasti ostatných dlhých kostí bez osteosyntézy ;S02-31;Chirurgické ošetrenie zlomeniny bez osteosyntézy
5t1400;Otvorená repozícia jednoduchej zlomeniny klavikuly bez osteosyntézy ;S02-31;Chirurgické ošetrenie zlomeniny bez osteosyntézy
5t140a;Otvorená repozícia jednoduchej zlomeniny karpálnych kostí bez osteosyntézy ;S02-31;Chirurgické ošetrenie zlomeniny bez osteosyntézy
5t140b;Otvorená repozícia jednoduchej zlomeniny metakarpálnych kostí bez osteosyntézy ;S02-31;Chirurgické ošetrenie zlomeniny bez osteosyntézy
5t140c;Otvorená repozícia jednoduchej zlomeniny falangov prstov ruky bez osteosyntézy ;S02-31;Chirurgické ošetrenie zlomeniny bez osteosyntézy
5t140u;Otvorená repozícia jednoduchej zlomeniny tarzálnych kosti bez osteosyntézy ;S02-31;Chirurgické ošetrenie zlomeniny bez osteosyntézy
5t140v;Otvorená repozícia jednoduchej zlomeniny metatarzálnych kosti bez osteosyntézy ;S02-31;Chirurgické ošetrenie zlomeniny bez osteosyntézy
5t140w;Otvorená repozícia jednoduchej zlomeniny falangov prstov nohy bez osteosyntézy;S02-31;Chirurgické ošetrenie zlomeniny bez osteosyntézy
5t140x;Otvorená repozícia jednoduchej zlomeniny na ostatných malých kostiach bez osteosyntézy ;S02-31;Chirurgické ošetrenie zlomeniny bez osteosyntézy
5t140z;Otvorená repozícia jednoduchej zlomeniny skapuly bez osteosyntézy ;S02-31;Chirurgické ošetrenie zlomeniny bez osteosyntézy
5t1500;Otvorená repozícia trieštivej zlomeniny klavikuly bez osteosyntézy  ;S02-31;Chirurgické ošetrenie zlomeniny bez osteosyntézy
5t150a;Otvorená repozícia trieštivej zlomeniny karpálnych kostí bez osteosyntézy  ;S02-31;Chirurgické ošetrenie zlomeniny bez osteosyntézy
5t150b;Otvorená repozícia trieštivej zlomeniny metakarpálnych kostí bez osteosyntézy  ;S02-31;Chirurgické ošetrenie zlomeniny bez osteosyntézy
5t150c;Otvorená repozícia trieštivej zlomeniny falangov prstov ruky bez osteosyntézy  ;S02-31;Chirurgické ošetrenie zlomeniny bez osteosyntézy
5t150u;Otvorená repozícia trieštivej zlomeniny tarzálnych kostí bez osteosyntézy  ;S02-31;Chirurgické ošetrenie zlomeniny bez osteosyntézy
5t150v;Otvorená repozícia trieštivej zlomeniny metatarzálnych kostí bez osteosyntézy ;S02-31;Chirurgické ošetrenie zlomeniny bez osteosyntézy
5t150w;Otvorená repozícia trieštivej zlomeniny falangov prstov nohy bez osteosyntézy  ;S02-31;Chirurgické ošetrenie zlomeniny bez osteosyntézy
5t150x;Otvorená repozícia trieštivej zlomeniny ostatných malých kostí bez osteosyntézy  ;S02-31;Chirurgické ošetrenie zlomeniny bez osteosyntézy
5t150z;Otvorená repozícia trieštivej zlomeniny skapuly bez osteosyntézy  ;S02-31;Chirurgické ošetrenie zlomeniny bez osteosyntézy
5t16s0;Otvorená repozícia zlomeniny talu bez osteosyntézy;S02-31;Chirurgické ošetrenie zlomeniny bez osteosyntézy
5t16t0;Otvorená repozícia zlomeniny kalkanea bez osteosyntézy;S02-31;Chirurgické ošetrenie zlomeniny bez osteosyntézy
5t11t2;Otvorená repozícia trieštivej zlomeniny v diafyzárnej oblasti humeru, osteosyntéza vonkajším skeletárnym fixátorom;S02-32;Osteosyntéza zlomeniny externým fixátorom
5t11t5;Otvorená repozícia trieštivej zlomeniny v diafyzárnej oblasti radia, osteosyntéza vonkajším skeletárnym fixátorom;S02-32;Osteosyntéza zlomeniny externým fixátorom
5t11t8;Otvorená repozícia trieštivej zlomeniny v diafyzárnej oblasti ulny, osteosyntéza vonkajším skeletárnym fixátorom;S02-32;Osteosyntéza zlomeniny externým fixátorom
5t11tg;Otvorená repozícia trieštivej zlomeniny v diafyzárnej oblasti femuru, osteosyntéza vonkajším skeletárnym fixátorom;S02-32;Osteosyntéza zlomeniny externým fixátorom
5t11tm;Otvorená repozícia trieštivej zlomeniny v diafyzárnej oblasti tibie, osteosyntéza vonkajším skeletárnym fixátorom;S02-32;Osteosyntéza zlomeniny externým fixátorom
5t11tq;Otvorená repozícia trieštivej zlomeniny v diafyzárnej oblasti fibuly, osteosyntéza vonkajším skeletárnym fixátorom;S02-32;Osteosyntéza zlomeniny externým fixátorom
5t11tx;Otvorená repozícia trieštivej zlomeniny v diafyzárnej oblasti ostatných dlhých kostí, osteosyntéza vonkajším skeletárnym fixátorom;S02-32;Osteosyntéza zlomeniny externým fixátorom
5t11vx;Otvorená repozícia trieštivej zlomeniny v diafyzárnej oblasti ostatných dlhých kostí, osteosyntéza hruhovým vonkajším skeletárnym fixátorom;S02-32;Osteosyntéza zlomeniny externým fixátorom
5t12t1;Otvorená repozícia jednoduchej zlomeniny v kĺbnej oblasti proximálneho humeru, osteosyntéza vonkajším skeletárnym fixátorom;S02-32;Osteosyntéza zlomeniny externým fixátorom
5t12t3;Otvorená repozícia jednoduchej zlomeniny v kĺbnej oblasti distálneho humeru, osteosyntéza vonkajším skeletárnym fixátorom;S02-32;Osteosyntéza zlomeniny externým fixátorom
5t12t4;Otvorená repozícia jednoduchej zlomeniny v kĺbnej oblasti proximálneho radia, osteosyntéza vonkajším skeletárnym fixátorom;S02-32;Osteosyntéza zlomeniny externým fixátorom
5t12t6;Otvorená repozícia jednoduchej zlomeniny v kĺbnej oblasti distálneho radia, osteosyntéza vonkajším skeletárnym fixátorom;S02-32;Osteosyntéza zlomeniny externým fixátorom
5t12t7;Otvorená repozícia jednoduchej zlomeniny v kĺbnej oblasti proximálnej ulny, osteosyntéza vonkajším skeletárnym fixátorom;S02-32;Osteosyntéza zlomeniny externým fixátorom
5t12t9;Otvorená repozícia jednoduchej zlomeniny v kĺbnej oblasti distálnej ulny, osteosyntéza vonkajším skeletárnym fixátorom;S02-32;Osteosyntéza zlomeniny externým fixátorom
5t12te;Otvorená repozícia jednoduchej zlomeniny v kĺbnej oblasti krčka stehennej kosti, osteosyntéza vonkajším skeletárnym fixátorom;S02-32;Osteosyntéza zlomeniny externým fixátorom
5t12tf;Otvorená repozícia jednoduchej zlomeniny v kĺbnej oblasti proximálneho femuru, osteosyntéza vonkajším skeletárnym fixátorom;S02-32;Osteosyntéza zlomeniny externým fixátorom
5t12th;Otvorená repozícia jednoduchej zlomeniny v kĺbnej oblasti distálneho femuru, osteosyntéza vonkajším skeletárnym fixátorom;S02-32;Osteosyntéza zlomeniny externým fixátorom
5t12tj;Otvorená repozícia jednoduchej zlomeniny v kĺbnej oblasti pately, osteosyntéza vonkajším skeletárnym fixátorom;S02-32;Osteosyntéza zlomeniny externým fixátorom
5t12tk;Otvorená repozícia jednoduchej zlomeniny v kĺbnej oblasti proximálnej tibie, osteosyntéza vonkajším skeletárnym fixátorom;S02-32;Osteosyntéza zlomeniny externým fixátorom
5t12tn;Otvorená repozícia jednoduchej zlomeniny v kĺbnej oblasti tibie, osteosyntéza vonkajším skeletárnym fixátorom;S02-32;Osteosyntéza zlomeniny externým fixátorom
5t12tp;Otvorená repozícia jednoduchej zlomeniny v kĺbnej oblasti proximálnej fibuly, osteosyntéza vonkajším skeletárnym fixátorom;S02-32;Osteosyntéza zlomeniny externým fixátorom
5t12tr;Otvorená repozícia jednoduchej zlomeniny v kĺbnej oblasti  distálnej fibuly, osteosyntéza vonkajším skeletárnym fixátorom;S02-32;Osteosyntéza zlomeniny externým fixátorom
5t12tx;Otvorená repozícia jednoduchej zlomeniny v kĺbnej oblasti ostatných dlhých kostí, osteosyntéza vonkajším skeletárnym fixátorom;S02-32;Osteosyntéza zlomeniny externým fixátorom
5t13t1;Otvorená repozícia trieštivej zlomeniny v kĺbnej oblasti proximálneho humeru, osteosyntéza vonkajším skeletárnym fixátorom;S02-32;Osteosyntéza zlomeniny externým fixátorom
5t13t3;Otvorená repozícia trieštivej zlomeniny v kĺbnej oblasti distálneho humeru, osteosyntéza vonkajším skeletárnym fixátorom;S02-32;Osteosyntéza zlomeniny externým fixátorom
5t13t4;Otvorená repozícia trieštivej zlomeniny v kĺbnej oblasti proximálneho radia, osteosyntéza vonkajším skeletárnym fixátorom;S02-32;Osteosyntéza zlomeniny externým fixátorom
5t13t6;Otvorená repozícia trieštivej zlomeniny v kĺbnej oblasti distálneho radia, osteosyntéza vonkajším skeletárnym fixátorom;S02-32;Osteosyntéza zlomeniny externým fixátorom
5t13t7;Otvorená repozícia trieštivej zlomeniny v kĺbnej oblasti proximálnej ulny, osteosyntéza vonkajším skeletárnym fixátorom ;S02-32;Osteosyntéza zlomeniny externým fixátorom
5t13t9;Otvorená repozícia trieštivej zlomeniny v kĺbnej oblasti  distálnej ulny, osteosyntéza vonkajším skeletárnym fixátorom;S02-32;Osteosyntéza zlomeniny externým fixátorom
