kod_hlavnej_diagnozy;nazov_hlavnej_diagnozy;kod_ms;nazov_ms
S855;Poranenie zákolennej žily [v. poplitea];S02-54;Povrchové poranenia, otvorené rany a poškodenia mäkkých častí
S857;Poranenie viacerých krvných ciev v úrovni predkolenia;S02-54;Povrchové poranenia, otvorené rany a poškodenia mäkkých častí
S858;Poranenie iných krvných ciev v úrovni predkolenia;S02-54;Povrchové poranenia, otvorené rany a poškodenia mäkkých častí
S859;Poranenie bližšie neurčenej krvnej cievy v úrovni predkolenia;S02-54;Povrchové poranenia, otvorené rany a poškodenia mäkkých častí
S897;Viaceré poranenia predkolenia;S02-54;Povrchové poranenia, otvorené rany a poškodenia mäkkých častí
S898;Iné poranenie predkolenia, bližšie určené;S02-54;Povrchové poranenia, otvorené rany a poškodenia mäkkých častí
S899;Poranenie predkolenia, bližšie neurčené;S02-54;Povrchové poranenia, otvorené rany a poškodenia mäkkých častí
S900;Pomliaždenie členka;S02-54;Povrchové poranenia, otvorené rany a poškodenia mäkkých častí
S901;Pomliaždenie prsta (prstov) nohy bez poškodenia nechta;S02-54;Povrchové poranenia, otvorené rany a poškodenia mäkkých častí
S902;Pomliaždenie prsta (prstov) nohy s poškodením nechta;S02-54;Povrchové poranenia, otvorené rany a poškodenia mäkkých častí
S903;Pomliaždenie iných a bližšie neurčených častí nohy;S02-54;Povrchové poranenia, otvorené rany a poškodenia mäkkých častí
S907;Viaceré povrchové poranenia členka a nohy;S02-54;Povrchové poranenia, otvorené rany a poškodenia mäkkých častí
S9081;Iné povrchové poranenie členka a nohy: odrenina;S02-54;Povrchové poranenia, otvorené rany a poškodenia mäkkých častí
S9084;Iné povrchové poranenie členka a nohy: povrchové cudzie teleso (úlomky);S02-54;Povrchové poranenia, otvorené rany a poškodenia mäkkých častí
S9088;Iné povrchové poranenie členka a nohy: iné;S02-54;Povrchové poranenia, otvorené rany a poškodenia mäkkých častí
S909;Povrchové poranenie členka a nohy, bližšie neurčené;S02-54;Povrchové poranenia, otvorené rany a poškodenia mäkkých častí
S910;Otvorená rana členka;S02-54;Povrchové poranenia, otvorené rany a poškodenia mäkkých častí
S911;Otvorená rana prsta (prstov) nohy bez poškodenia nechta;S02-54;Povrchové poranenia, otvorené rany a poškodenia mäkkých častí
S912;Otvorená rana prsta (prstov) nohy s poškodením nechta;S02-54;Povrchové poranenia, otvorené rany a poškodenia mäkkých častí
S913;Otvorená rana inej časti nohy;S02-54;Povrchové poranenia, otvorené rany a poškodenia mäkkých častí
S917;Viaceré otvorené rany členka a nohy;S02-54;Povrchové poranenia, otvorené rany a poškodenia mäkkých častí
S9180;Otvorená rana inej časti členka a nohy;S02-54;Povrchové poranenia, otvorené rany a poškodenia mäkkých častí
S950;Poranenie a.dorsalis pedis;S02-54;Povrchové poranenia, otvorené rany a poškodenia mäkkých častí
S951;Poranenie a.plantaris pedis;S02-54;Povrchové poranenia, otvorené rany a poškodenia mäkkých častí
S952;Poranenie v. dorsalis pedis;S02-54;Povrchové poranenia, otvorené rany a poškodenia mäkkých častí
S957;Poranenie viacerých krvných ciev v úrovni členka a nohy;S02-54;Povrchové poranenia, otvorené rany a poškodenia mäkkých častí
S958;Poranenie inej krvnej cievy v úrovni členka a nohy;S02-54;Povrchové poranenia, otvorené rany a poškodenia mäkkých častí
S959;Poranenie bližšie neurčenej krvnej cievy v úrovni členka a nohy;S02-54;Povrchové poranenia, otvorené rany a poškodenia mäkkých častí
S997;Viaceré poranenia členka a nohy;S02-54;Povrchové poranenia, otvorené rany a poškodenia mäkkých častí
S998;Iné poranenie členka a nohy, bližšie určené;S02-54;Povrchové poranenia, otvorené rany a poškodenia mäkkých častí
S999;Poranenie členka a nohy, bližšie neurčené;S02-54;Povrchové poranenia, otvorené rany a poškodenia mäkkých častí
T000;Povrchové poranenie postihujúce hlavu aj krk;S02-54;Povrchové poranenia, otvorené rany a poškodenia mäkkých častí
T001;Povrchové poranenie postihujúce hrudník aj brucho, hrudník aj driek, alebo hrudník aj panvu;S02-54;Povrchové poranenia, otvorené rany a poškodenia mäkkých častí
T002;Povrchové poranenie postihujúce viaceré oblasti hornej končatiny (horných končatín);S02-54;Povrchové poranenia, otvorené rany a poškodenia mäkkých častí
T003;Povrchové poranenie postihujúce viaceré oblasti dolnej končatiny (dolných končatín);S02-54;Povrchové poranenia, otvorené rany a poškodenia mäkkých častí
T006;Povrchové poranenie postihujúce viaceré oblasti hornej končatiny (horných končatín) a viaceré oblasti dolnej končatiny (dolných končatín);S02-54;Povrchové poranenia, otvorené rany a poškodenia mäkkých častí
T008;Povrchové poranenie postihujúce iné kombinácie oblastí tela;S02-54;Povrchové poranenia, otvorené rany a poškodenia mäkkých častí
T009;Viaceré povrchové poranenia, bližšie neurčené;S02-54;Povrchové poranenia, otvorené rany a poškodenia mäkkých častí
T010;Otvorená rana postihujúca hlavu aj krk;S02-54;Povrchové poranenia, otvorené rany a poškodenia mäkkých častí
T011;Otvorená rana postihujúca hrudník aj brucho, hrudník aj driek, alebo hrudník aj panvu;S02-54;Povrchové poranenia, otvorené rany a poškodenia mäkkých častí
T012;Otvorená rana postihujúca viaceré oblasti hornej končatiny (horných končatín);S02-54;Povrchové poranenia, otvorené rany a poškodenia mäkkých častí
T013;Otvorená rana postihujúca viaceré oblasti dolnej končatiny (dolných končatín);S02-54;Povrchové poranenia, otvorené rany a poškodenia mäkkých častí
T016;Otvorená rana postihujúca viaceré oblasti hornej končatiny (horných končatín) a viaceré oblasti dolnej končatiny (dolných končatín);S02-54;Povrchové poranenia, otvorené rany a poškodenia mäkkých častí
T018;Otvorená rana postihujúca inú kombináciu oblastí tela;S02-54;Povrchové poranenia, otvorené rany a poškodenia mäkkých častí
T019;Viaceré otvorené rany, bližšie neurčené;S02-54;Povrchové poranenia, otvorené rany a poškodenia mäkkých častí
T0240;Zlomeniny postihujúce viaceré oblasti oboch horných končatín, zatvorené alebo bez bližšieho určenia;S02-54;Povrchové poranenia, otvorené rany a poškodenia mäkkých častí
T0241;Zlomeniny postihujúce viaceré oblasti oboch horných končatín, otvorené;S02-54;Povrchové poranenia, otvorené rany a poškodenia mäkkých častí
T0250;Zlomeniny viacerých oblastí oboch dolných končatín, zatvorené alebo bez bližšieho určenia;S02-54;Povrchové poranenia, otvorené rany a poškodenia mäkkých častí
T0251;Zlomeniny viacerých oblastí oboch dolných končatín, otvorené;S02-54;Povrchové poranenia, otvorené rany a poškodenia mäkkých častí
T068;Iné bližšie určené poranenie postihujúce viaceré oblasti tela;S02-54;Povrchové poranenia, otvorené rany a poškodenia mäkkých častí
T07;Viaceré poranenia, bližšie neurčené;S02-54;Povrchové poranenia, otvorené rany a poškodenia mäkkých častí
T0900;Povrchové poranenie trupu v bližšie neurčenej úrovni, druh poranenia bližšie neurčený;S02-54;Povrchové poranenia, otvorené rany a poškodenia mäkkých častí
T0901;Povrchové poranenie trupu v bližšie neurčenej úrovni: odrenina;S02-54;Povrchové poranenia, otvorené rany a poškodenia mäkkých častí
T0904;Povrchové poranenie trupu v bližšie neurčenej úrovni: povrchové cudzie teleso (úlomky);S02-54;Povrchové poranenia, otvorené rany a poškodenia mäkkých častí
T0905;Povrchové poranenie trupu v bližšie neurčenej úrovni: pomliaždenie;S02-54;Povrchové poranenia, otvorené rany a poškodenia mäkkých častí
T0908;Povrchové poranenie trupu v bližšie neurčenej úrovni: iné;S02-54;Povrchové poranenia, otvorené rany a poškodenia mäkkých častí
T091;Otvorená rana trupu v bližšie neurčenej úrovni;S02-54;Povrchové poranenia, otvorené rany a poškodenia mäkkých častí
T1100;Povrchové poranenie hornej končatiny v bližšie neurčenej úrovni, druh poranenia bližšie neurčený;S02-54;Povrchové poranenia, otvorené rany a poškodenia mäkkých častí
T1101;Povrchové poranenie hornej končatiny v bližšie neurčenej úrovni: odrenina;S02-54;Povrchové poranenia, otvorené rany a poškodenia mäkkých častí
T1104;Povrchové poranenie hornej končatiny v bližšie neurčenej úrovni: povrchové cudzie teleso (úlomky);S02-54;Povrchové poranenia, otvorené rany a poškodenia mäkkých častí
T1105;Povrchové poranenie hornej končatiny v bližšie neurčenej úrovni: pomliaždenie;S02-54;Povrchové poranenia, otvorené rany a poškodenia mäkkých častí
T1108;Povrchové poranenie hornej končatiny v bližšie neurčenej úrovni: iné;S02-54;Povrchové poranenia, otvorené rany a poškodenia mäkkých častí
T111;Otvorená rana hornej končatiny v bližšie neurčenej úrovni;S02-54;Povrchové poranenia, otvorené rany a poškodenia mäkkých častí
T114;Poranenie bližšie neurčenej cievy hornej končatiny, v bližšie neurčenej úrovni;S02-54;Povrchové poranenia, otvorené rany a poškodenia mäkkých častí
T118;Iné bližšie určené poranenie hornej končatiny, v bližšie neurčenej úrovni;S02-54;Povrchové poranenia, otvorené rany a poškodenia mäkkých častí
T119;Bližšie neurčené poranenie hornej končatiny, v bližšie neurčenej úrovni;S02-54;Povrchové poranenia, otvorené rany a poškodenia mäkkých častí
T1300;Povrchové poranenie dolnej končatiny, v bližšie neurčenej úrovni, druh poranenia bližšie neurčený;S02-54;Povrchové poranenia, otvorené rany a poškodenia mäkkých častí
T1301;Povrchové poranenie dolnej končatiny, v bližšie neurčenej úrovni: odrenina;S02-54;Povrchové poranenia, otvorené rany a poškodenia mäkkých častí
T1304;Povrchové poranenie dolnej končatiny, v bližšie neurčenej úrovni: povrchové cudzie teleso (úlomky);S02-54;Povrchové poranenia, otvorené rany a poškodenia mäkkých častí
T1305;Povrchové poranenie dolnej končatiny, v bližšie neurčenej úrovni: pomliaždenie;S02-54;Povrchové poranenia, otvorené rany a poškodenia mäkkých častí
T1308;Povrchové poranenie dolnej končatiny, v bližšie neurčenej úrovni: iné;S02-54;Povrchové poranenia, otvorené rany a poškodenia mäkkých častí
T131;Otvorená rana dolnej končatiny, v bližšie neurčenej úrovni;S02-54;Povrchové poranenia, otvorené rany a poškodenia mäkkých častí
T134;Poranenie bližšie neurčenej krvnej cievy dolnej končatiny, v bližšie neurčenej úrovni;S02-54;Povrchové poranenia, otvorené rany a poškodenia mäkkých častí
T138;Iné bližšie určené poranenie dolnej končatiny, v bližšie neurčenej úrovni;S02-54;Povrchové poranenia, otvorené rany a poškodenia mäkkých častí
T139;Bližšie neurčené poranenie dolnej končatiny, v bližšie neurčenej úrovni;S02-54;Povrchové poranenia, otvorené rany a poškodenia mäkkých častí
T1400;Povrchové poranenie: oblasť bližšie neurčená tela, druh poranenia bližšie neurčený;S02-54;Povrchové poranenia, otvorené rany a poškodenia mäkkých častí
T1401;Povrchové poranenie: oblasť bližšie neurčená tela: odrenina;S02-54;Povrchové poranenia, otvorené rany a poškodenia mäkkých častí
T1404;Povrchové poranenie: oblasť bližšie neurčená tela: povrchové cudzie teleso (úlomky);S02-54;Povrchové poranenia, otvorené rany a poškodenia mäkkých častí
T1405;Povrchové poranenie: oblasť bližšie neurčená tela: pomliaždenie;S02-54;Povrchové poranenia, otvorené rany a poškodenia mäkkých častí
T1408;Povrchové poranenie: oblasť bližšie neurčená tela: iné;S02-54;Povrchové poranenia, otvorené rany a poškodenia mäkkých častí
T141;Otvorená rana: oblasť bližšie neurčená tela;S02-54;Povrchové poranenia, otvorené rany a poškodenia mäkkých častí
T145;Poranenie krvnej cievy (ciev): oblasť bližšie neurčená tela;S02-54;Povrchové poranenia, otvorené rany a poškodenia mäkkých častí
T148;Iné poranenie: oblasť bližšie neurčená tela;S02-54;Povrchové poranenia, otvorené rany a poškodenia mäkkých častí
T149;Poranenie, bližšie neurčené;S02-54;Povrchové poranenia, otvorené rany a poškodenia mäkkých častí
T8900;Komplikácia otvorenej rany, bližšie neurčená;S02-54;Povrchové poranenia, otvorené rany a poškodenia mäkkých častí
T8901;Komplikácia otvorenej rany, cudzie teleso (s infekciou alebo bez infekcie);S02-54;Povrchové poranenia, otvorené rany a poškodenia mäkkých častí
T8902;Komplikácia otvorenej rany, infekcia;S02-54;Povrchové poranenia, otvorené rany a poškodenia mäkkých častí
T8903;Komplikácia otvorenej rany, iná;S02-54;Povrchové poranenia, otvorené rany a poškodenia mäkkých častí
S020;Zlomenina lebkovej klenby;S02-55;Intrakraniálne poranenia a zlomeniny kránia
S021;Zlomenina spodiny lebky;S02-55;Intrakraniálne poranenia a zlomeniny kránia
S023;Zlomenina spodiny očnice;S02-55;Intrakraniálne poranenia a zlomeniny kránia
S027;Viaceré zlomeniny lebky a tvárových kostí;S02-55;Intrakraniálne poranenia a zlomeniny kránia
S028;Zlomenina inej kosti lebky a tváre;S02-55;Intrakraniálne poranenia a zlomeniny kránia
S029;Zlomenina kosti lebky a tváre, bližšie neurčená časť;S02-55;Intrakraniálne poranenia a zlomeniny kránia
S061;Poúrazový opuch mozgu;S02-55;Intrakraniálne poranenia a zlomeniny kránia
S0620;Difúzne poranenie mozgu a mozočka, bližšie neurčené;S02-55;Intrakraniálne poranenia a zlomeniny kránia
S0621;Difúzne pomliaždenie mozgu;S02-55;Intrakraniálne poranenia a zlomeniny kránia
S0622;Difúzne pomliaždenie mozočka;S02-55;Intrakraniálne poranenia a zlomeniny kránia
S0623;Viaceré vnútromozgové a mozočkové hematómy;S02-55;Intrakraniálne poranenia a zlomeniny kránia
S0628;Iné difúzne poranenie mozgu a mozočka;S02-55;Intrakraniálne poranenia a zlomeniny kránia
S0630;Ložiskové poranenie mozgu a mozočka, bližšie neurčené;S02-55;Intrakraniálne poranenia a zlomeniny kránia
S0631;Ložiskové pomliaždenie mozgu;S02-55;Intrakraniálne poranenia a zlomeniny kránia
S0632;Ložiskové pomliaždenie mozočka;S02-55;Intrakraniálne poranenia a zlomeniny kránia
S0633;Ložiskový hematóm mozgu;S02-55;Intrakraniálne poranenia a zlomeniny kránia
S0634;Ložiskový hematóm mozočka;S02-55;Intrakraniálne poranenia a zlomeniny kránia
S0638;Iné ložiskové poranenie mozgu a mozočka;S02-55;Intrakraniálne poranenia a zlomeniny kránia
S064;Epidurálne krvácanie;S02-55;Intrakraniálne poranenia a zlomeniny kránia
S065;Subdurálne krvácanie po úraze;S02-55;Intrakraniálne poranenia a zlomeniny kránia
S066;Subarachnoidálne krvácanie po úraze;S02-55;Intrakraniálne poranenia a zlomeniny kránia
S068;Iné vnútrolebkové poranenie;S02-55;Intrakraniálne poranenia a zlomeniny kránia
S069;Vnútrolebkové poranenie, bližšie neurčené;S02-55;Intrakraniálne poranenia a zlomeniny kránia
S071;Drvivé poranenie lebky;S02-55;Intrakraniálne poranenia a zlomeniny kránia
S078;Drvivé poranenie iných častí hlavy;S02-55;Intrakraniálne poranenia a zlomeniny kránia
S079;Drvivé poranenie hlavy, časť bližšie neurčená;S02-55;Intrakraniálne poranenia a zlomeniny kránia
