kod_vykonu;nazov_vykonu;skupina_diagnoz;kod_ms;nazov_ms
5t690;Odstránenie osteosyntetického materiálu z chrbtice;Trauma a poúrazové stavy;S02-28;Iné výkony na chrbtici pre traumu a poúrazové stavy
5t695;Revízia po operácii chrbtice;Trauma a poúrazové stavy;S02-28;Iné výkony na chrbtici pre traumu a poúrazové stavy
5t6991;Vertebroplastika, 1 stavec;Trauma a poúrazové stavy;S02-28;Iné výkony na chrbtici pre traumu a poúrazové stavy
5t6992;Vertebroplastika, 2 stavce;Trauma a poúrazové stavy;S02-28;Iné výkony na chrbtici pre traumu a poúrazové stavy
5t6993;Vertebroplastika, 3 stavce;Trauma a poúrazové stavy;S02-28;Iné výkony na chrbtici pre traumu a poúrazové stavy
5t6994;Vertebroplastika, 4 a viac stavcov;Trauma a poúrazové stavy;S02-28;Iné výkony na chrbtici pre traumu a poúrazové stavy
5t69a1;Kyfoplastika, 1 stavec;Trauma a poúrazové stavy;S02-28;Iné výkony na chrbtici pre traumu a poúrazové stavy
5t69a2;Kyfoplastika, 2 stavce;Trauma a poúrazové stavy;S02-28;Iné výkony na chrbtici pre traumu a poúrazové stavy
5t69a3;Kyfoplastika, 3 stavce;Trauma a poúrazové stavy;S02-28;Iné výkony na chrbtici pre traumu a poúrazové stavy
5t69a4;Kyfoplastika, 4 a viac stavcov;Trauma a poúrazové stavy;S02-28;Iné výkony na chrbtici pre traumu a poúrazové stavy
5t69x1;Iné operácie na chrbtici, HALO fixácia;Trauma a poúrazové stavy;S02-28;Iné výkony na chrbtici pre traumu a poúrazové stavy
5t69xx;Iné operácie na chrbtici, ostatné;Trauma a poúrazové stavy;S02-28;Iné výkony na chrbtici pre traumu a poúrazové stavy
5t061;Osteosyntéza skrutkou;Trauma a poúrazové stavy;S02-35;Osteosyntéza pre poúrazové stavy a komplikácie
5t063;Osteosyntéza dlahou;Trauma a poúrazové stavy;S02-35;Osteosyntéza pre poúrazové stavy a komplikácie
5t064;Osteosyntéza drôtom alebo ťahovou serklážou;Trauma a poúrazové stavy;S02-35;Osteosyntéza pre poúrazové stavy a komplikácie
5t065;Osteosyntéza dynamickou kompresnou skrutkou;Trauma a poúrazové stavy;S02-35;Osteosyntéza pre poúrazové stavy a komplikácie
5t066;Osteosyntéza vnútrodreňovým klincom;Trauma a poúrazové stavy;S02-35;Osteosyntéza pre poúrazové stavy a komplikácie
5t067;Osteosyntéza zaisteným vnútrodreňovým klincom;Trauma a poúrazové stavy;S02-35;Osteosyntéza pre poúrazové stavy a komplikácie
5t068;Osteosyntéza vnútrodreňovým klincom zaisteným na kĺbovú komponentu;Trauma a poúrazové stavy;S02-35;Osteosyntéza pre poúrazové stavy a komplikácie
5t069;Osteosyntéza transfixačným klincom;Trauma a poúrazové stavy;S02-35;Osteosyntéza pre poúrazové stavy a komplikácie
5t06a;Osteosyntéza intramedulárnym drôtom;Trauma a poúrazové stavy;S02-35;Osteosyntéza pre poúrazové stavy a komplikácie
5t06b;Osteosyntéza uhlovostabilnou dlahou;Trauma a poúrazové stavy;S02-35;Osteosyntéza pre poúrazové stavy a komplikácie
5t06c;Osteosyntéza uhlovou/kondylárnou dlahou;Trauma a poúrazové stavy;S02-35;Osteosyntéza pre poúrazové stavy a komplikácie
5t06d;Osteosyntéza skobou;Trauma a poúrazové stavy;S02-35;Osteosyntéza pre poúrazové stavy a komplikácie
5t06v;Osteosyntéza kruhovým fixátorom;Trauma a poúrazové stavy;S02-35;Osteosyntéza pre poúrazové stavy a komplikácie
5t06x;Osteosyntéza, iná;Trauma a poúrazové stavy;S02-35;Osteosyntéza pre poúrazové stavy a komplikácie
5t06z;Osteosyntéza rezorbovateľným materiálom;Trauma a poúrazové stavy;S02-35;Osteosyntéza pre poúrazové stavy a komplikácie
5t09xs;Ostatné operácie talu;Trauma a poúrazové stavy;S02-48;Iné výkony na kostiach pre traumu a poúrazové stavy
5t09xt;Ostatné operácie kalkanea;Trauma a poúrazové stavy;S02-48;Iné výkony na kostiach pre traumu a poúrazové stavy
5t09xu;Ostatné operácie tarzálnych kostí;Trauma a poúrazové stavy;S02-48;Iné výkony na kostiach pre traumu a poúrazové stavy
5t09xv;Ostatné operácie metatarzálnych kostí;Trauma a poúrazové stavy;S02-48;Iné výkony na kostiach pre traumu a poúrazové stavy
5t09xw;Ostatné operácie falangov prstov nohy;Trauma a poúrazové stavy;S02-48;Iné výkony na kostiach pre traumu a poúrazové stavy
5q5308;Rekonštrukčná operácia vrodenej vývojovej chyby maternice, roboticky;Vrodená vývojová chyba genitálu;S10-07;Rekonštrukčná operácia vrodenej vývojovej chyby genitálu (výkony pri diagnózach Q50.0 - Q52.9) - komplexná
5q6504;Neoplastika pošvy, laparoskopicky;Vrodená vývojová chyba genitálu;S10-07;Rekonštrukčná operácia vrodenej vývojovej chyby genitálu (výkony pri diagnózach Q50.0 - Q52.9) - komplexná
5q652;Vaginálna operácia pri aplázii pošvy;Vrodená vývojová chyba genitálu;S10-07;Rekonštrukčná operácia vrodenej vývojovej chyby genitálu (výkony pri diagnózach Q50.0 - Q52.9) - komplexná
5q653;Vaginálna operácia pri neúplnom zdvojení vnútorných rodidiel;Vrodená vývojová chyba genitálu;S10-07;Rekonštrukčná operácia vrodenej vývojovej chyby genitálu (výkony pri diagnózach Q50.0 - Q52.9) - komplexná
5q690;Fistulektómia a plastika;Vrodená vývojová chyba genitálu;S10-07;Rekonštrukčná operácia vrodenej vývojovej chyby genitálu (výkony pri diagnózach Q50.0 - Q52.9) - komplexná
5q691;Kolpostómia pri intersexuálnych malformáciách typu Prader IV. a V. s uzáverom sinusovaginálnej alebo uretrovaginálnej fistuly;Vrodená vývojová chyba genitálu;S10-13;Rekonštrukčná operácia vrodenej vývojovej chyby genitálu (výkony pri diagnózach Q50.0 - Q52.9) I.
5q692;Kolpostómia pri intersexuálnych malformáciách typu Prader IV. a V., plastika pošvového vchodu;Vrodená vývojová chyba genitálu;S10-13;Rekonštrukčná operácia vrodenej vývojovej chyby genitálu (výkony pri diagnózach Q50.0 - Q52.9) I.
5q693;Kolpostómia pri parciálnej aplázii distálnej časti pošvy;Vrodená vývojová chyba genitálu;S10-13;Rekonštrukčná operácia vrodenej vývojovej chyby genitálu (výkony pri diagnózach Q50.0 - Q52.9) I.
5q5300;Rekonštrukčná operácia vrodenej vývojovej chyby maternice, laparotomicky;Vrodená vývojová chyba genitálu;S10-14;Rekonštrukčná operácia vrodenej vývojovej chyby genitálu (výkony pri diagnózach Q50.0 - Q52.9)
5q5303;Rekonštrukčná operácia vrodenej vývojovej chyby maternice, hysteroskopicky;Vrodená vývojová chyba genitálu;S10-14;Rekonštrukčná operácia vrodenej vývojovej chyby genitálu (výkony pri diagnózach Q50.0 - Q52.9)
5q5304;Rekonštrukčná operácia vrodenej vývojovej chyby maternice, laparoskopicky;Vrodená vývojová chyba genitálu;S10-14;Rekonštrukčná operácia vrodenej vývojovej chyby genitálu (výkony pri diagnózach Q50.0 - Q52.9)
5q651;Excízia kongenitálneho [vrodeného] septa pošvy;Vrodená vývojová chyba genitálu;S10-14;Rekonštrukčná operácia vrodenej vývojovej chyby genitálu (výkony pri diagnózach Q50.0 - Q52.9)
5q654;Plastika vaginálneho vchodu;Vrodená vývojová chyba genitálu;S10-14;Rekonštrukčná operácia vrodenej vývojovej chyby genitálu (výkony pri diagnózach Q50.0 - Q52.9)
93020;Predpôrodná starostlivosť pri dekompenzovanom diabete a DM s komplikáciami;Diabetes mellitus v gravidite;S11-05;Predpôrodná starostlivosť pri dekompenzovanom diabete a DM s komplikáciami
5v4000;Redukčná tkanivová plastika na koži a podkoží v oblasti pery;Morbus Madelung;S15-25;Iné malé výkony na koži a podkoží B pri diagnóze Morbus Madelung
5v4004;Redukčná tkanivová plastika na koži a podkoží ostatných častí hlavy;Morbus Madelung;S15-25;Iné malé výkony na koži a podkoží B pri diagnóze Morbus Madelung
5v4005;Redukčná tkanivová plastika na koži a podkoží v oblasti krku;Morbus Madelung;S15-25;Iné malé výkony na koži a podkoží B pri diagnóze Morbus Madelung
5v4006;Redukčná tkanivová plastika na koži a podkoží v oblasti ramena a axily;Morbus Madelung;S15-25;Iné malé výkony na koži a podkoží B pri diagnóze Morbus Madelung
5v4007;Redukčná tkanivová plastika na koži a podkoží v oblasti ramena a lakťa;Morbus Madelung;S15-25;Iné malé výkony na koži a podkoží B pri diagnóze Morbus Madelung
5v4008;Redukčná tkanivová plastika na koži a podkoží v oblasti predlaktia;Morbus Madelung;S15-25;Iné malé výkony na koži a podkoží B pri diagnóze Morbus Madelung
5v4009;Redukčná tkanivová plastika na koži a podkoží v oblasti ruky;Morbus Madelung;S15-25;Iné malé výkony na koži a podkoží B pri diagnóze Morbus Madelung
5v400a;Redukčná tkanivová plastika na koži a podkoží v oblasti hrudnej steny a chrbta;Morbus Madelung;S15-25;Iné malé výkony na koži a podkoží B pri diagnóze Morbus Madelung
5v400b;Redukčná tkanivová plastika na koži a podkoží v brušnej oblasti;Morbus Madelung;S15-25;Iné malé výkony na koži a podkoží B pri diagnóze Morbus Madelung
5v400c;Redukčná tkanivová plastika na koži a podkoží v inguinálnej a genitálnej oblasti;Morbus Madelung;S15-25;Iné malé výkony na koži a podkoží B pri diagnóze Morbus Madelung
5v400d;Redukčná tkanivová plastika na koži a podkoží v gluteálnej oblasti;Morbus Madelung;S15-25;Iné malé výkony na koži a podkoží B pri diagnóze Morbus Madelung
5v400e;Redukčná tkanivová plastika na koži a podkoží v oblasti stehna a kolena;Morbus Madelung;S15-25;Iné malé výkony na koži a podkoží B pri diagnóze Morbus Madelung
5v400f;Redukčná tkanivová plastika na koži a podkoží v oblasti predkolenia;Morbus Madelung;S15-25;Iné malé výkony na koži a podkoží B pri diagnóze Morbus Madelung
5v400g;Redukčná tkanivová plastika na koži a podkoží v oblasti nohy (chodidlo);Morbus Madelung;S15-25;Iné malé výkony na koži a podkoží B pri diagnóze Morbus Madelung
5v400x;Redukčná tkanivová plastika na koži a podkoží, ostatné;Morbus Madelung;S15-25;Iné malé výkony na koži a podkoží B pri diagnóze Morbus Madelung
5v4010;Liposukcia v oblasti pery;Morbus Madelung;S15-25;Iné malé výkony na koži a podkoží B pri diagnóze Morbus Madelung
5v4014;Liposukcia ostatných častí hlavy;Morbus Madelung;S15-25;Iné malé výkony na koži a podkoží B pri diagnóze Morbus Madelung
5v4015;Liposukcia v oblasti krku;Morbus Madelung;S15-25;Iné malé výkony na koži a podkoží B pri diagnóze Morbus Madelung
5v4016;Liposukcia v oblasti ramena a axily;Morbus Madelung;S15-25;Iné malé výkony na koži a podkoží B pri diagnóze Morbus Madelung
5v4017;Liposukcia v oblasti ramena a lakťa;Morbus Madelung;S15-25;Iné malé výkony na koži a podkoží B pri diagnóze Morbus Madelung
5v4018;Liposukcia v oblasti predlaktia;Morbus Madelung;S15-25;Iné malé výkony na koži a podkoží B pri diagnóze Morbus Madelung
5v4019;Liposukcia v oblasti ruky;Morbus Madelung;S15-25;Iné malé výkony na koži a podkoží B pri diagnóze Morbus Madelung
5v401a;Liposukcia v oblasti hrudnej steny a chrbta;Morbus Madelung;S15-25;Iné malé výkony na koži a podkoží B pri diagnóze Morbus Madelung
5v401b;Liposukcia v brušnej oblasti;Morbus Madelung;S15-25;Iné malé výkony na koži a podkoží B pri diagnóze Morbus Madelung
5v401c;Liposukcia v inguinálnej a genitálnej oblasti;Morbus Madelung;S15-25;Iné malé výkony na koži a podkoží B pri diagnóze Morbus Madelung
5v401d;Liposukcia v gluteálnej oblasti;Morbus Madelung;S15-25;Iné malé výkony na koži a podkoží B pri diagnóze Morbus Madelung
5v401e;Liposukcia v oblasti stehna a kolena;Morbus Madelung;S15-25;Iné malé výkony na koži a podkoží B pri diagnóze Morbus Madelung
5v401f;Liposukcia v oblasti predkolenia;Morbus Madelung;S15-25;Iné malé výkony na koži a podkoží B pri diagnóze Morbus Madelung
5v401g;Liposukcia v oblasti nohy (chodidlo);Morbus Madelung;S15-25;Iné malé výkony na koži a podkoží B pri diagnóze Morbus Madelung
5v401n;Liposukcia prsníkov;Morbus Madelung;S15-25;Iné malé výkony na koži a podkoží B pri diagnóze Morbus Madelung
5v401x;Liposukcia, ostatné;Morbus Madelung;S15-25;Iné malé výkony na koži a podkoží B pri diagnóze Morbus Madelung
5v4020;Odstránenie tukového tkaniva v oblasti pery;Morbus Madelung;S15-25;Iné malé výkony na koži a podkoží B pri diagnóze Morbus Madelung
5v4024;Odstránenie tukového tkaniva ostatných častí hlavy;Morbus Madelung;S15-25;Iné malé výkony na koži a podkoží B pri diagnóze Morbus Madelung
5v4025;Odstránenie tukového tkaniva v oblasti krku;Morbus Madelung;S15-25;Iné malé výkony na koži a podkoží B pri diagnóze Morbus Madelung
5v4026;Odstránenie tukového tkaniva v oblasti ramena a axily;Morbus Madelung;S15-25;Iné malé výkony na koži a podkoží B pri diagnóze Morbus Madelung
5v4027;Odstránenie tukového tkaniva v oblasti ramena a lakťa;Morbus Madelung;S15-25;Iné malé výkony na koži a podkoží B pri diagnóze Morbus Madelung
5v4028;Odstránenie tukového tkaniva v oblasti predlaktia;Morbus Madelung;S15-25;Iné malé výkony na koži a podkoží B pri diagnóze Morbus Madelung
5v4029;Odstránenie tukového tkaniva v oblasti ruky;Morbus Madelung;S15-25;Iné malé výkony na koži a podkoží B pri diagnóze Morbus Madelung
5v402a;Odstránenie tukového tkaniva v oblasti hrudnej steny a chrbta;Morbus Madelung;S15-25;Iné malé výkony na koži a podkoží B pri diagnóze Morbus Madelung
5v402b;Odstránenie tukového tkaniva v brušnej oblasti;Morbus Madelung;S15-25;Iné malé výkony na koži a podkoží B pri diagnóze Morbus Madelung
5v402c;Odstránenie tukového tkaniva v inguinálnej a genitálnej oblasti;Morbus Madelung;S15-25;Iné malé výkony na koži a podkoží B pri diagnóze Morbus Madelung
5v402d;Odstránenie tukového tkaniva v gluteálnej oblasti;Morbus Madelung;S15-25;Iné malé výkony na koži a podkoží B pri diagnóze Morbus Madelung
5v402e;Odstránenie tukového tkaniva v oblasti stehna a kolena;Morbus Madelung;S15-25;Iné malé výkony na koži a podkoží B pri diagnóze Morbus Madelung
5v402f;Odstránenie tukového tkaniva v oblasti predkolenia;Morbus Madelung;S15-25;Iné malé výkony na koži a podkoží B pri diagnóze Morbus Madelung
5v402g;Odstránenie tukového tkaniva v oblasti nohy (chodidlo);Morbus Madelung;S15-25;Iné malé výkony na koži a podkoží B pri diagnóze Morbus Madelung
5v402x;Odstránenie tukového tkaniva, ostatné;Morbus Madelung;S15-25;Iné malé výkony na koži a podkoží B pri diagnóze Morbus Madelung
5v403;Axilárna odsávacia kyretáž potných žliaz;Morbus Madelung;S15-25;Iné malé výkony na koži a podkoží B pri diagnóze Morbus Madelung
5v4260;Dermabrázia veľkej plochy povrchovej kožnej vrstvy v oblasti pery;Morbus Madelung;S15-25;Iné malé výkony na koži a podkoží B pri diagnóze Morbus Madelung
5v4264;Dermabrázia veľkej plochy povrchovej kožnej vrstvy ostatných častí hlavy;Morbus Madelung;S15-25;Iné malé výkony na koži a podkoží B pri diagnóze Morbus Madelung
5v4265;Dermabrázia veľkej plochy povrchovej kožnej vrstvy v oblasti krku;Morbus Madelung;S15-25;Iné malé výkony na koži a podkoží B pri diagnóze Morbus Madelung
5v4266;Dermabrázia veľkej plochy povrchovej kožnej vrstvy v oblasti ramena a axily;Morbus Madelung;S15-25;Iné malé výkony na koži a podkoží B pri diagnóze Morbus Madelung
5v4267;Dermabrázia veľkej plochy povrchovej kožnej vrstvy v oblasti ramena a lakťa;Morbus Madelung;S15-25;Iné malé výkony na koži a podkoží B pri diagnóze Morbus Madelung
5v4268;Dermabrázia veľkej plochy povrchovej kožnej vrstvy v oblasti predlaktia;Morbus Madelung;S15-25;Iné malé výkony na koži a podkoží B pri diagnóze Morbus Madelung
5v4269;Dermabrázia veľkej plochy povrchovej kožnej vrstvy v oblasti ruky;Morbus Madelung;S15-25;Iné malé výkony na koži a podkoží B pri diagnóze Morbus Madelung
5v426a;Dermabrázia veľkej plochy povrchovej kožnej vrstvy v oblasti hrudnej steny a chrbta;Morbus Madelung;S15-25;Iné malé výkony na koži a podkoží B pri diagnóze Morbus Madelung
5v426b;Dermabrázia veľkej plochy povrchovej kožnej vrstvy v brušnej oblasti;Morbus Madelung;S15-25;Iné malé výkony na koži a podkoží B pri diagnóze Morbus Madelung
5v426c;Dermabrázia veľkej plochy povrchovej kožnej vrstvy v inguinálnej a genitálnej oblasti;Morbus Madelung;S15-25;Iné malé výkony na koži a podkoží B pri diagnóze Morbus Madelung
5v426d;Dermabrázia veľkej plochy povrchovej kožnej vrstvy v gluteálnej oblasti;Morbus Madelung;S15-25;Iné malé výkony na koži a podkoží B pri diagnóze Morbus Madelung
5v426e;Dermabrázia veľkej plochy povrchovej kožnej vrstvy v oblasti stehna a kolena;Morbus Madelung;S15-25;Iné malé výkony na koži a podkoží B pri diagnóze Morbus Madelung
5v426f;Dermabrázia veľkej plochy povrchovej kožnej vrstvy v oblasti predkolenia;Morbus Madelung;S15-25;Iné malé výkony na koži a podkoží B pri diagnóze Morbus Madelung
5v426g;Dermabrázia veľkej plochy povrchovej kožnej vrstvy v oblasti nohy (chodidlo);Morbus Madelung;S15-25;Iné malé výkony na koži a podkoží B pri diagnóze Morbus Madelung
5v426x;Dermabrázia veľkej plochy povrchovej kožnej vrstvy, ostatné;Morbus Madelung;S15-25;Iné malé výkony na koži a podkoží B pri diagnóze Morbus Madelung
5v4270;Zbrúsenie veľkej plochy povrchovej kožnej vrstvy v oblasti pery;Morbus Madelung;S15-25;Iné malé výkony na koži a podkoží B pri diagnóze Morbus Madelung
5v4274;Zbrúsenie veľkej plochy povrchovej kožnej vrstvy ostatných častí hlavy;Morbus Madelung;S15-25;Iné malé výkony na koži a podkoží B pri diagnóze Morbus Madelung
5v4275;Zbrúsenie veľkej plochy povrchovej kožnej vrstvy v oblasti krku;Morbus Madelung;S15-25;Iné malé výkony na koži a podkoží B pri diagnóze Morbus Madelung
