kriterium;poradieKriterium;typKriterium;kod;nazov;pocetKriterium
So signifikantným OP výkonom;1;vyk;5a20k1;;1
So signifikantným OP výkonom;1;vyk;5a20k2;;1
So signifikantným OP výkonom;1;vyk;5a20m0;;1
So signifikantným OP výkonom;1;vyk;5a20m1;;1
So signifikantným OP výkonom;1;vyk;5a20m2;;1
So signifikantným OP výkonom;1;vyk;5a20n0;;1
So signifikantným OP výkonom;1;vyk;5a20n1;;1
So signifikantným OP výkonom;1;vyk;5a20n2;;1
So signifikantným OP výkonom;1;vyk;5a20o;;1
So signifikantným OP výkonom;1;vyk;5a20p;;1
So signifikantným OP výkonom;1;vyk;5a20s;;1
So signifikantným OP výkonom;1;vyk;5a20t;;1
So signifikantným OP výkonom;1;vyk;5a20u;;1
So signifikantným OP výkonom;1;vyk;5a20v;;1
So signifikantným OP výkonom;1;vyk;5a2100;;1
So signifikantným OP výkonom;1;vyk;5a2101;;1
So signifikantným OP výkonom;1;vyk;5a2112;;1
So signifikantným OP výkonom;1;vyk;5a2113;;1
So signifikantným OP výkonom;1;vyk;5a2114;;1
So signifikantným OP výkonom;1;vyk;5a2115;;1
So signifikantným OP výkonom;1;vyk;5a2116;;1
So signifikantným OP výkonom;1;vyk;5a2117;;1
So signifikantným OP výkonom;1;vyk;5a2122;;1
So signifikantným OP výkonom;1;vyk;5a2123;;1
So signifikantným OP výkonom;1;vyk;5a2124;;1
So signifikantným OP výkonom;1;vyk;5a2125;;1
So signifikantným OP výkonom;1;vyk;5a2126;;1
So signifikantným OP výkonom;1;vyk;5a2127;;1
So signifikantným OP výkonom;1;vyk;5a213;;1
So signifikantným OP výkonom;1;vyk;5a21410;;1
So signifikantným OP výkonom;1;vyk;5a21411;;1
So signifikantným OP výkonom;1;vyk;5a21412;;1
So signifikantným OP výkonom;1;vyk;5a21420;;1
So signifikantným OP výkonom;1;vyk;5a21421;;1
So signifikantným OP výkonom;1;vyk;5a21422;;1
So signifikantným OP výkonom;1;vyk;5a2148;;1
So signifikantným OP výkonom;1;vyk;5a2149;;1
So signifikantným OP výkonom;1;vyk;5a214a;;1
So signifikantným OP výkonom;1;vyk;5a214b;;1
So signifikantným OP výkonom;1;vyk;5a214c;;1
So signifikantným OP výkonom;1;vyk;5a2152;;1
So signifikantným OP výkonom;1;vyk;5a2153;;1
So signifikantným OP výkonom;1;vyk;5a2154;;1
So signifikantným OP výkonom;1;vyk;5a2155;;1
So signifikantným OP výkonom;1;vyk;5a2156;;1
So signifikantným OP výkonom;1;vyk;5a2157;;1
So signifikantným OP výkonom;1;vyk;5a2158a;;1
So signifikantným OP výkonom;1;vyk;5a2158b;;1
So signifikantným OP výkonom;1;vyk;5a2158x;;1
So signifikantným OP výkonom;1;vyk;5a21591;;1
So signifikantným OP výkonom;1;vyk;5a21592;;1
So signifikantným OP výkonom;1;vyk;5a215a1;;1
So signifikantným OP výkonom;1;vyk;5a215a2;;1
So signifikantným OP výkonom;1;vyk;5a215b;;1
So signifikantným OP výkonom;1;vyk;5a300;;1
So signifikantným OP výkonom;1;vyk;5a301;;1
So signifikantným OP výkonom;1;vyk;5a302;;1
So signifikantným OP výkonom;1;vyk;5a3040;;1
So signifikantným OP výkonom;1;vyk;5a3041;;1
So signifikantným OP výkonom;1;vyk;5a3042;;1
So signifikantným OP výkonom;1;vyk;5a3043;;1
So signifikantným OP výkonom;1;vyk;5a307;;1
So signifikantným OP výkonom;1;vyk;5a308;;1
So signifikantným OP výkonom;1;vyk;5a309;;1
So signifikantným OP výkonom;1;vyk;5a30a;;1
So signifikantným OP výkonom;1;vyk;5a30b;;1
So signifikantným OP výkonom;1;vyk;5a30c;;1
So signifikantným OP výkonom;1;vyk;5a30d;;1
So signifikantným OP výkonom;1;vyk;5a30e4;;1
So signifikantným OP výkonom;1;vyk;5a30e5;;1
So signifikantným OP výkonom;1;vyk;5a30e6;;1
So signifikantným OP výkonom;1;vyk;5a30e7;;1
So signifikantným OP výkonom;1;vyk;5a30f;;1
So signifikantným OP výkonom;1;vyk;5a30g;;1
So signifikantným OP výkonom;1;vyk;5a30h;;1
So signifikantným OP výkonom;1;vyk;5a30j;;1
So signifikantným OP výkonom;1;vyk;5a30k;;1
So signifikantným OP výkonom;1;vyk;5a30m;;1
So signifikantným OP výkonom;1;vyk;5a30n;;1
So signifikantným OP výkonom;1;vyk;5a30o9;;1
So signifikantným OP výkonom;1;vyk;5a30ob;;1
So signifikantným OP výkonom;1;vyk;5a30p8;;1
So signifikantným OP výkonom;1;vyk;5a30pa;;1
So signifikantným OP výkonom;1;vyk;5a30r;;1
So signifikantným OP výkonom;1;vyk;5a31010;;1
So signifikantným OP výkonom;1;vyk;5a31011;;1
So signifikantným OP výkonom;1;vyk;5a3101x;;1
So signifikantným OP výkonom;1;vyk;5a3102;;1
So signifikantným OP výkonom;1;vyk;5a3103;;1
So signifikantným OP výkonom;1;vyk;5a3104;;1
So signifikantným OP výkonom;1;vyk;5a3105;;1
So signifikantným OP výkonom;1;vyk;5a3107;;1
So signifikantným OP výkonom;1;vyk;5a3108;;1
So signifikantným OP výkonom;1;vyk;5a31100;;1
So signifikantným OP výkonom;1;vyk;5a31101;;1
So signifikantným OP výkonom;1;vyk;5a31102;;1
So signifikantným OP výkonom;1;vyk;5a31103;;1
So signifikantným OP výkonom;1;vyk;5a31104;;1
So signifikantným OP výkonom;1;vyk;5a31105;;1
So signifikantným OP výkonom;1;vyk;5a31106;;1
So signifikantným OP výkonom;1;vyk;5a3111;;1
So signifikantným OP výkonom;1;vyk;5a31120;;1
So signifikantným OP výkonom;1;vyk;5a31121;;1
So signifikantným OP výkonom;1;vyk;5a31122;;1
So signifikantným OP výkonom;1;vyk;5a31123;;1
So signifikantným OP výkonom;1;vyk;5a31124;;1
So signifikantným OP výkonom;1;vyk;5a31125;;1
So signifikantným OP výkonom;1;vyk;5a31131;;1
So signifikantným OP výkonom;1;vyk;5a31132;;1
So signifikantným OP výkonom;1;vyk;5a31133;;1
So signifikantným OP výkonom;1;vyk;5a31134;;1
So signifikantným OP výkonom;1;vyk;5a31135;;1
So signifikantným OP výkonom;1;vyk;5a31136;;1
So signifikantným OP výkonom;1;vyk;5a31140;;1
So signifikantným OP výkonom;1;vyk;5a31141;;1
So signifikantným OP výkonom;1;vyk;5a31142;;1
So signifikantným OP výkonom;1;vyk;5a31150;;1
So signifikantným OP výkonom;1;vyk;5a31151;;1
So signifikantným OP výkonom;1;vyk;5a31152;;1
So signifikantným OP výkonom;1;vyk;5a3116;;1
So signifikantným OP výkonom;1;vyk;5a3117;;1
So signifikantným OP výkonom;1;vyk;5a3118;;1
So signifikantným OP výkonom;1;vyk;5a3119;;1
So signifikantným OP výkonom;1;vyk;5a311x;;1
So signifikantným OP výkonom;1;vyk;5a4001;;1
So signifikantným OP výkonom;1;vyk;5a4002;;1
So signifikantným OP výkonom;1;vyk;5a4010;;1
So signifikantným OP výkonom;1;vyk;5a402b;;1
So signifikantným OP výkonom;1;vyk;5a402c;;1
So signifikantným OP výkonom;1;vyk;5a403;;1
So signifikantným OP výkonom;1;vyk;5a404;;1
So signifikantným OP výkonom;1;vyk;5a405b;;1
So signifikantným OP výkonom;1;vyk;5a405c;;1
So signifikantným OP výkonom;1;vyk;5a4067;;1
So signifikantným OP výkonom;1;vyk;5a406b;;1
So signifikantným OP výkonom;1;vyk;5a4074;;1
So signifikantným OP výkonom;1;vyk;5a4075;;1
So signifikantným OP výkonom;1;vyk;5a4081;;1
So signifikantným OP výkonom;1;vyk;5a4082;;1
So signifikantným OP výkonom;1;vyk;5a4083;;1
So signifikantným OP výkonom;1;vyk;5a4090;;1
So signifikantným OP výkonom;1;vyk;5a4093;;1
So signifikantným OP výkonom;1;vyk;5a40a7;;1
So signifikantným OP výkonom;1;vyk;5a40ab;;1
So signifikantným OP výkonom;1;vyk;5a40ac;;1
So signifikantným OP výkonom;1;vyk;5a40b7;;1
So signifikantným OP výkonom;1;vyk;5a40bb;;1
So signifikantným OP výkonom;1;vyk;5a40bc;;1
So signifikantným OP výkonom;1;vyk;5a40c3;;1
So signifikantným OP výkonom;1;vyk;5a40c4;;1
So signifikantným OP výkonom;1;vyk;5a40c5;;1
So signifikantným OP výkonom;1;vyk;5a40c6;;1
So signifikantným OP výkonom;1;vyk;5a40c7;;1
So signifikantným OP výkonom;1;vyk;5a40c9;;1
So signifikantným OP výkonom;1;vyk;5a40ca;;1
So signifikantným OP výkonom;1;vyk;5a40cb;;1
So signifikantným OP výkonom;1;vyk;5a40cc;;1
So signifikantným OP výkonom;1;vyk;5a40d3;;1
So signifikantným OP výkonom;1;vyk;5a40d4;;1
So signifikantným OP výkonom;1;vyk;5a40d5;;1
So signifikantným OP výkonom;1;vyk;5a40d6;;1
So signifikantným OP výkonom;1;vyk;5a40d7;;1
So signifikantným OP výkonom;1;vyk;5a40d9;;1
So signifikantným OP výkonom;1;vyk;5a40da;;1
So signifikantným OP výkonom;1;vyk;5a40db;;1
So signifikantným OP výkonom;1;vyk;5a40dc;;1
So signifikantným OP výkonom;1;vyk;5a40e3;;1
So signifikantným OP výkonom;1;vyk;5a40e4;;1
So signifikantným OP výkonom;1;vyk;5a40e5;;1
So signifikantným OP výkonom;1;vyk;5a40e6;;1
So signifikantným OP výkonom;1;vyk;5a40e7;;1
So signifikantným OP výkonom;1;vyk;5a40e9;;1
So signifikantným OP výkonom;1;vyk;5a40ea;;1
So signifikantným OP výkonom;1;vyk;5a40eb;;1
So signifikantným OP výkonom;1;vyk;5a40ec;;1
So signifikantným OP výkonom;1;vyk;5a40f3;;1
So signifikantným OP výkonom;1;vyk;5a40f4;;1
So signifikantným OP výkonom;1;vyk;5a40f5;;1
So signifikantným OP výkonom;1;vyk;5a40f6;;1
So signifikantným OP výkonom;1;vyk;5a40f7;;1
So signifikantným OP výkonom;1;vyk;5a40f9;;1
So signifikantným OP výkonom;1;vyk;5a40fa;;1
So signifikantným OP výkonom;1;vyk;5a40fb;;1
So signifikantným OP výkonom;1;vyk;5a40fc;;1
So signifikantným OP výkonom;1;vyk;5a40g;;1
So signifikantným OP výkonom;1;vyk;5a500;;1
So signifikantným OP výkonom;1;vyk;5a501;;1
So signifikantným OP výkonom;1;vyk;5a502;;1
So signifikantným OP výkonom;1;vyk;5a503;;1
So signifikantným OP výkonom;1;vyk;5a504;;1
So signifikantným OP výkonom;1;vyk;5a5051;;1
So signifikantným OP výkonom;1;vyk;5a5052;;1
So signifikantným OP výkonom;1;vyk;5a506;;1
So signifikantným OP výkonom;1;vyk;5a5070;;1
So signifikantným OP výkonom;1;vyk;5a5071;;1
So signifikantným OP výkonom;1;vyk;5a508;;1
So signifikantným OP výkonom;1;vyk;5a50a;;1
So signifikantným OP výkonom;1;vyk;5a50b;;1
So signifikantným OP výkonom;1;vyk;5a50c2;;1
So signifikantným OP výkonom;1;vyk;5a50c3;;1
So signifikantným OP výkonom;1;vyk;5a50e4;;1
So signifikantným OP výkonom;1;vyk;5a50e5;;1
So signifikantným OP výkonom;1;vyk;5a50f;;1
So signifikantným OP výkonom;1;vyk;5a50g;;1
So signifikantným OP výkonom;1;vyk;5a50h61;;1
So signifikantným OP výkonom;1;vyk;5a50h63;;1
So signifikantným OP výkonom;1;vyk;5a50h64;;1
So signifikantným OP výkonom;1;vyk;5a50h6x;;1
So signifikantným OP výkonom;1;vyk;5a50h7;;1
So signifikantným OP výkonom;1;vyk;5a50h8;;1
So signifikantným OP výkonom;1;vyk;5a50h9;;1
So signifikantným OP výkonom;1;vyk;5a50ha;;1
So signifikantným OP výkonom;1;vyk;5a50hb;;1
So signifikantným OP výkonom;1;vyk;5a50j;;1
So signifikantným OP výkonom;1;vyk;5a50k;;1
So signifikantným OP výkonom;1;vyk;5a50l;;1
So signifikantným OP výkonom;1;vyk;5a50m;;1
So signifikantným OP výkonom;1;vyk;5a50n;;1
So signifikantným OP výkonom;1;vyk;5a50o;;1
So signifikantným OP výkonom;1;vyk;5a50p;;1
So signifikantným OP výkonom;1;vyk;5a50r;;1
So signifikantným OP výkonom;1;vyk;5a50t00;;1
So signifikantným OP výkonom;1;vyk;5a50t01;;1
So signifikantným OP výkonom;1;vyk;5a50t02;;1
So signifikantným OP výkonom;1;vyk;5a50t03;;1
So signifikantným OP výkonom;1;vyk;5a50t04;;1
So signifikantným OP výkonom;1;vyk;5a50t05;;1
So signifikantným OP výkonom;1;vyk;5a50t06;;1
So signifikantným OP výkonom;1;vyk;5a50t10;;1
So signifikantným OP výkonom;1;vyk;5a50t11;;1
So signifikantným OP výkonom;1;vyk;5a50t12;;1
So signifikantným OP výkonom;1;vyk;5a50t13;;1
So signifikantným OP výkonom;1;vyk;5a50t14;;1
So signifikantným OP výkonom;1;vyk;5a50t15;;1
So signifikantným OP výkonom;1;vyk;5a50t16;;1
So signifikantným OP výkonom;1;vyk;5a50te;;1
So signifikantným OP výkonom;1;vyk;5a50tf0;;1
So signifikantným OP výkonom;1;vyk;5a50tf1;;1
So signifikantným OP výkonom;1;vyk;5a90211;;1
So signifikantným OP výkonom;1;vyk;5a90212;;1
So signifikantným OP výkonom;1;vyk;5a90213;;1
So signifikantným OP výkonom;1;vyk;5a90221;;1
So signifikantným OP výkonom;1;vyk;5a90222;;1
So signifikantným OP výkonom;1;vyk;5a90223;;1
So signifikantným OP výkonom;1;vyk;5a90231;;1
So signifikantným OP výkonom;1;vyk;5a90232;;1
So signifikantným OP výkonom;1;vyk;5a90233;;1
So signifikantným OP výkonom;1;vyk;5a90311;;1
So signifikantným OP výkonom;1;vyk;5a90312;;1
So signifikantným OP výkonom;1;vyk;5a90313;;1
So signifikantným OP výkonom;1;vyk;5a90321;;1
So signifikantným OP výkonom;1;vyk;5a90322;;1
So signifikantným OP výkonom;1;vyk;5a90323;;1
So signifikantným OP výkonom;1;vyk;5a90331;;1
So signifikantným OP výkonom;1;vyk;5a90332;;1
So signifikantným OP výkonom;1;vyk;5a90333;;1
So signifikantným OP výkonom;1;vyk;5a90411;;1
So signifikantným OP výkonom;1;vyk;5a90412;;1
So signifikantným OP výkonom;1;vyk;5a90413;;1
So signifikantným OP výkonom;1;vyk;5a90421;;1
So signifikantným OP výkonom;1;vyk;5a90422;;1
So signifikantným OP výkonom;1;vyk;5a90423;;1
So signifikantným OP výkonom;1;vyk;5a90431;;1
So signifikantným OP výkonom;1;vyk;5a90432;;1
So signifikantným OP výkonom;1;vyk;5a90433;;1
So signifikantným OP výkonom;1;vyk;5a90441;;1
So signifikantným OP výkonom;1;vyk;5a90442;;1
So signifikantným OP výkonom;1;vyk;5a90443;;1
So signifikantným OP výkonom;1;vyk;5b110;;1
So signifikantným OP výkonom;1;vyk;5b111;;1
So signifikantným OP výkonom;1;vyk;5b112;;1
So signifikantným OP výkonom;1;vyk;5b113;;1
So signifikantným OP výkonom;1;vyk;5b11x;;1
So signifikantným OP výkonom;1;vyk;5b12000;;1
So signifikantným OP výkonom;1;vyk;5b12001;;1
So signifikantným OP výkonom;1;vyk;5b12002;;1
So signifikantným OP výkonom;1;vyk;5b12003;;1
So signifikantným OP výkonom;1;vyk;5b12004;;1
So signifikantným OP výkonom;1;vyk;5b12005;;1
So signifikantným OP výkonom;1;vyk;5b12006;;1
So signifikantným OP výkonom;1;vyk;5b12010;;1
So signifikantným OP výkonom;1;vyk;5b12016;;1
So signifikantným OP výkonom;1;vyk;5b12020;;1
So signifikantným OP výkonom;1;vyk;5b12021;;1
So signifikantným OP výkonom;1;vyk;5b12022;;1
So signifikantným OP výkonom;1;vyk;5b12023;;1
So signifikantným OP výkonom;1;vyk;5b12024;;1
So signifikantným OP výkonom;1;vyk;5b12025;;1
So signifikantným OP výkonom;1;vyk;5b12026;;1
So signifikantným OP výkonom;1;vyk;5b1202x;;1
So signifikantným OP výkonom;1;vyk;5b120x;;1
So signifikantným OP výkonom;1;vyk;5b12200;;1
So signifikantným OP výkonom;1;vyk;5b12201;;1
So signifikantným OP výkonom;1;vyk;5b12202;;1
So signifikantným OP výkonom;1;vyk;5b12203;;1
So signifikantným OP výkonom;1;vyk;5b12204;;1
So signifikantným OP výkonom;1;vyk;5b12205;;1
So signifikantným OP výkonom;1;vyk;5b12206;;1
So signifikantným OP výkonom;1;vyk;5b1220x;;1
So signifikantným OP výkonom;1;vyk;5b12210;;1
So signifikantným OP výkonom;1;vyk;5b12211;;1
So signifikantným OP výkonom;1;vyk;5b12212;;1
So signifikantným OP výkonom;1;vyk;5b12213;;1
So signifikantným OP výkonom;1;vyk;5b12214;;1
So signifikantným OP výkonom;1;vyk;5b12215;;1
So signifikantným OP výkonom;1;vyk;5b12216;;1
So signifikantným OP výkonom;1;vyk;5b1221x;;1
So signifikantným OP výkonom;1;vyk;5b12x0;;1
So signifikantným OP výkonom;1;vyk;5b12x1;;1
So signifikantným OP výkonom;1;vyk;5b12x2;;1
So signifikantným OP výkonom;1;vyk;5b12x3;;1
So signifikantným OP výkonom;1;vyk;5b12x4;;1
So signifikantným OP výkonom;1;vyk;5b12x5;;1
So signifikantným OP výkonom;1;vyk;5b12x6;;1
So signifikantným OP výkonom;1;vyk;5b12xx;;1
So signifikantným OP výkonom;1;vyk;5b1300;;1
So signifikantným OP výkonom;1;vyk;5b1301;;1
So signifikantným OP výkonom;1;vyk;5b1302;;1
So signifikantným OP výkonom;1;vyk;5b1303;;1
So signifikantným OP výkonom;1;vyk;5b1304;;1
So signifikantným OP výkonom;1;vyk;5b1305;;1
So signifikantným OP výkonom;1;vyk;5b1306;;1
So signifikantným OP výkonom;1;vyk;5b130x;;1
So signifikantným OP výkonom;1;vyk;5b1310;;1
So signifikantným OP výkonom;1;vyk;5b1311;;1
So signifikantným OP výkonom;1;vyk;5b1312;;1
So signifikantným OP výkonom;1;vyk;5b1313;;1
So signifikantným OP výkonom;1;vyk;5b1314;;1
So signifikantným OP výkonom;1;vyk;5b1315;;1
So signifikantným OP výkonom;1;vyk;5b1316;;1
So signifikantným OP výkonom;1;vyk;5b131x;;1
So signifikantným OP výkonom;1;vyk;5b1320;;1
So signifikantným OP výkonom;1;vyk;5b1321;;1
So signifikantným OP výkonom;1;vyk;5b1322;;1
So signifikantným OP výkonom;1;vyk;5b1323;;1
So signifikantným OP výkonom;1;vyk;5b1324;;1
So signifikantným OP výkonom;1;vyk;5b1325;;1
So signifikantným OP výkonom;1;vyk;5b1326;;1
So signifikantným OP výkonom;1;vyk;5b132x;;1
So signifikantným OP výkonom;1;vyk;5b1330;;1
So signifikantným OP výkonom;1;vyk;5b1331;;1
So signifikantným OP výkonom;1;vyk;5b1332;;1
So signifikantným OP výkonom;1;vyk;5b1333;;1
So signifikantným OP výkonom;1;vyk;5b1334;;1
So signifikantným OP výkonom;1;vyk;5b1335;;1
So signifikantným OP výkonom;1;vyk;5b1336;;1
So signifikantným OP výkonom;1;vyk;5b133x;;1
So signifikantným OP výkonom;1;vyk;5b1340;;1
So signifikantným OP výkonom;1;vyk;5b1341;;1
So signifikantným OP výkonom;1;vyk;5b1342;;1
So signifikantným OP výkonom;1;vyk;5b1343;;1
So signifikantným OP výkonom;1;vyk;5b1344;;1
So signifikantným OP výkonom;1;vyk;5b1345;;1
So signifikantným OP výkonom;1;vyk;5b1346;;1
So signifikantným OP výkonom;1;vyk;5b134x;;1
So signifikantným OP výkonom;1;vyk;5b1350;;1
So signifikantným OP výkonom;1;vyk;5b1351;;1
So signifikantným OP výkonom;1;vyk;5b1352;;1
So signifikantným OP výkonom;1;vyk;5b1353;;1
So signifikantným OP výkonom;1;vyk;5b1354;;1
So signifikantným OP výkonom;1;vyk;5b1355;;1
So signifikantným OP výkonom;1;vyk;5b1356;;1
So signifikantným OP výkonom;1;vyk;5b135x;;1
So signifikantným OP výkonom;1;vyk;5b1360;;1
So signifikantným OP výkonom;1;vyk;5b1361;;1
So signifikantným OP výkonom;1;vyk;5b1362;;1
So signifikantným OP výkonom;1;vyk;5b1363;;1
So signifikantným OP výkonom;1;vyk;5b1364;;1
So signifikantným OP výkonom;1;vyk;5b1365;;1
So signifikantným OP výkonom;1;vyk;5b1366;;1
So signifikantným OP výkonom;1;vyk;5b136x;;1
So signifikantným OP výkonom;1;vyk;5b13x0;;1
So signifikantným OP výkonom;1;vyk;5b13x1;;1
So signifikantným OP výkonom;1;vyk;5b13x2;;1
So signifikantným OP výkonom;1;vyk;5b13x3;;1
So signifikantným OP výkonom;1;vyk;5b13x4;;1
So signifikantným OP výkonom;1;vyk;5b13x5;;1
So signifikantným OP výkonom;1;vyk;5b13x6;;1
So signifikantným OP výkonom;1;vyk;5b13xx;;1
So signifikantným OP výkonom;1;vyk;5b14070;;1
So signifikantným OP výkonom;1;vyk;5b14071;;1
So signifikantným OP výkonom;1;vyk;5b14072;;1
So signifikantným OP výkonom;1;vyk;5b14073;;1
So signifikantným OP výkonom;1;vyk;5b14074;;1
So signifikantným OP výkonom;1;vyk;5b14075;;1
So signifikantným OP výkonom;1;vyk;5b14076;;1
So signifikantným OP výkonom;1;vyk;5b14080;;1
So signifikantným OP výkonom;1;vyk;5b14081;;1
So signifikantným OP výkonom;1;vyk;5b1408x;;1
So signifikantným OP výkonom;1;vyk;5b140x;;1
So signifikantným OP výkonom;1;vyk;5b14170;;1
So signifikantným OP výkonom;1;vyk;5b14171;;1
So signifikantným OP výkonom;1;vyk;5b14172;;1
So signifikantným OP výkonom;1;vyk;5b14173;;1
So signifikantným OP výkonom;1;vyk;5b14174;;1
So signifikantným OP výkonom;1;vyk;5b14175;;1
So signifikantným OP výkonom;1;vyk;5b14176;;1
So signifikantným OP výkonom;1;vyk;5b1417x;;1
So signifikantným OP výkonom;1;vyk;5b14180;;1
So signifikantným OP výkonom;1;vyk;5b14181;;1
So signifikantným OP výkonom;1;vyk;5b14182;;1
So signifikantným OP výkonom;1;vyk;5b14183;;1
So signifikantným OP výkonom;1;vyk;5b14184;;1
So signifikantným OP výkonom;1;vyk;5b14185;;1
So signifikantným OP výkonom;1;vyk;5b14186;;1
So signifikantným OP výkonom;1;vyk;5b1418x;;1
So signifikantným OP výkonom;1;vyk;5b1430;;1
So signifikantným OP výkonom;1;vyk;5b1431;;1
So signifikantným OP výkonom;1;vyk;5b1432;;1
So signifikantným OP výkonom;1;vyk;5b1433;;1
So signifikantným OP výkonom;1;vyk;5b1434;;1
So signifikantným OP výkonom;1;vyk;5b1435;;1
So signifikantným OP výkonom;1;vyk;5b1436;;1
