kodHVyk;nazovHVyk;SkDg;kodMS;nazovMS
5t00xh;Iné septické a aseptické incízie distálneho femuru;Trauma a poúrazové stavy ;S02-48;Iné výkony na kostiach pre traumu a poúrazové stavy
5t00xj;Iné septické a aseptické incízie pately;Trauma a poúrazové stavy ;S02-48;Iné výkony na kostiach pre traumu a poúrazové stavy
5t00xk;Iné septické a aseptické incízie proximálnej tibie ;Trauma a poúrazové stavy ;S02-48;Iné výkony na kostiach pre traumu a poúrazové stavy
5t00xm;Iné septické a aseptické incízie diafyzárnej tibie;Trauma a poúrazové stavy ;S02-48;Iné výkony na kostiach pre traumu a poúrazové stavy
5t00xn;Iné septické a aseptické incízie distálnej tibie ;Trauma a poúrazové stavy ;S02-48;Iné výkony na kostiach pre traumu a poúrazové stavy
5t00xp;Iné septické a aseptické incízie proximálnej fibuly ;Trauma a poúrazové stavy ;S02-48;Iné výkony na kostiach pre traumu a poúrazové stavy
5t00xq;Iné septické a aseptické incízie diafyzárnej fibuly ;Trauma a poúrazové stavy ;S02-48;Iné výkony na kostiach pre traumu a poúrazové stavy
5t00xr;Iné septické a aseptické incízie distálnej fibuly ;Trauma a poúrazové stavy ;S02-48;Iné výkony na kostiach pre traumu a poúrazové stavy
5t00xs;Iné septické a aseptické incízie talu;Trauma a poúrazové stavy ;S02-48;Iné výkony na kostiach pre traumu a poúrazové stavy
5t00xt;Iné septické a aseptické incízie kalkanea;Trauma a poúrazové stavy ;S02-48;Iné výkony na kostiach pre traumu a poúrazové stavy
5t00xu;Iné septické a aseptické incízie tarzálnych kostí;Trauma a poúrazové stavy ;S02-48;Iné výkony na kostiach pre traumu a poúrazové stavy
5t00xv;Iné septické a aseptické incízie metatarzálnych kostí;Trauma a poúrazové stavy ;S02-48;Iné výkony na kostiach pre traumu a poúrazové stavy
5t00xw;Iné septické a aseptické incízie falangov prstov nohy;Trauma a poúrazové stavy ;S02-48;Iné výkony na kostiach pre traumu a poúrazové stavy
5t00xx;Iné septické a aseptické incízie ostatných kostí;Trauma a poúrazové stavy ;S02-48;Iné výkony na kostiach pre traumu a poúrazové stavy
5t00xz;Iné septické a aseptické incízie skapuly;Trauma a poúrazové stavy ;S02-48;Iné výkony na kostiach pre traumu a poúrazové stavy
5t0102;Valgotizačná osteotómia diafyzárneho  humeru;Trauma a poúrazové stavy ;S02-17;Operácie pre korekciu poúrazovej deformity pre traumu a poúrazové stavy
5t0103;Valgotizačná osteotómia distálneho humeru;Trauma a poúrazové stavy ;S02-17;Operácie pre korekciu poúrazovej deformity pre traumu a poúrazové stavy
5t0105;Valgotizačná osteotómia diafyzárneho radia;Trauma a poúrazové stavy ;S02-17;Operácie pre korekciu poúrazovej deformity pre traumu a poúrazové stavy
5t0106;Valgotizačná osteotómia distálneho radia ;Trauma a poúrazové stavy ;S02-17;Operácie pre korekciu poúrazovej deformity pre traumu a poúrazové stavy
5t0108;Valgotizačná osteotómia diafyzárnej ulny;Trauma a poúrazové stavy ;S02-17;Operácie pre korekciu poúrazovej deformity pre traumu a poúrazové stavy
5t010b;Valgotizačná osteotómia metakarpálnych kostí;Trauma a poúrazové stavy ;S02-17;Operácie pre korekciu poúrazovej deformity pre traumu a poúrazové stavy
5t010c;Valgotizačná osteotómia falangov prstov ruky;Trauma a poúrazové stavy ;S02-17;Operácie pre korekciu poúrazovej deformity pre traumu a poúrazové stavy
5t010e;Valgotizačná osteotómia krčka stehennej kosti;Trauma a poúrazové stavy ;S02-17;Operácie pre korekciu poúrazovej deformity pre traumu a poúrazové stavy
5t010f;Valgotizačná osteotómia proximálneho femuru;Trauma a poúrazové stavy ;S02-17;Operácie pre korekciu poúrazovej deformity pre traumu a poúrazové stavy
5t010g;Valgotizačná osteotómia diafyzárneho femuru ;Trauma a poúrazové stavy ;S02-17;Operácie pre korekciu poúrazovej deformity pre traumu a poúrazové stavy
5t010h;Valgotizačná osteotómia distálneho femuru;Trauma a poúrazové stavy ;S02-17;Operácie pre korekciu poúrazovej deformity pre traumu a poúrazové stavy
5t010k;Valgotizačná osteotómia proximálnej tibie ;Trauma a poúrazové stavy ;S02-17;Operácie pre korekciu poúrazovej deformity pre traumu a poúrazové stavy
5t010m;Valgotizačná osteotómia  diafyzárnej tibie;Trauma a poúrazové stavy ;S02-17;Operácie pre korekciu poúrazovej deformity pre traumu a poúrazové stavy
5t010n;Valgotizačná osteotómia distálnej tibie ;Trauma a poúrazové stavy ;S02-17;Operácie pre korekciu poúrazovej deformity pre traumu a poúrazové stavy
5t010q;Valgotizačná osteotómia diafyzárnej fibuly ;Trauma a poúrazové stavy ;S02-17;Operácie pre korekciu poúrazovej deformity pre traumu a poúrazové stavy
5t010r;Valgotizačná osteotómia distálnej fibuly ;Trauma a poúrazové stavy ;S02-17;Operácie pre korekciu poúrazovej deformity pre traumu a poúrazové stavy
5t010s;Valgotizačná osteotómia talu;Trauma a poúrazové stavy ;S02-17;Operácie pre korekciu poúrazovej deformity pre traumu a poúrazové stavy
5t010t;Valgotizačná osteotómia kalkanea;Trauma a poúrazové stavy ;S02-17;Operácie pre korekciu poúrazovej deformity pre traumu a poúrazové stavy
5t010u;Valgotizačná osteotómia tarzálnych kostí;Trauma a poúrazové stavy ;S02-17;Operácie pre korekciu poúrazovej deformity pre traumu a poúrazové stavy
5t010v;Valgotizačná osteotómia metatarzálnych kostí;Trauma a poúrazové stavy ;S02-17;Operácie pre korekciu poúrazovej deformity pre traumu a poúrazové stavy
5t010w;Valgotizačná osteotómia falangov prstov nohy;Trauma a poúrazové stavy ;S02-17;Operácie pre korekciu poúrazovej deformity pre traumu a poúrazové stavy
5t010x;Valgotizačná osteotómia ostatných kostí;Trauma a poúrazové stavy ;S02-17;Operácie pre korekciu poúrazovej deformity pre traumu a poúrazové stavy
5t0111;Varotizačná osteotómia proximálneho humeru;Trauma a poúrazové stavy ;S02-17;Operácie pre korekciu poúrazovej deformity pre traumu a poúrazové stavy
5t0112;Varotizačná osteotómia diafyzárneho  humeru;Trauma a poúrazové stavy ;S02-17;Operácie pre korekciu poúrazovej deformity pre traumu a poúrazové stavy
5t0113;Varotizačná osteotómia distálneho humeru ;Trauma a poúrazové stavy ;S02-17;Operácie pre korekciu poúrazovej deformity pre traumu a poúrazové stavy
5t0115;Varotizačná osteotómia diafyzárneho radia;Trauma a poúrazové stavy ;S02-17;Operácie pre korekciu poúrazovej deformity pre traumu a poúrazové stavy
5t0116;Varotizačná osteotómia distálneho radia;Trauma a poúrazové stavy ;S02-17;Operácie pre korekciu poúrazovej deformity pre traumu a poúrazové stavy
5t0118;Varotizačná osteotómia diafyzárnej ulny ;Trauma a poúrazové stavy ;S02-17;Operácie pre korekciu poúrazovej deformity pre traumu a poúrazové stavy
5t011b;Varotizačná osteotómia metakarpálnych kostí;Trauma a poúrazové stavy ;S02-17;Operácie pre korekciu poúrazovej deformity pre traumu a poúrazové stavy
5t011c;Varotizačná osteotómia falangov prstov ruky;Trauma a poúrazové stavy ;S02-17;Operácie pre korekciu poúrazovej deformity pre traumu a poúrazové stavy
5t011e;Varotizačná osteotómia krčka stehennej kosti;Trauma a poúrazové stavy ;S02-17;Operácie pre korekciu poúrazovej deformity pre traumu a poúrazové stavy
5t011f;Varotizačná osteotómia proximálneho femuru ;Trauma a poúrazové stavy ;S02-17;Operácie pre korekciu poúrazovej deformity pre traumu a poúrazové stavy
5t011g;Varotizačná osteotómia diafyzárneho femuru ;Trauma a poúrazové stavy ;S02-17;Operácie pre korekciu poúrazovej deformity pre traumu a poúrazové stavy
5t011h;Varotizačná osteotómia distálneho femuru ;Trauma a poúrazové stavy ;S02-17;Operácie pre korekciu poúrazovej deformity pre traumu a poúrazové stavy
5t011k;Varotizačná osteotómia proximálnej tibie;Trauma a poúrazové stavy ;S02-17;Operácie pre korekciu poúrazovej deformity pre traumu a poúrazové stavy
5t011m;Varotizačná osteotómia diafyzárnej tibie ;Trauma a poúrazové stavy ;S02-17;Operácie pre korekciu poúrazovej deformity pre traumu a poúrazové stavy
5t011n;Varotizačná osteotómia distálnej tibie ;Trauma a poúrazové stavy ;S02-17;Operácie pre korekciu poúrazovej deformity pre traumu a poúrazové stavy
5t011q;Varotizačná osteotómia diafyzárnej fibuly ;Trauma a poúrazové stavy ;S02-17;Operácie pre korekciu poúrazovej deformity pre traumu a poúrazové stavy
5t011r;Varotizačná osteotómia distálnej fibuly ;Trauma a poúrazové stavy ;S02-17;Operácie pre korekciu poúrazovej deformity pre traumu a poúrazové stavy
5t011s;Varotizačná osteotómia talu;Trauma a poúrazové stavy ;S02-17;Operácie pre korekciu poúrazovej deformity pre traumu a poúrazové stavy
5t011t;Varotizačná osteotómia kalkanea;Trauma a poúrazové stavy ;S02-17;Operácie pre korekciu poúrazovej deformity pre traumu a poúrazové stavy
5t011u;Varotizačná osteotómia tarzálnych kostí;Trauma a poúrazové stavy ;S02-17;Operácie pre korekciu poúrazovej deformity pre traumu a poúrazové stavy
5t011x;Varotizačná osteotómia ostatných kostí;Trauma a poúrazové stavy ;S02-17;Operácie pre korekciu poúrazovej deformity pre traumu a poúrazové stavy
5t0121;(De)-rotačná osteotómia proximálneho humeru ;Trauma a poúrazové stavy ;S02-17;Operácie pre korekciu poúrazovej deformity pre traumu a poúrazové stavy
5t0122;(De)-rotačná osteotómia diafyzárneho  humeru;Trauma a poúrazové stavy ;S02-17;Operácie pre korekciu poúrazovej deformity pre traumu a poúrazové stavy
5t0123;(De)-rotačná osteotómia distálneho humeru ;Trauma a poúrazové stavy ;S02-17;Operácie pre korekciu poúrazovej deformity pre traumu a poúrazové stavy
5t0125;(De)-rotačná osteotómia diafyzárneho radia;Trauma a poúrazové stavy ;S02-17;Operácie pre korekciu poúrazovej deformity pre traumu a poúrazové stavy
5t0126;(De)-rotačná osteotómia distálneho radia ;Trauma a poúrazové stavy ;S02-17;Operácie pre korekciu poúrazovej deformity pre traumu a poúrazové stavy
5t0127;(De)-rotačná osteotómia proximálnej ulny ;Trauma a poúrazové stavy ;S02-17;Operácie pre korekciu poúrazovej deformity pre traumu a poúrazové stavy
5t0129;(De)-rotačná osteotómia distálnej ulny ;Trauma a poúrazové stavy ;S02-17;Operácie pre korekciu poúrazovej deformity pre traumu a poúrazové stavy
5t012b;(De)-rotačná osteotómia metakarpálnych kostí;Trauma a poúrazové stavy ;S02-17;Operácie pre korekciu poúrazovej deformity pre traumu a poúrazové stavy
5t012c;(De)-rotačná osteotómia falangov prstov ruky;Trauma a poúrazové stavy ;S02-17;Operácie pre korekciu poúrazovej deformity pre traumu a poúrazové stavy
5t012d;(De)-rotačná osteotómia panvy;Trauma a poúrazové stavy ;S02-15;Iné výkony na panve pre traumu a poúrazové stavy
5t012e;(De)-rotačná osteotómia krčka stehennej kosti;Trauma a poúrazové stavy ;S02-17;Operácie pre korekciu poúrazovej deformity pre traumu a poúrazové stavy
5t012f;(De)-rotačná osteotómia proximálneho femuru ;Trauma a poúrazové stavy ;S02-17;Operácie pre korekciu poúrazovej deformity pre traumu a poúrazové stavy
5t012g;(De)-rotačná osteotómia diafyzárneho femuru ;Trauma a poúrazové stavy ;S02-17;Operácie pre korekciu poúrazovej deformity pre traumu a poúrazové stavy
5t012h;(De)-rotačná osteotómia distálneho femuru ;Trauma a poúrazové stavy ;S02-17;Operácie pre korekciu poúrazovej deformity pre traumu a poúrazové stavy
5t012k;(De)-rotačná osteotómia proximálnej tibie ;Trauma a poúrazové stavy ;S02-17;Operácie pre korekciu poúrazovej deformity pre traumu a poúrazové stavy
5t012m;(De)-rotačná osteotómia diafyzárnej tibie ;Trauma a poúrazové stavy ;S02-17;Operácie pre korekciu poúrazovej deformity pre traumu a poúrazové stavy
5t012n;(De)-rotačná osteotómia distálnej tibie;Trauma a poúrazové stavy ;S02-17;Operácie pre korekciu poúrazovej deformity pre traumu a poúrazové stavy
5t012q;(De)-rotačná osteotómia diafyzárnej fibuly ;Trauma a poúrazové stavy ;S02-17;Operácie pre korekciu poúrazovej deformity pre traumu a poúrazové stavy
5t012r;(De)-rotačná osteotómia distálnej fibuly ;Trauma a poúrazové stavy ;S02-17;Operácie pre korekciu poúrazovej deformity pre traumu a poúrazové stavy
5t012s;(De)-rotačná osteotómia talu;Trauma a poúrazové stavy ;S02-17;Operácie pre korekciu poúrazovej deformity pre traumu a poúrazové stavy
5t012t;(De)-rotačná osteotómia kalkanea;Trauma a poúrazové stavy ;S02-17;Operácie pre korekciu poúrazovej deformity pre traumu a poúrazové stavy
5t012u;(De)-rotačná osteotómia tarzálnych kostí;Trauma a poúrazové stavy ;S02-17;Operácie pre korekciu poúrazovej deformity pre traumu a poúrazové stavy
5t012x;(De)-rotačná osteotómia ostatných kostí;Trauma a poúrazové stavy ;S02-17;Operácie pre korekciu poúrazovej deformity pre traumu a poúrazové stavy
5t0130;Skracovacia osteotómia klavikuly;Trauma a poúrazové stavy ;S02-17;Operácie pre korekciu poúrazovej deformity pre traumu a poúrazové stavy
5t0132;Skracovacia osteotómia diafyzárneho  humeru;Trauma a poúrazové stavy ;S02-17;Operácie pre korekciu poúrazovej deformity pre traumu a poúrazové stavy
5t0135;Skracovacia osteotómia diafyzárneho radia;Trauma a poúrazové stavy ;S02-17;Operácie pre korekciu poúrazovej deformity pre traumu a poúrazové stavy
5t0136;Skracovacia osteotómia distálneho radia ;Trauma a poúrazové stavy ;S02-17;Operácie pre korekciu poúrazovej deformity pre traumu a poúrazové stavy
5t0138;Skracovacia osteotómia diafyzárnej ulny ;Trauma a poúrazové stavy ;S02-17;Operácie pre korekciu poúrazovej deformity pre traumu a poúrazové stavy
5t0139;Skracovacia osteotómia distálnej ulny ;Trauma a poúrazové stavy ;S02-17;Operácie pre korekciu poúrazovej deformity pre traumu a poúrazové stavy
5t013a;Skracovacia osteotómia karpálnych kostí;Trauma a poúrazové stavy ;S02-17;Operácie pre korekciu poúrazovej deformity pre traumu a poúrazové stavy
5t013b;Skracovacia osteotómia metakarpálnych kostí;Trauma a poúrazové stavy ;S02-17;Operácie pre korekciu poúrazovej deformity pre traumu a poúrazové stavy
5t013c;Skracovacia osteotómia falangov prstov ruky;Trauma a poúrazové stavy ;S02-17;Operácie pre korekciu poúrazovej deformity pre traumu a poúrazové stavy
5t013e;Skracovacia osteotómia krčka stehennej kosti;Trauma a poúrazové stavy ;S02-17;Operácie pre korekciu poúrazovej deformity pre traumu a poúrazové stavy
5t013f;Skracovacia osteotómia proximálneho femuru ;Trauma a poúrazové stavy ;S02-17;Operácie pre korekciu poúrazovej deformity pre traumu a poúrazové stavy
5t013g;Skracovacia osteotómia diafyzárneho femuru ;Trauma a poúrazové stavy ;S02-17;Operácie pre korekciu poúrazovej deformity pre traumu a poúrazové stavy
5t013h;Skracovacia osteotómia distálneho femuru ;Trauma a poúrazové stavy ;S02-17;Operácie pre korekciu poúrazovej deformity pre traumu a poúrazové stavy
5t013m;Skracovacia osteotómia diafyzárnej tibie ;Trauma a poúrazové stavy ;S02-17;Operácie pre korekciu poúrazovej deformity pre traumu a poúrazové stavy
5t013n;Skracovacia osteotómia distálnej tibie;Trauma a poúrazové stavy ;S02-17;Operácie pre korekciu poúrazovej deformity pre traumu a poúrazové stavy
5t013q;Skracovacia osteotómia diafyzárnej fibuly ;Trauma a poúrazové stavy ;S02-17;Operácie pre korekciu poúrazovej deformity pre traumu a poúrazové stavy
5t013r;Skracovacia osteotómia distálnej fibuly ;Trauma a poúrazové stavy ;S02-17;Operácie pre korekciu poúrazovej deformity pre traumu a poúrazové stavy
5t013s;Skracovacia osteotómia talu;Trauma a poúrazové stavy ;S02-17;Operácie pre korekciu poúrazovej deformity pre traumu a poúrazové stavy
5t013u;Skracovacia osteotómia tarzálnych kostí;Trauma a poúrazové stavy ;S02-17;Operácie pre korekciu poúrazovej deformity pre traumu a poúrazové stavy
5t013x;Skracovacia osteotómia ostatných kostí;Trauma a poúrazové stavy ;S02-17;Operácie pre korekciu poúrazovej deformity pre traumu a poúrazové stavy
